Jugador,Pais,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Min,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor de mercado,jugador_id
Lasse Schöne,DEN,Centrocampista,Genoa,33,1986.0,32.0,29.0,2427.0,2.0,3.0,5.0,5.0,0.0,3.6,4.6,250 mil €,1761
Laurens Serpe,ITA,Defensa,Genoa,20,2001.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 mil €,1762
Lautaro Blanco,ARG,Defensa,Elche,23,1999.0,17.0,9.0,872.0,0.0,2.0,2.0,2.0,0.0,0.0,1.5,"2,00 mill. €",1763
Lautaro Martínez,ARG,Delantero,Inter,26,1997.0,31.8,25.2,2188.4,17.2,3.8,21.0,4.8,0.2,15.279999999999998,3.44,"100,00 mill. €",1764
Lautaro Valenti,ARG,Defensa,Parma,21,1999.0,11.0,6.0,499.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"3,00 mill. €",1765
Layvin Kurzawa,FRA,Defensa,Fulham,29,1992.0,3.0,2.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"3,00 mill. €",1766
Lazar Samardzic,SRB,Centrocampista,Udinese,21,2002.0,24.0,10.0,1083.0,3.0,2.333333333333333,5.333333333333333,0.6666666666666666,0.0,1.6,2.1666666666666665,"20,00 mill. €",1767
Leander Dendoncker,BEL,Centrocampista,Aston Villa,28,1995.0,21.5,15.0,1361.1666666666667,1.1666666666666667,0.3333333333333333,1.5,2.1666666666666665,0.0,1.3166666666666669,0.5,"15,00 mill. €",1768
Leandro Cabrera,URU,Defensa,Getafe,31,1991.0,24.166666666666668,23.666666666666668,2095.5,1.0,0.3333333333333333,1.3333333333333333,6.0,0.5,1.2,0.7666666666666666,"2,50 mill. €",1769
Leandro Chichizola,ARG,PO,Las Palmas,28,1990.0,14.0,14.0,1260.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400 mil €,1770
Leandro Paredes,ARG,Centrocampista,Roma,29,1994.0,18.5,9.5,935.0,0.5,1.5,2.0,6.0,0.5,0.5,1.65,"9,00 mill. €",1771
Leandro Sanca,GNB,Delantero,Spezia,22,2000.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400 mil €,1772
Leandro Trossard,BEL,Delantero,Arsenal,28,1994.0,24.166666666666668,19.0,1677.1666666666667,4.833333333333333,4.0,8.833333333333334,0.8333333333333334,0.0,3.9333333333333336,3.6666666666666665,"35,00 mill. €",1773
Lee Kang-in,KOR,Centrocampista,Valencia,21,2001.0,22.0,13.2,1194.8,1.8,2.4,4.2,3.4,0.6,1.78,2.08,0.00,1774
Lee Peltier,ENG,Defensa,West Brom,33,1986.0,4.0,3.0,229.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200 mil €,1775
Leif Davis,ENG,Defensa,Leeds United,20,2000.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,00 mill. €",1776
Lennart-Marten Czyborra,GER,Defensa,Genoa,21,1999.0,9.0,7.5,595.0,0.5,0.0,0.5,1.0,0.0,0.1,0.15,0.00,1777
Leo Fuhr Hjelde,NOR,Centrocampista,Leeds United,17,2003.0,2.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,50 mill. €",1778
Leo Skiri Østigård,NOR,Defensa,Napoli,24,1999.0,11.0,8.0,760.3333333333334,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.2666666666666666,0.1,"10,00 mill. €",1779
Leo Štulac,SVN,Centrocampista,Empoli,26,1994.0,23.0,8.0,833.0,2.0,2.0,4.0,1.0,0.0,0.2,0.4,"1,00 mill. €",1780
Leon Bailey,JAM,Centrocampista,Aston Villa,26,1997.0,20.666666666666668,11.666666666666666,1039.6666666666667,2.6666666666666665,3.0,5.666666666666667,2.6666666666666665,0.0,2.966666666666667,2.733333333333334,"28,00 mill. €",1781
Leonardo Bonucci,ITA,Defensa,Juventus,35,1987.0,25.25,22.25,1998.5,2.75,0.0,2.75,4.25,0.0,2.9250000000000003,0.475,"1,50 mill. €",1782
Leonardo Buta,POR,Defensa,Udinese,20,2002.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,50 mill. €",1783
Leonardo Capezzi,ITA,Centrocampista,Salernitana,26,1995.0,5.0,2.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350 mil €,1784
Leonardo Koutris,GRE,Defensa,Mallorca,24,1995.0,2.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,800 mil €,1785
Leonardo Mancuso,ITA,Delantero,Empoli,29,1992.0,8.0,5.0,425.0,1.0,0.0,1.0,0.0,0.0,1.9,0.3,"1,60 mill. €",1786
Leonardo Morosini,ITA,Delantero,Brescia,23,1995.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €,1787
Leonardo Pavoletti,ITA,Delantero,Cagliari,35,1988.0,19.0,8.5,840.5,2.75,1.25,4.0,4.75,0.0,3.775,0.5750000000000001,"1,00 mill. €",1788
Leonardo Román,ESP,PO,Mallorca,22,2000.0,1.5,1.5,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €,1789
Leonardo Sernicola,ITA,Defensa,Cremonese,25,1997.0,32.0,27.0,2317.0,2.0,2.0,4.0,11.0,0.0,1.3,2.3,"2,00 mill. €",1790
Leonardo Spinazzola,ITA,Defensa,Roma,30,1993.0,18.2,14.4,1247.6,1.0,2.4,3.4,1.2,0.0,0.8,2.5,"10,00 mill. €",1791
Leonardo Suárez,ARG,Centrocampista,Villarreal,22,1996.0,6.5,3.5,273.0,1.0,0.0,1.0,0.0,0.0,0.65,0.15,"3,00 mill. €",1792
Leroy Sané,GER,Delantero,Manchester City,23,1996.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"75,00 mill. €",1793
Lesley Ugochukwu,FRA,Centrocampista,Chelsea,19,2004.0,9.0,2.0,215.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"25,00 mill. €",1794
Levi Colwill,ENG,Defensa,Chelsea,20,2003.0,14.5,12.0,1085.0,0.0,1.5,1.5,1.5,0.0,1.1,0.7,"42,00 mill. €",1795
Lewis Bate,ENG,Centrocampista,Leeds United,18,2002.0,3.0,1.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,20 mill. €",1796
Lewis Brunt,ENG,Defensa,Leicester City,21,2000.0,1.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 mil €,1797
Lewis Cook,ENG,Centrocampista,Bournemouth,26,1997.0,21.33333333333333,13.333333333333334,1258.3333333333333,0.0,0.6666666666666666,0.6666666666666666,3.333333333333333,0.3333333333333333,0.2,1.1666666666666667,"10,00 mill. €",1798
Lewis Dobbin,ENG,Centrocampista,Everton,20,2003.0,3.5,0.5,75.5,0.0,0.0,0.0,0.5,0.0,0.05,0.0,900 mil €,1799
Lewis Dunk,ENG,Defensa,Brighton,32,1991.0,29.2,29.2,2607.0,2.2,0.6,2.8,5.0,0.8,2.26,0.8400000000000001,"16,00 mill. €",1800
Lewis Ferguson,SCO,Centrocampista,Bologna,24,1999.0,22.5,20.0,1740.0,5.0,1.0,6.0,3.5,0.0,3.65,0.85,"12,00 mill. €",1801
Lewis Hall,ENG,Defensa,Newcastle Utd,19,2004.0,5.5,4.5,354.5,0.0,0.0,0.0,0.5,0.0,0.45,1.1,"18,00 mill. €",1802
Lewis Miley,ENG,Centrocampista,Newcastle Utd,17,2006.0,1.5,1.0,84.5,0.0,0.5,0.5,0.0,0.0,0.05,0.3,"2,50 mill. €",1803
Lewis O'Brien,ENG,Centrocampista,Nott'ham Forest,23,1998.0,13.0,6.0,584.0,1.0,0.0,1.0,2.0,0.0,0.3,0.2,"6,00 mill. €",1804
Liam Cooper,SCO,Defensa,Leeds United,30,1991.0,21.33333333333333,20.666666666666668,1808.3333333333333,0.6666666666666666,0.3333333333333333,1.0,4.666666666666667,0.3333333333333333,1.0666666666666669,0.2666666666666666,"1,80 mill. €",1805
Liam Delap,ENG,Delantero,Manchester City,18,2003.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"7,00 mill. €",1806
Liam Henderson,SCO,Centrocampista,Empoli,27,1996.0,17.0,9.0,807.0,0.5,1.0,1.5,3.5,0.0,0.775,1.15,"2,00 mill. €",1807
Liam McCarron,SCO,Delantero,Leeds United,20,2001.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250 mil €,1808
Liberato Cacace,NZL,Defensa,Empoli,23,2000.0,10.666666666666666,6.0,595.3333333333334,0.0,0.0,0.0,1.6666666666666667,0.0,0.1999999999999999,0.3333333333333333,"2,00 mill. €",1809
Lionel Carole,FRA,Defensa,Sevilla,26,1991.0,6.0,6.0,540.0,0.0,1.0,1.0,0.0,0.0,0.3,0.1,"1,00 mill. €",1810
Lionel Messi,ARG,Delantero,Barcelona,33,1987.0,34.5,31.5,2904.0,31.25,13.75,45.0,3.5,0.0,23.1,13.3,"35,00 mill. €",1811
Lisandro Magallán,ARG,Defensa,Alavés,28,1993.0,19.666666666666668,16.333333333333332,1426.6666666666667,0.6666666666666666,1.0,1.6666666666666667,4.666666666666667,0.3333333333333333,0.8666666666666666,0.2666666666666666,"1,80 mill. €",1812
Lisandro Martínez,ARG,Defensa,Manchester Utd,25,1998.0,16.0,14.5,1244.5,0.5,0.5,1.0,4.0,0.0,0.25,0.2,"50,00 mill. €",1813
Ljubomir Fejsa,SRB,Centrocampista,Alavés,30,1988.0,13.0,11.0,786.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,250 mil €,1814
Lloyd Kelly,ENG,Defensa,Bournemouth,25,1998.0,13.333333333333334,12.666666666666666,1120.3333333333333,0.0,0.6666666666666666,0.6666666666666666,2.0,0.0,0.1,0.3333333333333333,"18,00 mill. €",1815
Lluis López,ESP,Defensa,Espanyol,22,1997.0,5.0,4.0,410.5,0.0,0.0,0.0,0.5,0.0,0.15,0.0,600 mil €,1816
Lluís Recasens,ESP,Defensa,Espanyol,19,2002.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150 mil €,1817
Loren Morón,ESP,Delantero,Betis,28,1993.0,19.142857142857142,9.714285714285714,945.8571428571428,3.571428571428572,0.4285714285714285,4.0,1.7142857142857142,0.1428571428571428,3.571428571428572,1.0000000000000002,"2,00 mill. €",1818
Lorenzo Amatucci,ITA,Centrocampista,Fiorentina,19,2004.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,00 mill. €",1819
Lorenzo Andrenacci,ITA,PO,Brescia,24,1995.0,6.0,5.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €,1820
Lorenzo Colombo,ITA,Delantero,Monza,21,2002.0,12.25,7.25,606.75,2.0,0.75,2.75,1.25,0.0,2.325,0.475,"5,00 mill. €",1821
Lorenzo De Silvestri,ITA,Defensa,Bologna,35,1988.0,22.4,18.2,1558.2,1.4,0.4,1.8,2.8,0.0,1.38,1.06,400 mil €,1822
Lorenzo Del Pinto,ITA,Centrocampista,Benevento,30,1990.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 mil €,1823
Lorenzo Insigne,ITA,Delantero,Napoli,30,1991.0,34.666666666666664,31.666666666666668,2655.0,12.666666666666666,7.333333333333333,20.0,1.6666666666666667,0.3333333333333333,14.466666666666669,7.133333333333333,"8,00 mill. €",1824
Lorenzo Lucca,ITA,Delantero,Udinese,23,2000.0,13.0,7.0,657.0,2.0,1.0,3.0,0.0,0.0,3.0,0.5,"5,00 mill. €",1825
Lorenzo Malagrida,ITA,Centrocampista,Sampdoria,18,2003.0,6.0,0.0,109.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,400 mil €,1826
Lorenzo Montipò,ITA,PO,Hellas Verona,27,1996.0,30.25,30.25,2722.5,0.0,0.0,0.0,1.25,0.0,0.0,0.0,"4,00 mill. €",1827
Lorenzo Pellegrini,ITA,Centrocampista,Roma,27,1996.0,25.2,23.2,1980.4,4.4,4.6,9.0,6.6,0.4,5.5200000000000005,6.1,"30,00 mill. €",1828
Lorenzo Pirola,ITA,Defensa,Salernitana,21,2002.0,12.666666666666666,11.0,930.3333333333334,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,0.0,0.6,0.1333333333333333,"8,00 mill. €",1829
Lorenzo Tonelli,ITA,Defensa,Empoli,32,1990.0,11.75,9.5,843.25,0.25,0.0,0.25,4.75,0.25,0.65,0.075,500 mil €,1830
Lorenzo Venuti,ITA,Defensa,Lecce,28,1995.0,17.4,12.2,1035.4,0.0,0.6,0.6,2.6,0.0,0.2,0.7,"2,00 mill. €",1831
Loum Tchaouna,FRA,Delantero,Salernitana,20,2003.0,8.0,2.0,243.0,0.0,1.0,1.0,0.0,0.0,0.1,0.2,"2,40 mill. €",1832
Loïc Bade,FRA,Defensa,Sevilla,23,2000.0,15.0,13.0,1167.5,0.5,0.5,1.0,2.5,0.5,0.4499999999999999,0.15,"12,00 mill. €",1833
Luca Caldirola,ITA,Defensa,Monza,32,1991.0,22.666666666666668,18.666666666666668,1666.3333333333333,1.6666666666666667,0.3333333333333333,2.0,5.0,0.6666666666666666,0.7666666666666667,0.3999999999999999,"1,50 mill. €",1834
Luca Ceppitelli,ITA,Defensa,Cagliari,31,1989.0,19.666666666666668,15.666666666666666,1385.3333333333333,1.0,0.3333333333333333,1.3333333333333333,3.6666666666666665,0.0,0.4333333333333333,0.1666666666666666,600 mil €,1835
Luca Cigarini,ITA,Centrocampista,Crotone,34,1986.0,18.0,16.0,1263.5,0.0,2.0,2.0,6.5,1.0,0.5,2.4,300 mil €,1836
Luca D'Andrea,ITA,Delantero,Sassuolo,17,2004.0,5.0,5.0,316.0,0.0,1.0,1.0,0.0,0.0,0.3,0.8,"2,50 mill. €",1837
Luca Falbo,ITA,Defensa,Lazio,19,2000.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175 mil €,1838
Luca Fiordilino,ITA,Centrocampista,Venezia,25,1996.0,15.0,5.0,661.0,0.0,0.0,0.0,2.0,0.0,0.2,0.4,"1,00 mill. €",1839
Luca Gagliano,ITA,Delantero,Cagliari,21,2000.0,2.0,0.5,32.5,0.5,0.5,1.0,0.0,0.0,0.35,0.0,200 mil €,1840
Luca Garritano,ITA,Centrocampista,Frosinone,29,1994.0,8.0,2.0,274.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,"1,70 mill. €",1841
Luca Gemello,ITA,PO,Torino,23,2000.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300 mil €,1842
Luca Koleosho,ITA,Delantero,Burnley,19,2004.0,6.0,3.6666666666666665,307.6666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5333333333333333,0.3999999999999999,"6,00 mill. €",1843
Luca Lezzerini,ITA,PO,Venezia,26,1995.0,6.0,6.0,495.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,350 mil €,1844
Luca Marrone,ITA,Defensa,Monza,32,1990.0,11.5,10.0,861.5,0.0,0.0,0.0,4.0,0.0,0.25,0.0,200 mil €,1845
Luca Mazzitelli,ITA,Centrocampista,Frosinone,28,1995.0,6.0,5.5,459.0,1.0,0.0,1.0,2.0,0.5,0.45,0.05,"3,50 mill. €",1846
Luca Mora,ITA,Centrocampista,Spezia,32,1988.0,4.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,275 mil €,1847
Luca Pellegrini,ITA,Defensa,Lazio,24,1999.0,13.2,9.0,802.4,0.0,1.4,1.4,4.8,0.0,0.26,1.1800000000000002,"4,50 mill. €",1848
Luca Ranieri,ITA,Defensa,Fiorentina,24,1999.0,11.5,9.0,816.5,0.25,0.0,0.25,4.25,0.25,0.1999999999999999,0.35,"4,00 mill. €",1849
Luca Sangalli,ESP,Centrocampista,Real Sociedad,24,1995.0,14.5,8.5,685.5,0.5,2.0,2.5,0.0,0.0,1.0,0.9,600 mil €,1850
Luca Siligardi,ITA,Centrocampista,Crotone,32,1988.0,6.0,1.0,140.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2333333333333333,0.1666666666666666,225 mil €,1851
Luca Stanga,ITA,Defensa,Milan,19,2002.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125 mil €,1852
Luca Tremolada,ITA,Centrocampista,Brescia,27,1991.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,00 mill. €",1853
Luca Vignali,ITA,Defensa,Spezia,25,1996.0,11.5,10.0,837.5,0.0,0.0,0.0,2.0,0.5,0.05,0.35,"1,00 mill. €",1854
Luca Zanimacchia,ITA,Centrocampista,Cremonese,24,1998.0,8.5,5.0,433.0,0.0,0.0,0.0,1.0,0.0,0.6,0.5,"1,80 mill. €",1855
Luca Zidane,FRA,PO,Real Madrid,23,1998.0,3.333333333333333,3.333333333333333,275.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,"2,00 mill. €",1856
Luca de la Torre,USA,Centrocampista,Celta Vigo,25,1998.0,20.0,13.0,1174.5,0.0,2.0,2.0,4.5,0.5,0.9,1.2,"3,00 mill. €",1857
Lucas,BRA,Defensa,Cádiz,22,2001.0,8.0,4.0,462.0,1.0,0.0,1.0,2.0,0.0,0.5,0.1,"45,00 mill. €",1858
Lucas Beltrán,ARG,Delantero,Fiorentina,22,2001.0,11.0,6.0,438.0,0.0,1.0,1.0,1.0,0.0,0.3,0.5,"12,00 mill. €",1859
Lucas Biglia,ARG,Centrocampista,Milan,33,1986.0,14.0,8.0,685.0,0.0,1.0,1.0,4.0,0.0,0.3,0.3,250 mil €,1860
Lucas Boyé,ARG,Delantero,Celta Vigo,27,1996.0,23.2,19.0,1591.0,4.8,1.8,6.6,4.8,0.6,4.28,1.4,"10,00 mill. €",1861
Lucas Castro,ARG,Centrocampista,SPAL,30,1989.0,11.0,6.0,515.5,1.0,0.0,1.0,1.0,0.0,0.7,0.6000000000000001,350 mil €,1862
Lucas Digne,FRA,Defensa,Aston Villa,30,1993.0,21.0,19.0,1645.142857142857,0.1428571428571428,3.142857142857143,3.2857142857142856,3.571428571428572,0.1428571428571428,0.5285714285714286,3.071428571428572,"15,00 mill. €",1863
Lucas Felippe,BRA,Centrocampista,Hellas Verona,19,2000.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175 mil €,1864
Lucas Hernández,FRA,Defensa,Atlético Madrid,22,1996.0,20.5,18.5,1616.5,0.5,0.5,1.0,6.0,0.5,0.7,0.55,"45,00 mill. €",1865
Lucas Martínez Quarta,ARG,Defensa,Fiorentina,27,1996.0,19.75,16.75,1518.75,1.25,0.25,1.5,5.0,0.25,1.55,0.525,"10,00 mill. €",1866
Lucas Moura,BRA,Centrocampista,Tottenham,29,1992.0,28.5,14.5,1395.25,2.5,3.5,6.0,2.0,0.25,2.675,2.625,"6,00 mill. €",1867
Lucas Ocampos,ARG,Delantero,Sevilla,29,1994.0,25.6,21.2,1925.8,6.0,2.4,8.4,6.0,0.2,7.139999999999999,2.7,"12,00 mill. €",1868
Lucas Olaza,URU,Defensa,Celta Vigo,28,1994.0,17.5,16.0,1450.8333333333333,0.5,1.5,2.0,3.1666666666666665,0.0,0.4666666666666667,1.5666666666666669,"2,50 mill. €",1869
Lucas Oliveira Rosa,BRA,Defensa,Valladolid,22,2000.0,17.0,11.0,931.0,0.0,1.0,1.0,3.0,0.0,0.4,1.0,"1,00 mill. €",1870
Lucas Paquetá,BRA,Delantero,West Ham,26,1997.0,21.33333333333333,17.0,1438.3333333333333,2.0,1.6666666666666667,3.6666666666666665,5.666666666666667,0.0,3.0,2.0333333333333337,"65,00 mill. €",1871
Lucas Pérez,ESP,Delantero,La Coruña,33,1988.0,24.0,18.5,1667.6666666666667,5.166666666666667,3.0,8.166666666666666,2.0,0.0,5.8,4.7,800 mil €,1872
Lucas Robertone,ARG,Centrocampista,Almería,26,1997.0,24.0,22.0,1792.5,1.0,5.5,6.5,5.5,0.0,1.5,3.9,"7,00 mill. €",1873
Lucas Torreira,URU,Centrocampista,Arsenal,25,1996.0,26.33333333333333,15.333333333333334,1408.3333333333333,2.333333333333333,0.6666666666666666,3.0,6.333333333333333,0.3333333333333333,2.2666666666666666,1.1333333333333335,"15,00 mill. €",1874
Lucas Torró,ESP,Centrocampista,Osasuna,29,1994.0,25.5,22.5,1898.0,0.5,0.25,0.75,6.75,0.0,1.325,0.325,"8,00 mill. €",1875
Lucas Vázquez,ESP,Centrocampista,Real Madrid,32,1991.0,24.0,13.285714285714286,1291.142857142857,2.2857142857142856,2.571428571428572,4.857142857142857,2.571428571428572,0.1428571428571428,2.128571428571429,3.0142857142857147,"6,00 mill. €",1876
Luciano Vietto,ARG,Delantero,Atlético Madrid,23,1993.0,10.0,4.5,398.5,1.0,0.5,1.5,1.0,0.0,0.8500000000000001,0.85,"2,30 mill. €",1877
Lucien Agoume,FRA,Centrocampista,Inter,21,2002.0,5.333333333333333,3.0,291.0,0.0,0.0,0.0,1.0,0.0,0.0333333333333333,0.0666666666666666,"7,00 mill. €",1878
Ludwig Augustinsson,SWE,Defensa,Aston Villa,28,1994.0,8.666666666666666,3.6666666666666665,334.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.1666666666666666,0.2666666666666666,"2,50 mill. €",1879
Luigi Canotto,ITA,Delantero,Frosinone,29,1994.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900 mil €,1880
Luigi Samele,ITA,Delantero,Sassuolo,19,2002.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,150 mil €,1881
Luigi Sepe,ITA,PO,Salernitana,31,1991.0,25.75,25.75,2305.5,0.0,0.0,0.0,1.5,0.0,0.0,0.175,"1,00 mill. €",1882
Luis Abram,PER,Defensa,Granada,25,1996.0,8.0,6.0,560.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,"3,00 mill. €",1883
Luis Advíncula,PER,Defensa,Rayo Vallecano,28,1990.0,28.0,27.0,2389.0,1.0,3.0,4.0,6.0,2.0,1.1,2.4,"1,20 mill. €",1884
Luis Alberto,ESP,Centrocampista,Lazio,31,1992.0,30.2,27.0,2307.0,5.8,6.8,12.6,4.8,0.0,4.34,7.1,"4,00 mill. €",1885
Luis Binks,ENG,Defensa,Bologna,19,2001.0,15.0,7.0,646.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,"2,80 mill. €",1886
Luis Díaz,COL,Delantero,Liverpool,26,1997.0,14.0,10.0,877.0,3.6666666666666665,1.6666666666666667,5.333333333333333,0.6666666666666666,0.0,2.966666666666667,1.6000000000000003,"75,00 mill. €",1887
Luis Hernández,ESP,Defensa,Málaga,34,1989.0,23.5,23.0,2074.5,0.25,0.25,0.5,6.0,0.25,0.5,0.45,"1,00 mill. €",1888
Luis Javier Suárez,COL,Delantero,Granada,25,1997.0,23.25,19.5,1672.5,5.25,2.25,7.5,4.25,0.25,6.4750000000000005,1.9,"8,00 mill. €",1889
Luis Muriel,COL,Delantero,Sevilla,32,1991.0,24.428571428571427,10.285714285714286,1033.428571428571,8.571428571428571,3.142857142857143,11.714285714285714,1.1428571428571428,0.2857142857142857,6.6000000000000005,3.3285714285714283,"5,00 mill. €",1890
Luis Rioja,ESP,Centrocampista,Alavés,30,1993.0,28.5,23.25,1984.0,1.5,2.0,3.5,3.25,0.0,2.05,3.1,"3,00 mill. €",1891
Luis Sinisterra,COL,Delantero,Bournemouth,24,1999.0,12.5,6.5,509.0,3.0,0.0,3.0,1.5,0.5,2.4000000000000004,0.35,"20,00 mill. €",1892
Luis Suárez,URU,Delantero,Barcelona,34,1987.0,32.2,27.0,2413.4,18.8,6.2,25.0,6.2,0.0,17.080000000000002,4.84,"4,00 mill. €",1893
Luismi,ESP,Centrocampista,Elche,28,1996.5,6.5,1.0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600 mil €,1894
Luiz Felipe,ITA,Defensa,Betis,26,1997.0,19.6,17.6,1509.4,0.2,0.2,0.4,4.8,0.8,0.38,0.2799999999999999,"15,00 mill. €",1895
Luiz Henrique,BRA,Delantero,Betis,22,2001.0,20.5,12.0,1051.0,0.5,2.5,3.0,3.5,0.0,1.8,1.7,"15,00 mill. €",1896
Luka Bogdan,CRO,Defensa,Salernitana,25,1996.0,6.0,4.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600 mil €,1897
Luka Jović,SRB,Delantero,Real Madrid,25,1997.0,15.0,5.2,558.2,1.8,1.4,3.2,1.2,0.0,2.84,0.8,"8,00 mill. €",1898
Luka Lochoshvili,GEO,Defensa,Cremonese,24,1998.0,25.0,22.0,1839.0,1.0,2.0,3.0,4.0,0.0,0.6,1.1,"1,50 mill. €",1899
Luka Milivojević,SRB,Centrocampista,Crystal Palace,31,1991.0,23.75,17.25,1539.5,1.0,0.5,1.5,5.75,0.25,1.425,1.1749999999999998,"2,00 mill. €",1900
Luka Modrić,CRO,Centrocampista,Real Madrid,38,1985.0,28.428571428571427,22.428571428571427,1941.571428571429,2.571428571428572,5.0,7.571428571428571,4.571428571428571,0.1428571428571428,2.2,3.971428571428572,"10,00 mill. €",1901
Luka Romero,ARG,Delantero,Mallorca,19,2004.0,4.75,0.25,82.75,0.25,0.0,0.25,0.25,0.0,0.25,0.025,"3,00 mill. €",1902
Lukas Lerager,DEN,Centrocampista,Genoa,27,1993.0,18.5,14.0,1273.0,0.5,1.0,1.5,2.5,0.0,0.7,1.0,"3,00 mill. €",1903
Lukas Rupp,GER,Centrocampista,Norwich City,30,1991.0,15.5,7.5,732.0,0.0,0.0,0.0,0.5,0.0,0.8,1.15,700 mil €,1904
Luke Ayling,ENG,Defensa,Leeds United,30,1991.0,31.0,28.666666666666668,2575.0,1.3333333333333333,1.0,2.333333333333333,4.666666666666667,0.3333333333333333,2.0333333333333337,2.333333333333333,"1,80 mill. €",1905
Luke Berry,ENG,Centrocampista,Luton Town,31,1992.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400 mil €,1906
Luke Cundle,ENG,Centrocampista,Wolves,19,2002.0,4.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"3,00 mill. €",1907
Luke Freeman,ENG,Centrocampista,Sheffield Utd,27,1992.0,11.0,3.0,366.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2,500 mil €,1908
Luke Harris,WAL,Centrocampista,Fulham,18,2005.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,"1,00 mill. €",1909
Luke Shaw,ENG,Defensa,Manchester Utd,28,1995.0,22.0,20.4,1759.0,0.4,2.0,2.4,6.4,0.0,0.5,3.14,"42,00 mill. €",1910
Luke Thomas,ENG,Defensa,Sheffield Utd,22,2001.0,13.2,11.2,1000.8,0.2,0.4,0.6,1.8,0.0,0.2,0.6799999999999999,"12,00 mill. €",1911
Lukáš Haraslín,SVK,Delantero,Sassuolo,24,1996.0,12.5,3.0,358.5,0.5,0.0,0.5,1.0,0.5,0.85,0.35,"3,00 mill. €",1912
Lukáš Vorlický,CZE,Centrocampista,Atalanta,20,2002.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 mil €,1913
