Unnamed: 0,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
1093,ESP,Delantero,Sevilla,27,1993,8,6,384,0,1,1,0,0,0.3,0.2,"6,00 mill. €"
1094,SEN,Delantero,Alavés,27,1994,13,4,394,0,0,0,1,0,0.4,0.1,"1,00 mill. €"
1095,SEN,Delantero,Rayo Vallecano,27,1994,12,1,253,0,0,0,2,0,1.1,0.3,"14,00 mill. €"
1096,NOR,Delantero,Real Sociedad,25,1995,33,20,1763,4,0,4,2,0,5.9,3.4,"1,00 mill. €"
1098,PER,Centrocampista,Celta Vigo,26,1995,29,13,1412,0,0,0,10,0,0.5,0.3,"5,00 mill. €"
1099,ESP,Delantero,Betis,29,1991,23,5,819,2,2,4,2,0,1.7,1.7,"2,70 mill. €"
1100,ARG,Defensa,Alavés,25,1996,14,12,1073,0,0,0,2,0,0.3,0.1,"2,00 mill. €"
1101,ESP,Delantero,Alavés,20,2001,3,0,54,0,0,0,2,0,0.0,0.2,300 mil €
1102,GER,PO,Barcelona,29,1992,35,35,3150,0,0,0,3,0,0.0,0.1,600 mil €
1103,ESP,Centrocampista,Getafe,31,1989,7,3,341,0,0,0,2,0,0.2,0.0,"35,00 mill. €"
1104,ROU,Defensa,Alavés,21,2000,1,0,15,0,0,0,0,0,0.0,0.0,100 mil €
1105,ESP,Delantero,Espanyol,26,1994,34,33,2914,17,3,20,7,2,15.1,1.6,"6,00 mill. €"
1106,ESP,Defensa,Granada,19,2001,18,15,1282,0,0,0,5,0,0.2,0.7,"1,50 mill. €"
1107,ESP,Delantero,Barcelona,21,2000,18,17,1412,4,4,8,1,0,7.0,3.1,"35,00 mill. €"
1108,ESP,Centrocampista,Sevilla,26,1994,26,11,1008,2,3,5,2,0,0.7,1.4,"6,00 mill. €"
1109,ESP,Defensa,Villarreal,24,1997,33,33,2855,5,1,6,5,0,3.0,1.5,"45,00 mill. €"
1110,ESP,Centrocampista,Osasuna,32,1989,28,6,809,2,2,4,3,0,2.1,2.3,"1,00 mill. €"
1111,ESP,Centrocampista,Osasuna,27,1994,33,32,2725,1,0,1,10,0,1.6,0.6,"8,00 mill. €"
1112,ESP,Delantero,Barcelona,25,1996,11,4,382,0,2,2,0,0,0.7,0.9,"10,00 mill. €"
1113,ARG,Centrocampista,Rayo Vallecano,33,1988,32,24,2007,3,9,12,13,0,3.3,5.0,"2,50 mill. €"
1114,ESP,Centrocampista,Villarreal,29,1991,35,27,2178,6,4,10,3,0,5.7,2.6,"11,00 mill. €"
1115,ENG,Defensa,Atlético Madrid,30,1990,15,12,976,0,0,0,1,0,0.1,0.3,"2,50 mill. €"
1116,ESP,Centrocampista,Real Sociedad,19,2002,8,1,207,0,0,0,1,0,0.4,0.2,"4,00 mill. €"
1117,FRA,Defensa,Barcelona,27,1993,1,1,90,0,0,0,1,0,0.0,0.0,"25,00 mill. €"
1118,TUR,Delantero,Getafe,24,1997,37,33,2798,16,1,17,8,0,10.4,1.5,"5,00 mill. €"
1119,ALB,Delantero,Granada,26,1995,15,9,856,1,1,2,4,0,1.1,0.9,"9,00 mill. €"
1120,ESP,Defensa,Espanyol,26,1994,3,0,7,0,0,0,1,0,0.0,0.0,400 mil €
1121,ESP,Centrocampista,Rayo Vallecano,26,1994,35,29,2569,0,0,0,8,0,1.2,1.0,"2,00 mill. €"
1122,ESP,Delantero,Real Sociedad,19,2002,3,0,51,0,0,0,0,0,0.0,0.0,"4,50 mill. €"
1123,SVK,Defensa,Mallorca,25,1995,36,36,3181,0,0,0,4,0,0.3,0.7,"5,00 mill. €"
1124,ESP,Defensa,Real Madrid,24,1997,5,4,341,0,0,0,1,0,0.0,0.0,"2,00 mill. €"
1125,ESP,Centrocampista,Alavés,24,1997,11,2,370,1,1,2,0,0,0.7,0.3,"2,40 mill. €"
1126,ESP,Delantero,Valencia,24,1997,9,0,98,0,0,0,3,0,0.2,0.1,"2,40 mill. €"
1127,URU,Centrocampista,Real Madrid,23,1998,31,19,1833,0,1,1,2,0,0.9,1.7,"100,00 mill. €"
1128,ESP,Centrocampista,Levante,22,1998,29,23,2012,0,0,0,9,0,0.6,2.2,"8,00 mill. €"
1129,ESP,Defensa,Valencia,18,2003,15,8,813,0,0,0,0,0,0.6,0.2,"1,00 mill. €"
1130,ESP,Defensa,Celta Vigo,28,1993,17,16,1334,0,1,1,3,0,0.4,1.2,"2,00 mill. €"
1131,ESP,Defensa,Real Madrid,30,1991,29,20,1833,3,0,3,3,0,2.2,2.5,"6,00 mill. €"
1132,ESP,Centrocampista,Celta Vigo,19,2002,7,0,108,0,0,0,0,0,0.0,0.0,"30,00 mill. €"
1133,ESP,Centrocampista,Athletic Club,20,2000,34,29,2383,0,0,0,4,0,0.9,0.7,"5,00 mill. €"
1134,ESP,Defensa,Elche,32,1988,19,16,1397,0,0,0,11,0,0.1,0.0,700 mil €
1135,ESP,Centrocampista,Athletic Club,28,1993,32,17,1358,2,0,2,7,2,1.0,0.9,"6,00 mill. €"
1136,POR,Defensa,Levante,27,1994,32,27,2420,0,0,0,4,0,0.6,0.5,"2,50 mill. €"
1137,ESP,Defensa,Espanyol,31,1989,31,21,1901,2,0,2,10,0,0.7,2.3,"1,00 mill. €"
1138,ESP,Defensa,Osasuna,26,1995,35,33,2902,0,1,1,9,0,1.2,2.2,"3,00 mill. €"
1140,NED,Centrocampista,Espanyol,26,1995,17,13,928,1,1,2,4,0,0.8,0.9,250 mil €
1141,ESP,Centrocampista,Espanyol,20,2001,1,0,23,0,0,0,0,0,0.0,0.0,"2,80 mill. €"
1142,ESP,Delantero,Athletic Club,23,1997,19,3,548,2,0,2,0,0,2.4,0.1,"2,50 mill. €"
1143,ESP,Centrocampista,Getafe,23,1998,10,2,298,0,1,1,0,0,0.4,0.3,500 mil €
1144,ESP,Centrocampista,Getafe,31,1989,7,1,221,0,0,0,0,0,0.0,0.1,"15,00 mill. €"
1145,ESP,Defensa,Athletic Club,22,1999,24,22,1986,2,1,3,2,0,1.3,0.5,"3,80 mill. €"
1147,MNE,Centrocampista,Levante,29,1991,6,0,118,0,0,0,1,0,0.0,0.0,600 mil €
1148,DEN,Defensa,Atlético Madrid,32,1989,1,0,45,0,0,0,1,0,0.0,0.0,"1,50 mill. €"
1149,DEN,Centrocampista,Valencia,32,1989,19,19,1582,1,1,2,6,0,1.8,0.6,"1,50 mill. €"
1150,GHA,Delantero,Athletic Club,27,1994,38,32,2777,8,5,13,4,0,14.1,5.7,"3,00 mill. €"
1151,ESP,Centrocampista,Athletic Club,19,2002,34,11,1337,0,0,0,4,0,2.6,1.5,"40,00 mill. €"
1152,TUR,Defensa,Getafe,27,1994,11,5,465,0,0,0,1,0,0.3,0.0,"3,00 mill. €"
1153,TUR,Defensa,Celta Vigo,27,1994,8,1,140,0,0,0,0,0,0.1,0.0,"1,50 mill. €"
1154,ESP,Defensa,Real Sociedad,29,1992,24,14,1172,0,0,0,6,0,0.1,0.2,"25,00 mill. €"
1155,ESP,Centrocampista,Athletic Club,22,1999,31,8,1166,1,0,1,5,0,1.3,0.2,"3,00 mill. €"
1156,FRA,PO,Rayo Vallecano,23,1998,8,8,645,0,0,0,0,1,0.0,0.0,"2,00 mill. €"
1157,ESP,Defensa,Real Sociedad,24,1997,26,19,1648,0,1,1,7,0,0.6,1.0,"18,00 mill. €"
1158,ESP,Centrocampista,Real Sociedad,22,1999,36,26,2591,2,1,3,4,0,2.2,0.6,"40,00 mill. €"
1159,GHA,Centrocampista,Getafe,21,1999,3,0,60,0,0,0,1,0,0.0,0.0,200 mil €
1160,ARG,Defensa,Sevilla,28,1991,30,26,2330,1,2,3,5,0,1.0,2.6,"8,00 mill. €"
1161,NED,Delantero,Cádiz,21,1999,3,0,36,0,0,0,0,0,0.3,0.0,800 mil €
1162,GHA,Defensa,Celta Vigo,24,1995,25,14,1289,0,0,0,3,0,0.8,0.3,"3,50 mill. €"
1163,EQG,Defensa,Cádiz,27,1993,13,10,865,1,0,1,3,1,0.3,0.2,"1,00 mill. €"
1164,CIV,Centrocampista,Betis,22,1997,10,4,378,0,0,0,5,1,0.0,0.6,"6,00 mill. €"
1165,ESP,Centrocampista,Elche,18,2001,1,1,73,0,0,0,0,0,0.0,0.0,"4,00 mill. €"
1166,ESP,Defensa,Barcelona,31,1989,35,34,3025,3,5,8,9,0,1.9,7.6,300 mil €
1167,ESP,Defensa,Villarreal,34,1985,35,35,3115,0,0,0,7,0,0.9,1.0,"2,50 mill. €"
1168,ESP,Delantero,Villarreal,26,1993,27,19,1544,6,4,10,0,0,9.0,2.8,"7,00 mill. €"
1169,ESP,Defensa,Cádiz,31,1989,13,8,909,0,0,0,2,0,0.1,0.0,400 mil €
1170,ESP,Centrocampista,Valladolid,29,1991,30,25,2165,1,0,1,10,0,1.8,0.5,"2,00 mill. €"
1171,ESP,Centrocampista,Cádiz,25,1995,22,6,827,1,1,2,5,0,1.1,0.8,"1,20 mill. €"
1172,ESP,Centrocampista,Barcelona,22,1998,2,0,48,0,0,0,1,0,0.1,0.0,"6,00 mill. €"
1173,ESP,Centrocampista,Getafe,22,1998,22,15,1366,2,2,4,1,0,1.7,2.7,"6,00 mill. €"
1174,ESP,Centrocampista,Celta Vigo,21,1999,2,0,34,0,0,0,0,0,0.1,0.1,"12,00 mill. €"
1175,ESP,Centrocampista,Eibar,28,1992,27,17,1568,0,0,0,3,0,0.4,0.3,"12,00 mill. €"
1176,ESP,Defensa,Athletic Club,25,1995,23,22,1948,1,0,1,6,0,0.6,0.5,200 mil €
1180,ESP,PO,Granada,18,2002,1,1,90,0,0,0,0,0,0.0,0.0,"8,00 mill. €"
1181,ESP,Defensa,Eibar,30,1989,14,11,901,0,0,0,3,0,0.0,1.0,"11,00 mill. €"
1182,ESP,Defensa,Valladolid,22,1998,2,1,135,0,0,0,0,0,0.1,0.0,"1,20 mill. €"
1183,EQG,Centrocampista,Getafe,22,1998,4,0,26,0,0,0,1,0,0.1,0.0,500 mil €
1184,ESP,Defensa,Real Sociedad,22,1998,1,0,26,0,0,0,0,0,0.0,0.0,300 mil €
1185,URU,Centrocampista,Getafe,24,1995,34,33,2983,3,0,3,11,0,2.1,2.0,"6,00 mill. €"
1186,MEX,Defensa,Celta Vigo,28,1991,33,26,2426,0,0,0,5,0,0.4,0.8,"2,00 mill. €"
1187,URU,Defensa,Barcelona,21,1999,24,16,1510,2,1,3,3,0,1.8,0.2,"70,00 mill. €"
1188,ESP,Defensa,Eibar,33,1987,34,30,2807,0,1,1,8,0,1.8,0.9,400 mil €
1190,ESP,Centrocampista,Real Madrid,18,2001,8,0,135,0,0,0,1,0,0.0,0.0,700 mil €
1191,ESP,PO,Villarreal,31,1989,36,36,3240,0,0,0,2,0,0.0,0.0,"25,00 mill. €"
1192,ESP,Delantero,Real Madrid,24,1996,35,21,1869,5,2,7,1,0,3.8,3.3,"5,00 mill. €"
1193,ESP,Delantero,Celta Vigo,32,1987,33,33,2864,14,13,27,9,0,12.4,9.0,800 mil €
1194,ESP,Centrocampista,Eibar,21,1999,12,9,838,0,0,0,1,0,0.3,0.1,"5,00 mill. €"
1195,ARG,Delantero,Osasuna,26,1994,8,2,202,0,0,0,0,0,0.4,0.0,"8,00 mill. €"
1197,COL,Delantero,Villarreal,33,1986,23,9,786,5,0,5,1,0,3.2,1.0,450 mil €
1198,ESP,PO,Elche,28,1992,30,30,2700,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
1199,ESP,Centrocampista,Villarreal,19,2001,6,2,137,0,0,0,0,0,0.1,0.1,"20,00 mill. €"
1200,ESP,Centrocampista,Celta Vigo,20,2000,22,4,543,1,0,1,0,0,1.6,0.7,700 mil €
1201,ESP,Defensa,Athletic Club,32,1988,23,17,1689,0,1,1,0,0,0.1,0.8,"1,00 mill. €"
1202,ESP,Defensa,Granada,19,2000,1,1,90,0,0,0,1,0,0.0,0.0,400 mil €
1203,MKD,Centrocampista,Levante,25,1995,26,19,1682,1,2,3,4,0,2.7,1.1,"6,00 mill. €"
1204,ESP,Centrocampista,Osasuna,23,1997,33,17,1433,2,3,5,2,0,2.6,2.0,"2,50 mill. €"
1206,ESP,Defensa,Elche,33,1987,27,26,2235,0,3,3,8,0,0.9,0.7,200 mil €
1207,ESP,Centrocampista,Real Sociedad,18,2001,31,13,1307,3,0,3,7,0,1.9,1.9,"15,00 mill. €"
1208,ESP,Defensa,Betis,29,1991,19,19,1694,0,1,1,3,0,0.6,1.0,"3,00 mill. €"
1209,ESP,Centrocampista,Cádiz,16,2004,1,0,35,0,0,0,0,0,0.0,0.0,400 mil €
1210,ARG,Centrocampista,Alavés,29,1991,32,29,2492,1,0,1,10,1,1.2,0.2,"1,50 mill. €"
1211,ESP,Delantero,Real Sociedad,25,1995,21,0,370,0,1,1,3,0,0.9,0.3,800 mil €
1212,ESP,Centrocampista,Celta Vigo,21,1999,32,13,1399,3,0,3,3,0,1.2,0.3,"10,00 mill. €"
1213,ESP,Delantero,Valladolid,21,1999,1,0,2,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
1214,FRA,Delantero,Real Madrid,32,1987,34,33,2894,23,9,32,2,0,18.5,6.4,"15,00 mill. €"
1215,ESP,Defensa,Athletic Club,30,1990,23,21,1682,1,3,4,3,0,0.9,2.0,150 mil €
1216,ESP,Centrocampista,Athletic Club,25,1995,35,27,2278,8,4,12,4,0,6.2,3.4,"1,00 mill. €"
1217,ESP,Defensa,Eibar,29,1990,21,19,1529,0,0,0,1,0,0.9,0.0,"15,00 mill. €"
1218,ESP,Centrocampista,Valencia,21,1998,13,6,580,1,0,1,1,0,0.5,0.5,"3,00 mill. €"
1219,ESP,PO,Celta Vigo,25,1995,19,19,1637,0,0,0,0,1,0.0,0.0,600 mil €
1220,ESP,Centrocampista,Levante,18,2002,1,0,11,0,0,0,0,0,0.0,0.0,300 mil €
1221,FRA,Centrocampista,Cádiz,25,1995,9,2,251,0,0,0,0,0,0.0,0.1,"1,40 mill. €"
1222,MAR,PO,Sevilla,29,1991,33,33,2970,1,0,1,3,0,0.2,0.0,"10,00 mill. €"
1223,ARG,Delantero,Elche,24,1996,34,32,2694,7,2,9,9,1,5.2,1.1,"11,00 mill. €"
1224,DEN,Delantero,Barcelona,29,1991,29,11,1175,2,2,4,3,0,5.4,2.3,"5,00 mill. €"
1225,SRB,Centrocampista,Osasuna,28,1992,16,9,909,2,0,2,4,0,0.9,0.1,"2,00 mill. €"
1226,ESP,Centrocampista,Granada,22,1998,1,0,15,0,0,0,0,0,0.0,0.0,150 mil €
1227,CHI,PO,Betis,37,1983,20,20,1800,0,0,0,3,0,0.0,0.1,"1,00 mill. €"
1228,CMR,Centrocampista,Granada,22,1997,25,16,1321,0,0,0,4,1,0.3,0.1,800 mil €
1229,ARG,Centrocampista,Granada,22,1998,2,0,24,0,0,0,0,0,0.0,0.0,"7,00 mill. €"
1230,CRO,Delantero,Osasuna,29,1991,30,18,1625,11,0,11,3,0,9.2,0.8,"5,00 mill. €"
1231,ARG,Defensa,Eibar,28,1992,14,12,1111,3,1,4,5,0,3.3,0.8,700 mil €
1232,ESP,Centrocampista,Alavés,26,1993,1,0,21,0,0,0,0,0,0.0,0.0,50 mil €
1233,ESP,Centrocampista,Barcelona,32,1988,36,32,2517,0,5,5,9,0,0.3,3.2,"1,00 mill. €"
1234,URU,Defensa,Getafe,25,1995,20,15,1326,0,0,0,9,0,0.5,0.0,"3,50 mill. €"
1235,ESP,Defensa,Cádiz,30,1989,28,26,2272,3,0,3,8,0,1.9,0.2,"4,00 mill. €"
1237,ESP,Defensa,Elche,26,1994,23,19,1779,2,0,2,3,0,1.3,0.0,"1,50 mill. €"
1238,ESP,Centrocampista,Levante,27,1993,9,8,748,1,2,3,0,0,1.5,2.0,"13,00 mill. €"
1239,ESP,Centrocampista,Betis,29,1991,31,28,2498,8,6,14,4,0,5.3,6.7,"2,50 mill. €"
1240,ESP,Defensa,Athletic Club,28,1992,28,25,2131,2,1,3,5,0,1.1,1.1,"1,80 mill. €"
1241,FRA,Centrocampista,Villarreal,32,1988,16,15,1185,1,0,1,5,1,0.3,0.1,"2,00 mill. €"
1243,ESP,PO,Levante,23,1997,8,8,720,0,0,0,1,0,0.0,0.0,"1,50 mill. €"
1244,ESP,Delantero,Osasuna,25,1995,3,0,53,0,0,0,0,0,0.2,0.0,"1,40 mill. €"
1245,BRA,Defensa,Sevilla,27,1993,33,32,2788,1,0,1,11,1,1.3,0.6,"20,00 mill. €"
1246,ESP,Centrocampista,Huesca,29,1991,15,3,291,0,1,1,0,0,0.6,0.4,"18,00 mill. €"
1247,BEL,Defensa,Atlético Madrid,26,1993,30,25,2179,6,10,16,6,0,5.2,6.0,"1,50 mill. €"
1249,ARG,Delantero,Elche,29,1991,21,11,1002,3,2,5,3,0,2.5,1.1,500 mil €
1250,POR,Centrocampista,Betis,28,1992,27,12,1223,2,0,2,6,1,1.2,0.7,"9,00 mill. €"
1251,BRA,Centrocampista,Real Madrid,28,1992,34,32,2901,6,4,10,11,1,6.2,2.7,"40,00 mill. €"
1252,MAR,Defensa,Villarreal,26,1993,1,0,13,0,0,0,0,0,0.1,0.0,500 mil €
1253,MAR,Defensa,Getafe,26,1993,11,9,897,0,0,0,5,0,0.3,0.1,500 mil €
1254,ESP,Defensa,Getafe,28,1992,10,7,557,0,0,0,3,1,0.1,0.2,500 mil €
1255,RUS,Centrocampista,Valencia,29,1990,21,13,1101,0,3,3,3,0,1.0,2.4,"1,00 mill. €"
1256,NGA,Centrocampista,Villarreal,21,1999,28,13,1365,4,2,6,0,0,2.4,3.0,"2,00 mill. €"
1257,ESP,Defensa,Real Madrid,20,2000,2,1,95,0,0,0,0,0,0.0,0.0,"25,00 mill. €"
1258,ESP,Defensa,Elche,29,1990,11,4,451,0,0,0,1,0,0.1,0.0,"8,50 mill. €"
1259,ESP,PO,Cádiz,41,1979,2,2,180,0,0,0,0,0,0.0,0.0,"2,50 mill. €"
1261,ESP,Defensa,Levante,28,1992,35,30,2781,0,3,3,5,0,0.3,3.2,300 mil €
1262,ESP,Defensa,Levante,33,1987,17,11,835,0,0,0,1,0,0.4,0.6,"1,50 mill. €"
1263,FRA,Centrocampista,Villarreal,29,1991,22,7,736,0,0,0,4,0,0.2,0.6,"2,50 mill. €"
1264,ESP,Delantero,Athletic Club,23,1997,3,1,95,0,0,0,0,0,0.1,0.0,"1,80 mill. €"
1265,ESP,Centrocampista,Alavés,23,1997,7,3,216,0,0,0,0,0,0.0,0.1,"1,80 mill. €"
1266,ARG,Delantero,Atlético Madrid,25,1995,38,29,2393,9,8,17,3,0,7.8,5.7,"30,00 mill. €"
1267,ESP,Defensa,Eibar,27,1992,15,13,1136,0,2,2,3,0,0.3,1.9,500 mil €
1268,POR,Defensa,Valencia,21,1999,29,25,2137,1,1,2,6,1,0.5,1.2,"2,00 mill. €"
1269,ESP,Delantero,Atlético Madrid,31,1988,7,2,208,2,0,2,1,0,1.4,0.5,"1,20 mill. €"
1270,ESP,Defensa,Villarreal,32,1988,14,3,351,0,1,1,1,0,0.1,0.2,"45,00 mill. €"
1271,BEL,PO,Real Madrid,28,1992,38,38,3420,0,0,0,0,0,0.0,0.0,"9,00 mill. €"
1272,BRA,Centrocampista,Barcelona,28,1992,12,8,654,2,2,4,0,0,4.0,0.7,400 mil €
1273,ESP,Centrocampista,Eibar,20,1999,1,0,1,0,0,0,0,0,0.0,0.0,"8,00 mill. €"
1274,COL,Delantero,Getafe,21,1999,23,18,1466,2,3,5,5,0,2.7,1.3,"28,00 mill. €"
1275,ESP,Centrocampista,Getafe,22,1998,37,37,3244,3,2,5,8,0,1.9,3.6,"2,50 mill. €"
1276,ITA,Delantero,Valencia,22,1998,7,0,108,0,0,0,0,0,0.4,0.3,"60,00 mill. €"
1277,FRA,Delantero,Atlético Madrid,24,1996,5,0,100,0,0,0,0,0,1.0,0.0,"10,00 mill. €"
1278,FRA,Delantero,Barcelona,23,1997,30,19,1774,6,3,9,2,0,5.6,4.2,"13,00 mill. €"
1279,USA,Defensa,Barcelona,19,2000,30,23,1909,2,1,3,1,0,1.7,2.1,"1,00 mill. €"
1280,BRA,Delantero,Alavés,29,1991,27,11,874,1,3,4,4,0,1.5,2.4,"6,00 mill. €"
1281,MLI,Defensa,Getafe,29,1991,1,0,18,0,0,0,0,0,0.3,0.1,"1,20 mill. €"
1282,GUI,Defensa,Valencia,23,1996,26,24,2079,1,0,1,4,1,1.2,0.0,700 mil €
1283,ESP,Defensa,Granada,32,1988,17,7,828,0,2,2,3,0,0.4,0.5,"2,00 mill. €"
1284,SRB,PO,Eibar,28,1992,35,35,3120,1,0,1,0,0,1.6,0.7,"1,00 mill. €"
