,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
2573,Alex Telles,BRA,Defensa,Manchester Utd,28,1992,21,18,1660,0,4,4,1,0,0.4,1.9,2021-2022
2574,Luke Thomas,ENG,Defensa,Leicester City,20,2001,22,21,1912,0,1,1,2,0,0.1,1.3,2021-2022
2575,Dominic Thompson,ENG,Defensa,Brentford,21,2000,2,2,146,0,0,0,0,0,0.1,0.0,2021-2022
2576,Youri Tielemans,BEL,Centrocampista,Leicester City,24,1997,32,29,2631,6,4,10,3,0,4.4,4.2,2021-2022
2577,Kieran Tierney,SCO,Defensa,Arsenal,24,1997,22,22,1915,1,3,4,0,0,0.6,1.8,2021-2022
2578,Takehiro Tomiyasu,JPN,Defensa,Arsenal,22,1998,21,20,1679,0,1,1,2,0,0.6,1.0,2021-2022
2579,James Tomkins,ENG,Defensa,Crystal Palace,32,1989,8,6,547,1,0,1,2,0,0.5,0.2,2021-2022
2580,Ivan Toney,ENG,Delantero,Brentford,25,1996,33,32,2909,12,5,17,8,0,11.4,5.8,2021-2022
2581,Ferrán Torres,ESP,Delantero,Manchester City,21,2000,4,4,303,2,1,3,0,0,2.8,0.0,2021-2022
2582,Cenk Tosun,TUR,Centrocampista,Everton,30,1991,1,0,7,0,0,0,0,0,0.0,0.0,2021-2022
2583,Andros Townsend,ENG,Centrocampista,Everton,30,1991,21,17,1455,3,2,5,3,0,2.2,3.1,2021-2022
2584,Adama Traoré,ESP,Delantero,Wolves,25,1996,20,10,1067,1,0,1,0,0,3.0,1.4,2021-2022
2585,Bertrand Traoré,BFA,Centrocampista,Aston Villa,25,1995,9,1,220,0,0,0,0,0,0.3,0.0,2021-2022
2586,Trézéguet,EGY,Delantero,Aston Villa,26,1994,1,0,11,0,0,0,0,0,0.0,0.0,2021-2022
2587,Francisco Trincão,POR,Delantero,Wolves,21,1999,28,16,1336,2,1,3,0,0,3.7,1.6,2021-2022
2588,Kieran Trippier,ENG,Defensa,Newcastle Utd,30,1990,6,5,429,2,0,2,0,0,0.2,0.3,2021-2022
2589,William Troost-Ekong,NGA,Defensa,Watford,27,1993,17,15,1390,0,0,0,3,0,0.1,0.1,2021-2022
2590,Leandro Trossard,BEL,Delantero,Brighton,26,1994,34,32,2805,8,3,11,2,0,6.7,4.8,2021-2022
2591,Kostas Tsimikas,GRE,Defensa,Liverpool,25,1996,13,9,877,0,2,2,3,0,0.6,2.7,2021-2022
2592,Axel Tuanzebe,ENG,Defensa,Aston Villa,23,1997,9,6,508,0,0,0,1,0,0.1,0.0,2021-2022
2593,Ozan Tufan,TUR,Centrocampista,Watford,26,1995,7,4,334,0,0,0,0,0,0.6,0.3,2021-2022
2594,Christos Tzolis,GRE,Delantero,Norwich City,19,2002,14,3,336,0,0,0,0,0,0.4,0.7,2021-2022
2595,Yan Valery,TUN,Defensa,Southampton,22,1999,5,3,370,0,0,0,0,0,0.0,0.1,2021-2022
2596,Virgil van Dijk,NED,Defensa,Liverpool,30,1991,34,34,3060,3,1,4,3,0,2.0,1.5,2021-2022
2597,Raphaël Varane,FRA,Defensa,Manchester Utd,28,1993,22,20,1831,1,1,2,0,0,0.7,0.2,2021-2022
2598,Jamie Vardy,ENG,Delantero,Leicester City,34,1987,25,20,1806,15,2,17,2,0,10.8,1.4,2021-2022
2599,Joël Veltman,NED,Defensa,Brighton,29,1992,34,33,2874,1,1,2,6,0,0.7,1.6,2021-2022
2600,Jannik Vestergaard,DEN,Defensa,Leicester City,28,1992,10,6,567,0,0,0,2,0,0.1,0.0,2021-2022
2601,Nikola Vlašić,CRO,Delantero,West Ham,23,1997,19,6,560,1,0,1,0,0,1.3,0.6,2021-2022
2602,Matěj Vydra,CZE,Delantero,Burnley,29,1992,22,5,679,2,3,5,1,0,2.9,0.7,2021-2022
2603,Theo Walcott,ENG,Centrocampista,Southampton,32,1989,9,5,379,0,0,0,0,0,0.6,0.0,2021-2022
2604,Kyle Walker,ENG,Defensa,Manchester City,31,1990,20,20,1755,0,2,2,1,0,0.3,1.3,2021-2022
2605,Kyle Walker-Peters,ENG,Defensa,Southampton,24,1997,32,29,2633,1,2,3,5,0,1.1,2.7,2021-2022
2606,Aaron Wan-Bissaka,ENG,Defensa,Manchester Utd,23,1997,20,20,1793,0,0,0,2,0,0.3,0.9,2021-2022
2607,Danny Ward,WAL,PO,Leicester City,28,1993,1,1,90,0,0,0,0,0,0.0,0.0,2021-2022
2608,Joel Ward,ENG,Defensa,Crystal Palace,31,1989,28,27,2487,0,0,0,8,0,0.3,0.5,2021-2022
2609,James Ward-Prowse,ENG,Centrocampista,Southampton,26,1994,36,36,3215,10,5,15,3,1,5.4,6.5,2021-2022
2610,Ollie Watkins,ENG,Delantero,Aston Villa,25,1995,35,33,2952,11,2,13,7,0,11.6,3.4,2021-2022
2611,Adam Webster,ENG,Defensa,Brighton,26,1995,22,16,1434,2,0,2,5,0,0.9,0.0,2021-2022
2612,Wout Weghorst,NED,Delantero,Burnley,28,1992,20,17,1450,2,3,5,3,0,4.8,1.5,2021-2022
2613,Danny Welbeck,ENG,Delantero,Brighton,30,1990,25,15,1478,6,2,8,0,0,6.6,1.2,2021-2022
2614,Timo Werner,GER,Delantero,Chelsea,25,1996,21,15,1283,4,1,5,1,0,6.8,0.3,2021-2022
2615,Ashley Westwood,ENG,Centrocampista,Burnley,31,1990,27,26,2287,0,3,3,7,0,0.6,4.1,2021-2022
2616,Ben White,ENG,Defensa,Arsenal,23,1997,32,32,2880,0,0,0,3,0,1.0,1.3,2021-2022
2617,Brandon Williams,ENG,Defensa,Norwich City,20,2000,26,23,2120,0,1,1,8,0,0.2,1.9,2021-2022
2618,Neco Williams,WAL,Defensa,Liverpool,20,2001,1,0,8,0,1,1,0,0,0.0,0.7,2021-2022
2619,Joe Willock,ENG,Centrocampista,Newcastle Utd,21,1999,29,24,2038,2,0,2,0,0,3.2,1.2,2021-2022
2620,Callum Wilson,ENG,Delantero,Newcastle Utd,29,1992,18,16,1386,8,0,8,4,0,6.2,0.5,2021-2022
2621,Harry Winks,ENG,Centrocampista,Tottenham,25,1996,19,9,912,0,1,1,2,0,0.1,1.5,2021-2022
2622,Yoane Wissa,COD,Delantero,Brentford,24,1996,30,12,1284,7,1,8,0,0,3.1,0.9,2021-2022
2623,Chris Wood,NZL,Delantero,Burnley,29,1991,17,17,1367,3,0,3,1,0,4.2,0.5,2021-2022
2624,Chris Wood,NZL,Delantero,Newcastle Utd,29,1991,17,15,1327,2,0,2,0,0,3.1,1.1,2021-2022
2625,Freddie Woodman,ENG,PO,Newcastle Utd,24,1997,4,4,360,0,0,0,0,0,0.0,0.0,2021-2022
2626,Granit Xhaka,SUI,Centrocampista,Arsenal,28,1992,27,27,2327,1,2,3,10,1,1.4,2.3,2021-2022
2627,Andriy Yarmolenko,UKR,Delantero,West Ham,31,1989,19,1,316,1,0,1,1,0,0.8,0.3,2021-2022
2628,Ashley Young,ENG,Defensa,Aston Villa,36,1985,24,10,1250,0,2,2,2,0,0.4,1.0,2021-2022
2629,Nathan Young-Coombes,ENG,Centrocampista,Brentford,18,2003,1,0,4,0,0,0,0,0,0.0,0.0,2021-2022
2630,Wilfried Zaha,CIV,Delantero,Crystal Palace,28,1992,33,31,2760,14,1,15,6,1,9.5,5.1,2021-2022
2631,Christoph Zimmermann,GER,Defensa,Norwich City,28,1993,3,2,157,0,0,0,0,0,0.0,0.0,2021-2022
2632,Oleksandr Zinchenko,UKR,Defensa,Manchester City,24,1996,15,10,1047,0,4,4,0,0,0.5,2.7,2021-2022
2633,Hakim Ziyech,MAR,Centrocampista,Chelsea,28,1993,23,14,1319,4,3,7,3,0,3.4,2.9,2021-2022
2634,Kurt Zouma,FRA,Defensa,West Ham,26,1994,24,24,2078,1,0,1,1,0,1.1,0.1,2021-2022
2635,Martin Ødegaard,NOR,Centrocampista,Arsenal,22,1998,36,32,2785,7,4,11,4,0,4.8,6.3,2021-2022
2636,Brenden Aaronson,USA,Centrocampista,Leeds United,21,2000,36,28,2372,1,3,4,2,0,3.9,4.2,2022-2023
2637,George Abbott,ENG,Centrocampista,Tottenham,16,2005,1,0,1,0,0,0,0,0,0.0,0.0,2022-2023
2638,Che Adams,SCO,Delantero,Southampton,26,1996,28,23,1992,5,3,8,1,0,6.6,2.8,2022-2023
2639,Tyler Adams,USA,Centrocampista,Leeds United,23,1999,24,24,2156,0,0,0,6,1,0.1,1.4,2022-2023
2640,Tosin Adarabioyo,ENG,Defensa,Fulham,24,1997,25,23,2085,1,0,1,4,0,0.7,0.4,2022-2023
2641,Nayef Aguerd,MAR,Defensa,West Ham,26,1996,18,17,1595,2,0,2,4,0,2.2,0.5,2022-2023
2642,Naouirou Ahamada,FRA,Centrocampista,Crystal Palace,20,2002,8,0,94,0,0,0,1,0,0.2,0.1,2022-2023
2643,Rayan Aït Nouri,ALG,Defensa,Wolves,21,2001,21,9,1076,1,0,1,4,0,0.7,1.0,2022-2023
2644,Kristoffer Ajer,NOR,Defensa,Brentford,24,1998,9,9,763,0,0,0,0,0,0.0,0.0,2022-2023
2645,Manuel Akanji,SUI,Defensa,Manchester City,27,1995,29,24,2287,0,1,1,2,0,1.3,0.4,2022-2023
2646,Nathan Aké,NED,Defensa,Manchester City,27,1995,26,22,1873,1,0,1,2,0,1.6,0.7,2022-2023
2647,Marc Albrighton,ENG,Delantero,Leicester City,32,1989,6,1,237,1,0,1,0,0,0.3,0.9,2022-2023
2648,Thiago Alcántara,ESP,Centrocampista,Liverpool,31,1991,18,14,1254,0,0,0,2,0,0.4,1.1,2022-2023
2649,Carlos Alcaraz,ARG,Centrocampista,Southampton,19,2002,18,13,1029,4,2,6,3,0,1.9,0.7,2022-2023
2650,Trent Alexander-Arnold,ENG,Defensa,Liverpool,23,1998,37,34,2923,2,9,11,5,0,2.4,11.5,2022-2023
2651,Alisson,BRA,PO,Liverpool,29,1992,37,37,3330,0,1,1,1,0,0.0,0.3,2022-2023
2652,Dele Alli,ENG,Centrocampista,Everton,26,1996,2,0,40,0,0,0,0,0,0.0,0.0,2022-2023
2653,Miguel Almirón,PAR,Delantero,Newcastle Utd,28,1994,34,29,2491,11,2,13,2,0,8.0,3.2,2022-2023
2654,Julián Álvarez,ARG,Delantero,Manchester City,22,2000,31,13,1465,9,0,9,0,0,7.0,1.8,2022-2023
2655,Daniel Amartey,GHA,Defensa,Leicester City,27,1994,20,18,1610,0,0,0,1,0,1.1,0.5,2022-2023
2656,Samuel Amo-Ameyaw,ENG,Centrocampista,Southampton,16,2006,1,0,4,0,0,0,0,0,0.0,0.0,2022-2023
2657,Joachim Andersen,DEN,Defensa,Crystal Palace,26,1996,32,32,2782,1,0,1,8,0,1.8,1.3,2022-2023
2658,Elliot Anderson,SCO,Centrocampista,Newcastle Utd,19,2002,22,3,410,0,1,1,0,0,1.0,1.3,2022-2023
2659,Jaidon Anthony,ENG,Centrocampista,Bournemouth,22,1999,30,11,1257,3,1,4,2,0,2.2,1.0,2022-2023
2660,Michail Antonio,JAM,Delantero,West Ham,32,1990,33,21,1829,5,3,8,2,0,6.6,1.3,2022-2023
2661,Antony,BRA,Delantero,Manchester Utd,22,2000,25,23,1802,4,2,6,5,0,6.6,2.9,2022-2023
2662,Cameron Archer,ENG,Delantero,Aston Villa,21,2001,6,0,49,0,0,0,0,0,0.0,0.0,2022-2023
2663,Alphonse Areola,FRA,PO,West Ham,29,1993,5,2,309,0,0,0,0,0,0.0,0.0,2022-2023
2664,Joe Aribo,NGA,Centrocampista,Southampton,26,1996,21,13,1224,2,0,2,2,0,1.5,0.8,2022-2023
2665,Adam Armstrong,ENG,Delantero,Southampton,25,1997,30,14,1335,2,1,3,2,0,2.1,1.3,2022-2023
2666,Stuart Armstrong,SCO,Centrocampista,Southampton,30,1992,32,14,1408,2,1,3,6,0,2.4,2.2,2022-2023
2667,Kepa Arrizabalaga,ESP,PO,Chelsea,27,1994,29,29,2565,0,0,0,1,0,0.0,0.0,2022-2023
2668,Pierre-Emerick Aubameyang,GAB,Delantero,Chelsea,33,1989,15,5,554,1,0,1,1,0,1.5,0.4,2022-2023
2669,Ludwig Augustinsson,SWE,Defensa,Aston Villa,28,1994,3,1,77,0,0,0,1,0,0.1,0.0,2022-2023
2670,Serge Aurier,CIV,Defensa,Nott'ham Forest,29,1992,24,22,1943,1,0,1,2,0,0.8,1.0,2022-2023
2671,Taiwo Awoniyi,NGA,Delantero,Nott'ham Forest,24,1997,27,17,1404,10,1,11,2,0,6.6,1.1,2022-2023
2672,Yasin Ayari,SWE,Centrocampista,Brighton,18,2003,3,1,67,0,0,0,0,0,0.0,0.1,2022-2023
2673,André Ayew,GHA,Delantero,Nott'ham Forest,32,1989,13,1,316,0,0,0,1,0,1.0,0.0,2022-2023
2674,Jordan Ayew,GHA,Delantero,Crystal Palace,30,1991,38,31,2714,4,3,7,5,0,3.2,3.2,2022-2023
2675,Luke Ayling,ENG,Defensa,Leeds United,30,1991,29,22,2054,2,1,3,3,0,3.2,2.0,2022-2023
2676,César Azpilicueta,ESP,Defensa,Chelsea,32,1989,25,16,1527,0,0,0,3,0,0.4,1.1,2022-2023
2677,Benoît Badiashile,FRA,Defensa,Chelsea,21,2001,11,10,905,1,0,1,2,0,1.2,0.5,2022-2023
2678,Leon Bailey,JAM,Delantero,Aston Villa,24,1997,33,26,1967,4,4,8,4,0,5.3,4.8,2022-2023
2679,Stefan Bajcetic,ESP,Centrocampista,Liverpool,17,2004,11,6,526,1,0,1,2,0,0.8,0.4,2022-2023
2680,Dominic Ballard,ENG,Delantero,Southampton,17,2005,2,0,26,0,0,0,0,0,0.0,0.0,2022-2023
2681,Patrick Bamford,ENG,Delantero,Leeds United,28,1993,28,18,1515,4,2,6,3,0,8.6,1.0,2022-2023
2682,Shandon Baptiste,GRN,Centrocampista,Brentford,24,1998,23,4,618,0,1,1,3,1,0.4,1.1,2022-2023
2683,Harvey Barnes,ENG,Delantero,Leicester City,24,1997,34,32,2711,13,1,14,3,0,8.9,3.1,2022-2023
2684,Gavin Bazunu,IRL,PO,Southampton,20,2002,32,32,2880,0,0,0,0,0,0.0,0.1,2022-2023
2685,Mads Bech Sørensen,DEN,Defensa,Brentford,23,1999,4,0,21,0,0,0,0,0,0.0,0.0,2022-2023
2686,Jan Bednarek,POL,Defensa,Southampton,26,1996,20,20,1672,0,0,0,5,0,0.4,0.1,2022-2023
2687,Jan Bednarek,POL,Defensa,Aston Villa,26,1996,3,1,100,0,0,0,0,0,0.0,0.0,2022-2023
2688,Donny van de Beek,NED,Centrocampista,Manchester Utd,25,1997,7,2,167,0,0,0,0,0,0.1,0.1,2022-2023
2689,Asmir Begović,BIH,PO,Everton,35,1987,1,1,90,0,0,0,0,0,0.0,0.0,2022-2023
2690,Armel Bella Kotchap,GER,Defensa,Southampton,20,2001,24,24,1879,0,2,2,4,0,1.0,1.0,2022-2023
2691,Saïd Benrahma,ALG,Delantero,West Ham,26,1995,35,22,2069,6,3,9,0,0,7.0,4.5,2022-2023
2692,Rodrigo Bentancur,URU,Centrocampista,Tottenham,25,1997,18,17,1500,5,2,7,8,0,2.2,0.8,2022-2023
2693,Daniel Bentley,ENG,PO,Wolves,29,1993,2,2,180,0,0,0,0,0,0.0,0.0,2022-2023
2694,Victor Bernth Kristiansen,DEN,Defensa,Leicester City,19,2002,12,11,892,0,1,1,2,0,0.1,0.8,2022-2023
2695,Owen Bevan,WAL,Defensa,Bournemouth,18,2003,1,0,9,0,0,0,0,0,0.0,0.0,2022-2023
2696,Giulian Biancone,FRA,Defensa,Nott'ham Forest,22,2000,2,0,17,0,0,0,0,0,0.0,0.0,2022-2023
2697,Philip Billing,DEN,Centrocampista,Bournemouth,26,1996,36,34,2764,7,1,8,5,0,4.9,3.2,2022-2023
2698,Yves Bissouma,MLI,Centrocampista,Tottenham,25,1996,23,10,1010,0,0,0,6,0,0.2,0.5,2022-2023
2699,Willy Boly,CIV,Defensa,Nott'ham Forest,31,1991,11,9,685,0,1,1,2,0,0.0,0.2,2022-2023
2700,Sven Botman,NED,Defensa,Newcastle Utd,22,2000,36,35,3127,0,0,0,2,0,2.5,1.0,2022-2023
2701,Jarrod Bowen,ENG,Delantero,West Ham,25,1996,38,36,3233,6,5,11,2,0,8.9,7.4,2022-2023
2702,James Bree,ENG,Defensa,Southampton,24,1997,5,4,367,0,0,0,1,0,0.0,0.2,2022-2023
2703,Armando Broja,ALB,Delantero,Chelsea,20,2001,12,2,294,1,0,1,0,0,0.8,0.1,2022-2023
2704,David Brooks,WAL,Delantero,Bournemouth,25,1997,6,2,173,0,0,0,1,0,0.3,0.2,2022-2023
2705,Lewis Brunt,ENG,Defensa,Leicester City,21,2000,1,0,23,0,0,0,0,0,0.0,0.0,2022-2023
2706,Emi Buendía,ARG,Centrocampista,Aston Villa,25,1996,38,27,2412,5,2,7,0,0,6.3,5.7,2022-2023
2707,Hugo Bueno,ESP,Defensa,Wolves,19,2002,21,16,1310,0,1,1,1,0,0.2,1.3,2022-2023
2708,Facundo Buonanotte,ARG,Delantero,Brighton,17,2004,13,6,565,1,1,2,2,0,1.4,0.5,2022-2023
2709,Dan Burn,ENG,Defensa,Newcastle Utd,30,1992,38,35,3111,1,0,1,5,0,2.1,1.3,2022-2023
2710,Cafú,POR,Centrocampista,Nott'ham Forest,29,1993,1,0,7,0,0,0,0,0,0.0,0.0,2022-2023
2711,Moisés Caicedo,ECU,Centrocampista,Brighton,20,2001,37,34,3139,1,1,2,10,0,1.7,2.7,2022-2023
2712,Tom Cairney,SCO,Centrocampista,Fulham,31,1991,33,6,988,2,0,2,2,0,1.5,1.4,2022-2023
2713,Duje Ćaleta-Car,CRO,Defensa,Southampton,25,1996,13,9,946,1,0,1,2,0,0.8,0.0,2022-2023
2714,Dominic Calvert-Lewin,ENG,Delantero,Everton,25,1997,17,15,1165,2,1,3,3,0,5.8,0.8,2022-2023
2715,Chem Campbell,WAL,Delantero,Wolves,19,2002,5,0,74,0,0,0,0,0,0.1,0.0,2022-2023
2716,João Cancelo,POR,Defensa,Manchester City,28,1994,17,16,1274,2,1,3,3,1,0.8,0.9,2022-2023
2717,Thomas Cannon,IRL,Delantero,Everton,19,2002,2,0,25,0,0,0,0,0,0.1,0.5,2022-2023
2718,Sergi Canós,ESP,Delantero,Brentford,25,1997,5,0,77,0,0,0,0,0,0.1,0.0,2022-2023
2719,Diego Carlos,BRA,Defensa,Aston Villa,29,1993,3,2,205,0,0,0,0,0,0.4,0.0,2022-2023
2720,Fabio Carvalho,POR,Centrocampista,Liverpool,19,2002,13,4,347,2,0,2,0,0,1.1,0.1,2022-2023
2721,Casemiro,BRA,Centrocampista,Manchester Utd,30,1992,28,24,2124,4,3,7,7,2,3.4,3.1,2022-2023
2722,Matty Cash,POL,Defensa,Aston Villa,24,1997,26,20,1820,0,1,1,4,0,0.2,0.7,2022-2023
2723,Timothy Castagne,BEL,Defensa,Leicester City,26,1995,37,36,3254,2,3,5,3,0,2.2,2.6,2022-2023
2724,Jonny Castro,ESP,Defensa,Wolves,28,1994,18,14,1261,1,0,1,3,1,0.3,1.0,2022-2023
2725,Julio César Enciso,PAR,Delantero,Brighton,18,2004,20,7,806,4,2,6,1,0,4.0,1.7,2022-2023
2726,Nathaniel Chalobah,ENG,Centrocampista,Fulham,27,1994,4,1,12,0,0,0,0,1,0.1,0.0,2022-2023
2727,Trevoh Chalobah,ENG,Defensa,Chelsea,23,1999,25,18,1608,0,0,0,4,0,0.9,0.3,2022-2023
2728,Calum Chambers,ENG,Defensa,Aston Villa,27,1995,14,2,353,0,0,0,2,0,0.1,0.3,2022-2023
2729,Shea Charles,NIR,Defensa,Manchester City,18,2003,1,0,28,0,0,0,0,0,0.0,0.0,2022-2023
2730,Ben Chilwell,ENG,Defensa,Chelsea,25,1996,23,15,1408,2,2,4,3,0,1.4,2.2,2022-2023
2731,Ryan Christie,SCO,Centrocampista,Bournemouth,27,1995,32,22,1834,1,1,2,2,0,2.8,2.4,2022-2023
2732,Carney Chukwuemeka,ENG,Centrocampista,Chelsea,18,2003,14,2,354,0,0,0,0,0,0.4,0.6,2022-2023
2733,Bobby Clark,ENG,Centrocampista,Liverpool,17,2005,1,0,8,0,0,0,0,0,0.0,0.0,2022-2023
2734,Nathaniel Clyne,ENG,Defensa,Crystal Palace,31,1991,22,19,1640,0,0,0,3,0,0.0,0.7,2022-2023
