Unnamed: 0,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
1108,Óliver Torres,ESP,Centrocampista,Sevilla,26,1994,26,11,1008,2,3,5,2,0,0.7,1.4,"6,00 mill. €"
1109,Pau Torres,ESP,Defensa,Villarreal,24,1997,33,33,2855,5,1,6,5,0,3.0,1.5,"45,00 mill. €"
1110,Roberto Torres,ESP,Centrocampista,Osasuna,32,1989,28,6,809,2,2,4,3,0,2.1,2.3,"1,00 mill. €"
1111,Lucas Torró,ESP,Centrocampista,Osasuna,27,1994,33,32,2725,1,0,1,10,0,1.6,0.6,"8,00 mill. €"
1112,Adama Traoré,ESP,Delantero,Barcelona,25,1996,11,4,382,0,2,2,0,0,0.7,0.9,"10,00 mill. €"
1113,Óscar Trejo,ARG,Centrocampista,Rayo Vallecano,33,1988,32,24,2007,3,9,12,13,0,3.3,5.0,"2,50 mill. €"
1114,Manu Trigueros,ESP,Centrocampista,Villarreal,29,1991,35,27,2178,6,4,10,3,0,5.7,2.6,"11,00 mill. €"
1115,Kieran Trippier,ENG,Defensa,Atlético Madrid,30,1990,15,12,976,0,0,0,1,0,0.1,0.3,"2,50 mill. €"
1116,Beñat Turrientes,ESP,Centrocampista,Real Sociedad,19,2002,8,1,207,0,0,0,1,0,0.4,0.2,"4,00 mill. €"
1117,Samuel Umtiti,FRA,Defensa,Barcelona,27,1993,1,1,90,0,0,0,1,0,0.0,0.0,"25,00 mill. €"
1118,Enes Ünal,TUR,Delantero,Getafe,24,1997,37,33,2798,16,1,17,8,0,10.4,1.5,"5,00 mill. €"
1119,Myrto Uzuni,ALB,Delantero,Granada,26,1995,15,9,856,1,1,2,4,0,1.1,0.9,"9,00 mill. €"
1120,Álvaro Vadillo,ESP,Defensa,Espanyol,26,1994,3,0,7,0,0,0,1,0,0.0,0.0,400 mil €
1121,Óscar Valentín,ESP,Centrocampista,Rayo Vallecano,26,1994,35,29,2569,0,0,0,8,0,1.2,1.0,"2,00 mill. €"
1122,Germán Valera,ESP,Delantero,Real Sociedad,19,2002,3,0,51,0,0,0,0,0,0.0,0.0,"4,50 mill. €"
1123,Martin Valjent,SVK,Defensa,Mallorca,25,1995,36,36,3181,0,0,0,4,0,0.3,0.7,"5,00 mill. €"
1124,Jesús Vallejo,ESP,Defensa,Real Madrid,24,1997,5,4,341,0,0,0,1,0,0.0,0.0,"2,00 mill. €"
1125,Manu Vallejo,ESP,Centrocampista,Alavés,24,1997,11,2,370,1,1,2,0,0,0.7,0.3,"2,40 mill. €"
1126,Manu Vallejo,ESP,Delantero,Valencia,24,1997,9,0,98,0,0,0,3,0,0.2,0.1,"2,40 mill. €"
1127,Federico Valverde,URU,Centrocampista,Real Madrid,23,1998,31,19,1833,0,1,1,2,0,0.9,1.7,"100,00 mill. €"
1128,José Luis García Vayá,ESP,Centrocampista,Levante,22,1998,29,23,2012,0,0,0,9,0,0.6,2.2,"8,00 mill. €"
1129,Jesus Vazquez,ESP,Defensa,Valencia,18,2003,15,8,813,0,0,0,0,0,0.6,0.2,"1,00 mill. €"
1130,Kevin Vázquez,ESP,Defensa,Celta Vigo,28,1993,17,16,1334,0,1,1,3,0,0.4,1.2,"2,00 mill. €"
1131,Lucas Vázquez,ESP,Defensa,Real Madrid,30,1991,29,20,1833,3,0,3,3,0,2.2,2.5,"6,00 mill. €"
1132,Gabriel Veiga,ESP,Centrocampista,Celta Vigo,19,2002,7,0,108,0,0,0,0,0,0.0,0.0,"30,00 mill. €"
1133,Unai Vencedor Paris,ESP,Centrocampista,Athletic Club,20,2000,34,29,2383,0,0,0,4,0,0.9,0.7,"5,00 mill. €"
1134,Gonzalo Verdú,ESP,Defensa,Elche,32,1988,19,16,1397,0,0,0,11,0,0.1,0.0,700 mil €
1135,Mikel Vesga,ESP,Centrocampista,Athletic Club,28,1993,32,17,1358,2,0,2,7,2,1.0,0.9,"6,00 mill. €"
1136,Rúben Vezo,POR,Defensa,Levante,27,1994,32,27,2420,0,0,0,4,0,0.6,0.5,"2,50 mill. €"
1137,Aleix Vidal,ESP,Defensa,Espanyol,31,1989,31,21,1901,2,0,2,10,0,0.7,2.3,"1,00 mill. €"
1138,Nacho Vidal,ESP,Defensa,Osasuna,26,1995,35,33,2902,0,1,1,9,0,1.2,2.2,"3,00 mill. €"
1139,Dídac Vilà,ESP,Defensa,Espanyol,32,1989,9,1,203,0,0,0,3,0,0.0,0.1,-
1140,Tonny Vilhena,NED,Centrocampista,Espanyol,26,1995,17,13,928,1,1,2,4,0,0.8,0.9,250 mil €
1141,Daniel Villahermosa,ESP,Centrocampista,Espanyol,20,2001,1,0,23,0,0,0,0,0,0.0,0.0,"2,80 mill. €"
1142,Asier Villalibre,ESP,Delantero,Athletic Club,23,1997,19,3,548,2,0,2,0,0,2.4,0.1,"2,50 mill. €"
1143,Gonzalo Villar,ESP,Centrocampista,Getafe,23,1998,10,2,298,0,1,1,0,0,0.4,0.3,500 mil €
1144,Vitolo,ESP,Centrocampista,Getafe,31,1989,7,1,221,0,0,0,0,0,0.0,0.1,"15,00 mill. €"
1145,Daniel Vivian,ESP,Defensa,Athletic Club,22,1999,24,22,1986,2,1,3,2,0,1.3,0.5,"3,80 mill. €"
1146,Šime Vrsaljko,CRO,Defensa,Atlético Madrid,29,1992,21,10,914,1,2,3,4,0,1.3,0.5,-
1147,Nikola Vukčević,MNE,Centrocampista,Levante,29,1991,6,0,118,0,0,0,1,0,0.0,0.0,600 mil €
1148,Daniel Wass,DEN,Defensa,Atlético Madrid,32,1989,1,0,45,0,0,0,1,0,0.0,0.0,"1,50 mill. €"
1149,Daniel Wass,DEN,Centrocampista,Valencia,32,1989,19,19,1582,1,1,2,6,0,1.8,0.6,"1,50 mill. €"
1150,Iñaki Williams,GHA,Delantero,Athletic Club,27,1994,38,32,2777,8,5,13,4,0,14.1,5.7,"3,00 mill. €"
1151,Nico Williams,ESP,Centrocampista,Athletic Club,19,2002,34,11,1337,0,0,0,4,0,2.6,1.5,"40,00 mill. €"
1152,Okay Yokuşlu,TUR,Defensa,Getafe,27,1994,11,5,465,0,0,0,1,0,0.3,0.0,"3,00 mill. €"
1153,Okay Yokuşlu,TUR,Defensa,Celta Vigo,27,1994,8,1,140,0,0,0,0,0,0.1,0.0,"1,50 mill. €"
1154,Joseba Zaldúa,ESP,Defensa,Real Sociedad,29,1992,24,14,1172,0,0,0,6,0,0.1,0.2,"25,00 mill. €"
1155,Oier Zarraga,ESP,Centrocampista,Athletic Club,22,1999,31,8,1166,1,0,1,5,0,1.3,0.2,"3,00 mill. €"
1156,Luca Zidane,FRA,PO,Rayo Vallecano,23,1998,8,8,645,0,0,0,0,1,0.0,0.0,"2,00 mill. €"
1157,Igor Zubeldia,ESP,Defensa,Real Sociedad,24,1997,26,19,1648,0,1,1,7,0,0.6,1.0,"18,00 mill. €"
1158,Martín Zubimendi,ESP,Centrocampista,Real Sociedad,22,1999,36,26,2591,2,1,3,4,0,2.2,0.6,"40,00 mill. €"
1159,Sabit Abdulai,GHA,Centrocampista,Getafe,21,1999,3,0,60,0,0,0,1,0,0.0,0.0,200 mil €
1160,Marcos Acuña,ARG,Defensa,Sevilla,28,1991,30,26,2330,1,2,3,5,0,1.0,2.6,"8,00 mill. €"
1161,Bobby Adekanye,NED,Delantero,Cádiz,21,1999,3,0,36,0,0,0,0,0,0.3,0.0,800 mil €
1162,Joseph Aidoo,GHA,Defensa,Celta Vigo,24,1995,25,14,1289,0,0,0,3,0,0.8,0.3,"3,50 mill. €"
1163,Carlos Akapo,EQG,Defensa,Cádiz,27,1993,13,10,865,1,0,1,3,1,0.3,0.2,"1,00 mill. €"
1164,Paul Akouokou,CIV,Centrocampista,Betis,22,1997,10,4,378,0,0,0,5,1,0.0,0.6,"6,00 mill. €"
1165,Jony Álamo,ESP,Centrocampista,Elche,18,2001,1,1,73,0,0,0,0,0,0.0,0.0,"4,00 mill. €"
1166,Jordi Alba,ESP,Defensa,Barcelona,31,1989,35,34,3025,3,5,8,9,0,1.9,7.6,300 mil €
1167,Raúl Albiol,ESP,Defensa,Villarreal,34,1985,35,35,3115,0,0,0,7,0,0.9,1.0,"2,50 mill. €"
1168,Paco Alcácer,ESP,Delantero,Villarreal,26,1993,27,19,1544,6,4,10,0,0,9.0,2.8,"7,00 mill. €"
1169,Pedro Alcalá,ESP,Defensa,Cádiz,31,1989,13,8,909,0,0,0,2,0,0.1,0.0,400 mil €
1170,Rubén Alcaraz,ESP,Centrocampista,Valladolid,29,1991,30,25,2165,1,0,1,10,0,1.8,0.5,"2,00 mill. €"
1171,Iván Alejo,ESP,Centrocampista,Cádiz,25,1995,22,6,827,1,1,2,5,0,1.1,0.8,"1,20 mill. €"
1172,Carles Aleñá,ESP,Centrocampista,Barcelona,22,1998,2,0,48,0,0,0,1,0,0.1,0.0,"6,00 mill. €"
1173,Carles Aleñá,ESP,Centrocampista,Getafe,22,1998,22,15,1366,2,2,4,1,0,1.7,2.7,"6,00 mill. €"
1174,Alfon,ESP,Centrocampista,Celta Vigo,21,1999,2,0,34,0,0,0,0,0,0.1,0.1,"12,00 mill. €"
1175,Sergio Álvarez,ESP,Centrocampista,Eibar,28,1992,27,17,1568,0,0,0,3,0,0.4,0.3,"12,00 mill. €"
1176,Yeray Álvarez,ESP,Defensa,Athletic Club,25,1995,23,22,1948,1,0,1,6,0,0.6,0.5,200 mil €
1177,Emmanuel Amankwaa Akurugu,GHA,Defensa,Getafe,18,2001,1,0,45,0,0,0,0,0,0.0,0.0,-
1178,Jon Ander Garrido,ESP,Centrocampista,Cádiz,30,1989,23,7,800,0,0,0,1,0,0.3,0.1,-
1179,Marcos André,BRA,Delantero,Valladolid,23,1996,23,11,1177,4,1,5,3,0,4.9,0.7,-
1180,Ángel,ESP,PO,Granada,18,2002,1,1,90,0,0,0,0,0,0.0,0.0,"8,00 mill. €"
1181,José Ángel,ESP,Defensa,Eibar,30,1989,14,11,901,0,0,0,3,0,0.0,1.0,"11,00 mill. €"
1182,Miguel Ángel Rubio,ESP,Defensa,Valladolid,22,1998,2,1,135,0,0,0,0,0,0.1,0.0,"1,20 mill. €"
1183,José Antonio Miranda,EQG,Centrocampista,Getafe,22,1998,4,0,26,0,0,0,1,0,0.1,0.0,500 mil €
1184,Aritz Arambarri,ESP,Defensa,Real Sociedad,22,1998,1,0,26,0,0,0,0,0,0.0,0.0,300 mil €
1185,Mauro Arambarri,URU,Centrocampista,Getafe,24,1995,34,33,2983,3,0,3,11,0,2.1,2.0,"6,00 mill. €"
1186,Néstor Araujo,MEX,Defensa,Celta Vigo,28,1991,33,26,2426,0,0,0,5,0,0.4,0.8,"2,00 mill. €"
1187,Ronald Araújo,URU,Defensa,Barcelona,21,1999,24,16,1510,2,1,3,3,0,1.8,0.2,"70,00 mill. €"
1188,Anaitz Arbilla,ESP,Defensa,Eibar,33,1987,34,30,2807,0,1,1,8,0,1.8,0.9,400 mil €
1189,Unai Arietaleanizbeaskoa,ESP,Delantero,Eibar,21,1999,4,0,47,0,0,0,1,0,0.0,0.0,-
1190,Sergio Arribas,ESP,Centrocampista,Real Madrid,18,2001,8,0,135,0,0,0,1,0,0.0,0.0,700 mil €
1191,Sergio Asenjo,ESP,PO,Villarreal,31,1989,36,36,3240,0,0,0,2,0,0.0,0.0,"25,00 mill. €"
1192,Marco Asensio,ESP,Delantero,Real Madrid,24,1996,35,21,1869,5,2,7,1,0,3.8,3.3,"5,00 mill. €"
1193,Iago Aspas,ESP,Delantero,Celta Vigo,32,1987,33,33,2864,14,13,27,9,0,12.4,9.0,800 mil €
1194,Miguel Atienza,ESP,Centrocampista,Eibar,21,1999,12,9,838,0,0,0,1,0,0.3,0.1,"5,00 mill. €"
1195,Ezequiel Ávila,ARG,Delantero,Osasuna,26,1994,8,2,202,0,0,0,0,0,0.4,0.0,"8,00 mill. €"
1196,Ramon Azeez,NGA,Centrocampista,Granada,27,1992,2,1,101,0,0,0,0,0,0.1,0.0,-
1197,Carlos Bacca,COL,Delantero,Villarreal,33,1986,23,9,786,5,0,5,1,0,3.2,1.0,450 mil €
1198,Édgar Badía,ESP,PO,Elche,28,1992,30,30,2700,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
1199,Alex Baena,ESP,Centrocampista,Villarreal,19,2001,6,2,137,0,0,0,0,0,0.1,0.1,"20,00 mill. €"
1200,Miguel Baeza,ESP,Centrocampista,Celta Vigo,20,2000,22,4,543,1,0,1,0,0,1.6,0.7,700 mil €
1201,Mikel Balenziaga,ESP,Defensa,Athletic Club,32,1988,23,17,1689,0,1,1,0,0,0.1,0.8,"1,00 mill. €"
1202,Barcia,ESP,Defensa,Granada,19,2000,1,1,90,0,0,0,1,0,0.0,0.0,400 mil €
1203,Enis Bardhi,MKD,Centrocampista,Levante,25,1995,26,19,1682,1,2,3,4,0,2.7,1.1,"6,00 mill. €"
1204,Kike Barja,ESP,Centrocampista,Osasuna,23,1997,33,17,1433,2,3,5,2,0,2.6,2.0,"2,50 mill. €"
1205,Marc Baró,ESP,Defensa,Cádiz,20,1999,1,1,90,0,0,0,0,0,0.0,0.1,-
1206,Antonio Barragán,ESP,Defensa,Elche,33,1987,27,26,2235,0,3,3,8,0,0.9,0.7,200 mil €
1207,Ander Barrenetxea,ESP,Centrocampista,Real Sociedad,18,2001,31,13,1307,3,0,3,7,0,1.9,1.9,"15,00 mill. €"
1208,Marc Bartra,ESP,Defensa,Betis,29,1991,19,19,1694,0,1,1,3,0,0.6,1.0,"3,00 mill. €"
1209,Álvaro Bastida,ESP,Centrocampista,Cádiz,16,2004,1,0,35,0,0,0,0,0,0.0,0.0,400 mil €
1210,Rodrigo Battaglia,ARG,Centrocampista,Alavés,29,1991,32,29,2492,1,0,1,10,1,1.2,0.2,"1,50 mill. €"
1211,Jon Bautista,ESP,Delantero,Real Sociedad,25,1995,21,0,370,0,1,1,3,0,0.9,0.3,800 mil €
1212,Fran Beltrán,ESP,Centrocampista,Celta Vigo,21,1999,32,13,1399,3,0,3,3,0,1.2,0.3,"10,00 mill. €"
1213,Sergio Benito,ESP,Delantero,Valladolid,21,1999,1,0,2,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
1214,Karim Benzema,FRA,Delantero,Real Madrid,32,1987,34,33,2894,23,9,32,2,0,18.5,6.4,"15,00 mill. €"
1215,Yuri Berchiche,ESP,Defensa,Athletic Club,30,1990,23,21,1682,1,3,4,3,0,0.9,2.0,150 mil €
1216,Álex Berenguer,ESP,Centrocampista,Athletic Club,25,1995,35,27,2278,8,4,12,4,0,6.2,3.4,"1,00 mill. €"
1217,Pedro Bigas,ESP,Defensa,Eibar,29,1990,21,19,1529,0,0,0,1,0,0.9,0.0,"15,00 mill. €"
1218,Alejandro Blanco,ESP,Centrocampista,Valencia,21,1998,13,6,580,1,0,1,1,0,0.5,0.5,"3,00 mill. €"
1219,Rubén Blanco,ESP,PO,Celta Vigo,25,1995,19,19,1637,0,0,0,0,1,0.0,0.0,600 mil €
1220,Alejandro Blesa,ESP,Centrocampista,Levante,18,2002,1,0,11,0,0,0,0,0,0.0,0.0,300 mil €
1221,Yann Bodiger,FRA,Centrocampista,Cádiz,25,1995,9,2,251,0,0,0,0,0,0.0,0.1,"1,40 mill. €"
1222,Yassine Bounou,MAR,PO,Sevilla,29,1991,33,33,2970,1,0,1,3,0,0.2,0.0,"10,00 mill. €"
1223,Lucas Boyé,ARG,Delantero,Elche,24,1996,34,32,2694,7,2,9,9,1,5.2,1.1,"11,00 mill. €"
1224,Martin Braithwaite,DEN,Delantero,Barcelona,29,1991,29,11,1175,2,2,4,3,0,5.4,2.3,"5,00 mill. €"
1225,Darko Brašanac,SRB,Centrocampista,Osasuna,28,1992,16,9,909,2,0,2,4,0,0.9,0.1,"2,00 mill. €"
1226,Álvaro Bravo,ESP,Centrocampista,Granada,22,1998,1,0,15,0,0,0,0,0,0.0,0.0,150 mil €
1227,Claudio Bravo,CHI,PO,Betis,37,1983,20,20,1800,0,0,0,3,0,0.0,0.1,"1,00 mill. €"
1228,Yan Brice Eteki,CMR,Centrocampista,Granada,22,1997,25,16,1321,0,0,0,4,1,0.3,0.1,800 mil €
1229,Juan Brunet,ARG,Centrocampista,Granada,22,1998,2,0,24,0,0,0,0,0,0.0,0.0,"7,00 mill. €"
1230,Ante Budimir,CRO,Delantero,Osasuna,29,1991,30,18,1625,11,0,11,3,0,9.2,0.8,"5,00 mill. €"
1231,Esteban Burgos,ARG,Defensa,Eibar,28,1992,14,12,1111,3,1,4,5,0,3.3,0.8,700 mil €
1232,Burgui,ESP,Centrocampista,Alavés,26,1993,1,0,21,0,0,0,0,0,0.0,0.0,50 mil €
1233,Sergio Busquets,ESP,Centrocampista,Barcelona,32,1988,36,32,2517,0,5,5,9,0,0.3,3.2,"1,00 mill. €"
1234,Erick Cabaco,URU,Defensa,Getafe,25,1995,20,15,1326,0,0,0,9,0,0.5,0.0,"3,50 mill. €"
1235,Cala,ESP,Defensa,Cádiz,30,1989,28,26,2272,3,0,3,8,0,1.9,0.2,"4,00 mill. €"
1236,Jonathan Calleri,ARG,Delantero,Osasuna,26,1993,25,20,1544,5,2,7,4,0,5.7,0.7,-
1237,Dani Calvo,ESP,Defensa,Elche,26,1994,23,19,1779,2,0,2,3,0,1.3,0.0,"1,50 mill. €"
1238,José Campaña,ESP,Centrocampista,Levante,27,1993,9,8,748,1,2,3,0,0,1.5,2.0,"13,00 mill. €"
1239,Sergio Canales,ESP,Centrocampista,Betis,29,1991,31,28,2498,8,6,14,4,0,5.3,6.7,"2,50 mill. €"
1240,Ander Capa,ESP,Defensa,Athletic Club,28,1992,28,25,2131,2,1,3,5,0,1.1,1.1,"1,80 mill. €"
1241,Étienne Capoue,FRA,Centrocampista,Villarreal,32,1988,16,15,1185,1,0,1,5,1,0.3,0.1,"2,00 mill. €"
1242,Isaac Carcelen,ESP,Defensa,Cádiz,27,1993,32,31,2581,0,1,1,3,0,0.5,1.1,-
1243,Cárdenas,ESP,PO,Levante,23,1997,8,8,720,0,0,0,1,0,0.0,0.0,"1,50 mill. €"
1244,Marc Cardona,ESP,Delantero,Osasuna,25,1995,3,0,53,0,0,0,0,0,0.2,0.0,"1,40 mill. €"
1245,Diego Carlos,BRA,Defensa,Sevilla,27,1993,33,32,2788,1,0,1,11,1,1.3,0.6,"20,00 mill. €"
1246,Juan Carlos,ESP,Centrocampista,Huesca,29,1991,15,3,291,0,1,1,0,0,0.6,0.4,"18,00 mill. €"
1247,Yannick Carrasco,BEL,Defensa,Atlético Madrid,26,1993,30,25,2179,6,10,16,6,0,5.2,6.0,"1,50 mill. €"
1248,Sergio Carreira,ESP,Defensa,Celta Vigo,19,2000,3,3,259,1,0,1,0,0,0.8,0.1,-
1249,Guido Carrillo,ARG,Delantero,Elche,29,1991,21,11,1002,3,2,5,3,0,2.5,1.1,500 mil €
1250,William Carvalho,POR,Centrocampista,Betis,28,1992,27,12,1223,2,0,2,6,1,1.2,0.7,"9,00 mill. €"
1251,Casemiro,BRA,Centrocampista,Real Madrid,28,1992,34,32,2901,6,4,10,11,1,6.2,2.7,"40,00 mill. €"
1252,Sofian Chakla,MAR,Defensa,Villarreal,26,1993,1,0,13,0,0,0,0,0,0.1,0.0,500 mil €
1253,Sofian Chakla,MAR,Defensa,Getafe,26,1993,11,9,897,0,0,0,5,0,0.3,0.1,500 mil €
1254,Chema,ESP,Defensa,Getafe,28,1992,10,7,557,0,0,0,3,1,0.1,0.2,500 mil €
1255,Denis Cheryshev,RUS,Centrocampista,Valencia,29,1990,21,13,1101,0,3,3,3,0,1.0,2.4,"1,00 mill. €"
1256,Samuel Chukwueze,NGA,Centrocampista,Villarreal,21,1999,28,13,1365,4,2,6,0,0,2.4,3.0,"2,00 mill. €"
1257,Víctor Chust,ESP,Defensa,Real Madrid,20,2000,2,1,95,0,0,0,0,0,0.0,0.0,"25,00 mill. €"
1258,Cifu,ESP,Defensa,Elche,29,1990,11,4,451,0,0,0,1,0,0.1,0.0,"8,50 mill. €"
1259,Alberto Cifuentes,ESP,PO,Cádiz,41,1979,2,2,180,0,0,0,0,0,0.0,0.0,"2,50 mill. €"
1260,Jasper Cillessen,NED,PO,Valencia,31,1989,10,10,900,0,0,0,0,0,0.0,0.0,-
1261,Carlos Clerc,ESP,Defensa,Levante,28,1992,35,30,2781,0,3,3,5,0,0.3,3.2,300 mil €
1262,Coke,ESP,Defensa,Levante,33,1987,17,11,835,0,0,0,1,0,0.4,0.6,"1,50 mill. €"
1263,Francis Coquelin,FRA,Centrocampista,Villarreal,29,1991,22,7,736,0,0,0,4,0,0.2,0.6,"2,50 mill. €"
1264,Iñigo Córdoba,ESP,Delantero,Athletic Club,23,1997,3,1,95,0,0,0,0,0,0.1,0.0,"1,80 mill. €"
1265,Iñigo Córdoba,ESP,Centrocampista,Alavés,23,1997,7,3,216,0,0,0,0,0,0.0,0.1,"1,80 mill. €"
1266,Ángel Correa,ARG,Delantero,Atlético Madrid,25,1995,38,29,2393,9,8,17,3,0,7.8,5.7,"30,00 mill. €"
1267,Rober Correa,ESP,Defensa,Eibar,27,1992,15,13,1136,0,2,2,3,0,0.3,1.9,500 mil €
1268,Thierry Correia,POR,Defensa,Valencia,21,1999,29,25,2137,1,1,2,6,1,0.5,1.2,"2,00 mill. €"
1269,Diego Costa,ESP,Delantero,Atlético Madrid,31,1988,7,2,208,2,0,2,1,0,1.4,0.5,"1,20 mill. €"
1270,Jaume Costa,ESP,Defensa,Villarreal,32,1988,14,3,351,0,1,1,1,0,0.1,0.2,"45,00 mill. €"
1271,Thibaut Courtois,BEL,PO,Real Madrid,28,1992,38,38,3420,0,0,0,0,0,0.0,0.0,"9,00 mill. €"
1272,Philippe Coutinho,BRA,Centrocampista,Barcelona,28,1992,12,8,654,2,2,4,0,0,4.0,0.7,400 mil €
1273,Sergio Cubero Ezcurra,ESP,Centrocampista,Eibar,20,1999,1,0,1,0,0,0,0,0,0.0,0.0,"8,00 mill. €"
1274,Cucho,COL,Delantero,Getafe,21,1999,23,18,1466,2,3,5,5,0,2.7,1.3,"28,00 mill. €"
1275,Marc Cucurella,ESP,Centrocampista,Getafe,22,1998,37,37,3244,3,2,5,8,0,1.9,3.6,"2,50 mill. €"
1276,Patrick Cutrone,ITA,Delantero,Valencia,22,1998,7,0,108,0,0,0,0,0,0.4,0.3,"60,00 mill. €"
1277,Moussa Dembélé,FRA,Delantero,Atlético Madrid,24,1996,5,0,100,0,0,0,0,0,1.0,0.0,"10,00 mill. €"
1278,Ousmane Dembélé,FRA,Delantero,Barcelona,23,1997,30,19,1774,6,3,9,2,0,5.6,4.2,"13,00 mill. €"
1279,Sergiño Dest,USA,Defensa,Barcelona,19,2000,30,23,1909,2,1,3,1,0,1.7,2.1,"1,00 mill. €"
1280,Deyverson,BRA,Delantero,Alavés,29,1991,27,11,874,1,3,4,4,0,1.5,2.4,"6,00 mill. €"
1281,Abdoulay Diaby,MLI,Defensa,Getafe,29,1991,1,0,18,0,0,0,0,0,0.3,0.1,"1,20 mill. €"
1282,Mouctar Diakhaby,GUI,Defensa,Valencia,23,1996,26,24,2079,1,0,1,4,1,1.2,0.0,700 mil €
1283,Víctor Díaz,ESP,Defensa,Granada,32,1988,17,7,828,0,2,2,3,0,0.4,0.5,"2,00 mill. €"
1284,Marko Dmitrović,SRB,PO,Eibar,28,1992,35,35,3120,1,0,1,0,0,1.6,0.7,"1,00 mill. €"
1285,Jaume Doménech,ESP,PO,Valencia,29,1990,28,28,2520,0,0,0,1,0,0.0,0.0,800 mil €
1286,Carlos Dominguez,ESP,Defensa,Celta Vigo,19,2001,4,4,360,0,0,0,2,0,0.1,0.2,"1,00 mill. €"
1287,John Donald,ESP,Defensa,Elche,19,2000,2,1,50,0,0,0,0,0,0.0,0.0,"12,00 mill. €"
1288,Cheick Doukouré,CIV,Centrocampista,Levante,27,1992,7,0,101,0,0,0,1,0,0.0,0.1,600 mil €
1289,Idrissa Doumbia,CIV,Centrocampista,Huesca,22,1998,23,7,779,0,0,0,4,0,0.4,0.1,"1,70 mill. €"
1290,Domingos Duarte,POR,Defensa,Granada,25,1995,29,27,2363,1,0,1,5,1,1.4,0.5,"3,00 mill. €"
1291,Óscar Duarte,CRC,Defensa,Levante,31,1989,29,23,2060,1,0,1,2,0,0.8,0.2,500 mil €
1292,Rubén Duarte,ESP,Defensa,Alavés,24,1995,31,29,2545,1,1,2,5,1,1.4,2.8,"2,50 mill. €"
1293,Unai Dufur,ESP,Defensa,Eibar,21,1999,1,1,62,0,0,0,0,0,0.0,0.0,300 mil €
1294,Hugo Duro,ESP,Delantero,Real Madrid,20,1999,2,0,55,0,0,0,0,0,0.1,0.1,"10,00 mill. €"
1295,Aritz Elustondo,ESP,Defensa,Real Sociedad,26,1994,23,22,1884,1,0,1,5,0,0.5,0.2,"3,00 mill. €"
1296,Rodrigo Ely,BRA,Defensa,Alavés,26,1993,8,6,468,1,0,1,1,0,0.6,0.3,"5,00 mill. €"
1297,Emerson,BRA,Defensa,Betis,21,1999,34,34,2991,1,4,5,9,1,1.5,2.7,"12,00 mill. €"
1298,Youssef En-Nesyri,MAR,Delantero,Sevilla,23,1997,38,23,2311,18,0,18,2,0,15.6,2.6,"20,00 mill. €"
1299,Sergi Enrich,ESP,Delantero,Eibar,30,1990,27,13,1404,3,0,3,1,0,7.8,0.8,"1,20 mill. €"
1300,Aarón Escandell,ESP,PO,Granada,24,1995,5,5,450,0,0,0,1,0,0.0,0.0,"1,00 mill. €"
1301,Dani Escriche,ESP,Delantero,Huesca,22,1998,23,7,857,1,1,2,5,1,2.1,1.3,"1,50 mill. €"
1302,Sergio Escudero,ESP,Defensa,Sevilla,30,1989,9,7,565,1,0,1,3,0,0.2,0.4,"3,50 mill. €"
1303,Alfonso Espino,URU,Defensa,Cádiz,28,1992,32,31,2601,0,3,3,6,0,0.2,1.4,200 mil €
1304,Vicente Esquerdo,ESP,Centrocampista,Valencia,21,1999,4,3,231,0,0,0,1,0,0.0,0.1,300 mil €
1305,Pervis Estupiñán,ECU,Defensa,Villarreal,22,1998,25,12,1168,0,0,0,1,0,0.5,1.5,"35,00 mill. €"
1306,Xabier Etxeita,ESP,Defensa,Getafe,32,1987,11,9,883,0,0,0,3,0,0.4,0.3,"1,00 mill. €"
1307,Edu Expósito,ESP,Centrocampista,Eibar,23,1996,31,27,2455,0,3,3,4,0,3.3,3.6,"4,00 mill. €"
1308,Jokin Ezkieta,ESP,PO,Athletic Club,23,1996,1,1,90,0,0,0,0,0,0.0,0.0,800 mil €
1309,Fali,ESP,Defensa,Cádiz,26,1993,34,29,2637,0,0,0,11,0,0.7,0.6,"2,50 mill. €"
1310,Ansu Fati,ESP,Delantero,Barcelona,17,2002,7,6,431,4,0,4,1,0,1.8,1.7,"35,00 mill. €"
1311,Nabil Fekir,FRA,Centrocampista,Betis,27,1993,33,33,2622,5,6,11,5,1,7.0,5.2,"15,00 mill. €"
1312,Felipe,BRA,Defensa,Atlético Madrid,31,1989,31,23,2057,0,0,0,8,0,1.5,0.3,"50,00 mill. €"
1313,João Félix,POR,Delantero,Atlético Madrid,20,1999,31,14,1572,7,5,12,6,0,5.5,4.3,"15,00 mill. €"
1314,Aitor Fernández,ESP,PO,Levante,29,1991,29,29,2610,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
1315,Álex Fernández,ESP,Centrocampista,Cádiz,27,1992,25,21,1946,4,1,5,1,0,3.3,1.5,"3,00 mill. €"
1316,Álvaro Fernández,ESP,PO,Huesca,22,1998,22,22,1980,0,0,0,0,0,0.1,0.0,600 mil €
