Jugador,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Mario Lemina,30,1993.0,19.666666666666668,16.0,1354.3333333333333,1.0,0.3333333333333333,1.3333333333333333,5.333333333333333,0.6666666666666666,1.0666666666666667,0.43333333333333335
Mario Mandžukić,34,1986.0,10.0,1.0,212.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1
Mario Pašalić,28,1995.0,28.0,18.6,1549.0,6.8,3.2,10.0,2.8,0.0,5.86,2.9000000000000004
Mario Perrone,18,2003.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Rodriguez,22,1997.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Suárez,35,1987.0,10.0,6.333333333333333,583.3333333333334,0.6666666666666666,0.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,0.7000000000000001,0.2333333333333333
Mario Vrančić,30,1989.0,20.0,6.0,636.0,1.0,0.0,1.0,3.0,0.0,1.5,0.9
Marios Oikonomou,29,1992.0,6.0,3.0,220.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0
Mariusz Stępiński,24,1995.0,21.0,7.0,706.0,3.0,1.0,4.0,3.0,1.0,2.9,0.1
Mark Flekken,30,1993.0,12.0,12.0,1035.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mark Noble,34,1987.0,21.666666666666668,14.333333333333334,1239.3333333333333,1.6666666666666667,1.0,2.6666666666666665,2.0,0.0,1.5,1.1333333333333333
Mark Travers,23,1999.0,6.5,6.0,562.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markel Bergara,33,1986.0,7.666666666666667,6.0,529.3333333333334,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.0,0.9666666666666667,0.0
Markel Susaeta,30,1987.0,28.0,20.5,1821.5,2.0,2.0,4.0,3.0,0.5,1.35,4.25
Marko Arnautović,34,1989.0,20.333333333333332,16.666666666666668,1451.0,8.0,0.6666666666666666,8.666666666666666,3.6666666666666665,0.0,7.366666666666667,2.2666666666666666
Marko Dmitrović,31,1992.0,22.285714285714285,22.0,1989.857142857143,0.14285714285714285,0.0,0.14285714285714285,1.1428571428571428,0.0,0.3,0.09999999999999999
Marko Janković,24,1995.0,6.0,1.0,115.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1
Marko Lazetić,18,2004.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Marko Milovanović,20,2003.0,2.0,0.0,21.5,0.0,0.0,0.0,0.5,0.0,0.05,0.0
Marko Pajač,26,1993.0,11.0,8.0,759.0,0.0,0.0,0.0,1.0,0.0,0.3,1.7
Marko Pjaca,27,1995.0,25.333333333333332,11.0,1030.6666666666667,2.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,0.0,1.7666666666666668,1.1666666666666667
Marko Rog,26,1995.0,15.5,12.0,1037.5,0.25,0.5,0.75,4.25,0.0,0.625,0.65
Marley Aké,22,2001.0,2.5,0.0,43.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Marlon,26,1995.0,25.0,19.333333333333332,1717.3333333333333,0.0,0.0,0.0,7.0,0.6666666666666666,0.4333333333333333,0.3333333333333333
Marlos Moreno,20,1996.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquinhos,19,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marten de Roon,32,1991.0,29.4,27.2,2466.8,1.8,2.2,4.0,7.8,0.4,1.02,1.1
Martin Agirregabiria,25,1996.0,25.8,19.8,1826.6,0.2,1.4,1.6,3.6,0.2,0.24,0.8200000000000001
Martin Braithwaite,31,1991.0,19.666666666666668,14.0,1268.1666666666667,4.166666666666667,1.8333333333333333,6.0,2.8333333333333335,0.16666666666666666,5.0666666666666655,1.5166666666666666
Martin Dúbravka,33,1989.0,19.75,19.5,1771.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0
Martin Erlic,25,1998.0,24.5,21.75,1952.25,1.25,0.25,1.5,3.5,0.0,1.325,0.2
Martin Hongla,25,1998.0,13.5,9.25,815.0,0.25,0.0,0.25,3.5,0.5,0.425,0.19999999999999998
Martin Kelly,30,1990.0,10.0,8.5,775.5,0.0,0.5,0.5,0.0,0.0,0.05,0.4
Martin Palumbo,19,2002.0,1.6666666666666667,0.3333333333333333,25.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Satriano,21,2001.0,17.5,10.0,871.5,1.0,0.5,1.5,2.0,0.0,1.95,0.6
Martin Turk,18,2003.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Valjent,27,1995.0,29.0,29.0,2558.5,0.0,0.0,0.0,5.25,0.0,0.35000000000000003,0.475
Martin Ødegaard,24,1998.0,22.5,20.0,1735.8333333333333,5.0,3.3333333333333335,8.333333333333334,2.0,0.0,3.5666666666666664,4.016666666666667
Martín,22,1999.0,6.0,1.0,115.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Martín Cáceres,34,1987.0,20.0,17.75,1522.25,1.0,0.75,1.75,4.75,0.5,0.975,0.675
Martín Mantovani,34,1984.0,11.5,8.0,861.5,1.5,0.0,1.5,2.5,0.0,0.65,0.05
Martín Merquelanz,26,1995.0,6.0,2.3333333333333335,242.66666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.4666666666666666,1.0
Martín Montoya,31,1991.0,13.8,12.2,1051.6,0.0,1.2,1.2,3.0,0.2,0.42000000000000004,1.1800000000000002
Martín Payero,25,1998.0,10.0,6.0,525.0,0.0,1.0,1.0,0.0,0.0,0.6,0.5
Martín Zubimendi,24,1999.0,21.166666666666668,16.0,1543.8333333333333,0.8333333333333334,0.8333333333333334,1.6666666666666667,4.5,0.0,1.0166666666666668,0.8000000000000002
Marvelous Nakamba,29,1994.0,17.5,12.5,1137.0,0.0,0.0,0.0,4.25,0.0,0.1,0.25
Marvin,23,2000.0,7.0,3.0,304.0,0.0,1.0,1.0,0.5,0.0,0.25,0.39999999999999997
Marvin Cuni,22,2001.0,10.0,5.0,393.0,1.0,0.0,1.0,0.0,0.0,0.9,0.1
Marvin Zeegelaar,31,1990.0,14.5,9.75,832.25,0.5,0.25,0.75,3.5,0.25,0.47500000000000003,0.45
Mason Burstow,20,2003.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Greenwood,22,2001.0,22.5,14.0,1267.75,6.0,1.75,7.75,1.25,0.0,3.5000000000000004,1.825
Mason Holgate,25,1996.0,22.0,19.5,1745.5,0.75,1.0,1.75,6.0,0.5,1.25,0.475
Mason Mount,24,1999.0,27.4,23.0,2033.6,5.4,4.4,9.8,2.8,0.0,4.58,4.7
Massimiliano Mangraviti,21,1998.0,13.0,11.0,972.0,0.0,0.0,0.0,2.0,0.0,0.3,0.1
Mateo Joseph,18,2003.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Mateo Kovačić,29,1994.0,23.333333333333332,15.5,1451.3333333333333,0.6666666666666666,2.0,2.6666666666666665,4.666666666666667,0.0,1.05,1.6500000000000001
Mateo Musacchio,29,1990.0,7.666666666666667,6.333333333333333,576.3333333333334,0.0,0.0,0.0,2.0,0.3333333333333333,0.2333333333333333,0.16666666666666666
Mateo Retegui,24,1999.0,8.0,8.0,609.0,3.0,1.0,4.0,3.0,0.0,1.3,0.1
Mateusz Klich,32,1990.0,27.333333333333332,18.0,1582.0,1.6666666666666667,2.3333333333333335,4.0,4.333333333333333,0.0,2.0,1.9333333333333336
Mateusz Praszelik,20,2000.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz Wieteska,26,1997.0,5.0,5.0,404.0,0.0,1.0,1.0,3.0,1.0,0.2,0.3
Mateusz Łęgowski,20,2003.0,12.0,5.0,473.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2
Matheus Cunha,24,1999.0,17.5,8.75,867.0,2.75,2.0,4.75,1.75,0.0,3.125,1.325
Matheus Fernandes,21,1998.0,3.0,2.0,166.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Matheus França,19,2004.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Matheus Henrique,25,1997.0,21.0,13.0,1245.3333333333333,1.6666666666666667,1.0,2.6666666666666665,3.0,0.0,1.2333333333333332,0.9666666666666668
Matheus Nunes,25,1998.0,13.666666666666666,11.333333333333334,949.3333333333334,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,0.8333333333333334,0.8000000000000002
Matheus Pereira,24,1996.0,33.0,30.0,2577.0,11.0,6.0,17.0,2.0,1.0,7.3,6.3
Mathew Ryan,29,1992.0,13.75,13.75,1237.5,0.0,0.0,0.0,0.25,0.0,0.0,0.025
Mathias Jensen,27,1996.0,21.5,17.75,1386.0,2.0,2.25,4.25,1.75,0.0,1.4249999999999998,2.65
Mathias Jørgensen,33,1990.0,9.333333333333334,5.666666666666667,543.0,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.26666666666666666
Mathias Normann,25,1996.0,23.0,20.0,1645.0,1.0,2.0,3.0,6.0,0.0,0.9,1.8
Mathieu Flamini,34,1984.0,9.0,5.0,466.5,0.0,0.0,0.0,3.5,0.5,0.0,0.05
Mathías Olivera,26,1997.0,20.714285714285715,17.428571428571427,1540.5714285714287,0.5714285714285714,1.1428571428571428,1.7142857142857142,4.714285714285714,0.2857142857142857,1.0,1.2714285714285716
Matias Arezo,18,2002.0,8.0,1.0,162.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3
Matija Nastasić,30,1993.0,9.666666666666666,7.0,647.6666666666666,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335,0.0,0.19999999999999998,0.0
Mato Jajalo,34,1988.0,13.0,6.25,593.75,0.0,0.25,0.25,2.5,0.25,0.2,0.325
Matt Doherty,31,1992.0,14.833333333333334,10.333333333333334,993.8333333333334,1.1666666666666667,1.5,2.6666666666666665,1.0,0.16666666666666666,1.8,0.9666666666666667
Matt Miazga,26,1995.0,11.0,9.0,833.0,0.0,0.0,0.0,2.0,0.0,0.3,0.2
Matt Phillips,29,1991.0,33.0,20.0,1828.0,2.0,1.0,3.0,1.0,0.0,2.8,3.4
Matt Ritchie,34,1989.0,12.8,8.6,824.6,0.4,1.0,1.4,2.4,0.0,0.58,1.32
Matt Targett,28,1995.0,19.833333333333332,17.5,1542.3333333333333,0.3333333333333333,0.8333333333333334,1.1666666666666667,2.6666666666666665,0.0,0.25,1.5166666666666666
Matt Turner,29,1994.0,10.0,10.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Matteo Bianchetti,29,1993.0,25.0,22.0,2132.0,1.0,0.0,1.0,5.0,0.0,0.8,0.5
Matteo Cancellieri,21,2002.0,15.0,4.0,426.3333333333333,0.3333333333333333,0.6666666666666666,1.0,3.0,0.0,0.5333333333333333,0.8000000000000002
Matteo Darmian,33,1989.0,21.666666666666668,16.166666666666668,1416.8333333333333,1.1666666666666667,1.1666666666666667,2.3333333333333335,3.0,0.0,0.7166666666666667,1.0
Matteo Gabbia,24,1999.0,8.8,6.2,572.8,0.0,0.0,0.0,2.0,0.0,0.16,0.04
Matteo Lovato,23,2000.0,12.166666666666666,7.833333333333333,747.1666666666666,0.0,0.0,0.0,2.3333333333333335,0.0,0.09999999999999999,0.11666666666666668
Matteo Pessina,26,1997.0,27.6,22.6,1926.2,3.2,1.4,4.6,3.4,0.0,3.18,1.6199999999999999
Matteo Politano,30,1993.0,22.666666666666668,12.833333333333334,1088.1666666666667,3.6666666666666665,2.6666666666666665,6.333333333333333,1.5,0.0,2.8333333333333335,2.5166666666666666
Matteo Prati,19,2003.0,8.0,7.0,664.0,0.0,0.0,0.0,3.0,0.0,0.4,0.3
Matteo Ricci,26,1994.0,29.0,26.0,2229.0,0.0,2.0,2.0,5.0,0.0,1.0,1.6
Matteo Ruggeri,21,2002.0,11.75,7.5,668.75,0.0,1.0,1.0,1.25,0.0,0.275,0.5499999999999999
Matteo Scozzarella,32,1988.0,9.5,7.5,536.5,0.0,1.5,1.5,1.5,0.0,0.05,0.65
Matthew Craig,19,2003.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Hoppe,20,2001.0,5.0,1.0,131.0,0.0,1.0,1.0,0.0,0.0,0.2,0.1
Matthew Longstaff,20,2000.0,7.0,5.0,476.0,1.0,0.0,1.0,0.5,0.0,0.15,0.30000000000000004
Matthew Lowton,32,1989.0,25.333333333333332,23.666666666666668,2120.6666666666665,0.6666666666666666,1.3333333333333333,2.0,3.3333333333333335,0.3333333333333333,0.5,2.1333333333333333
Matthijs de Ligt,21,1999.0,29.0,26.666666666666668,2448.0,2.6666666666666665,0.6666666666666666,3.3333333333333335,4.333333333333333,0.3333333333333333,1.7666666666666668,0.7000000000000001
Mattia Aramu,26,1995.0,32.0,25.0,2100.0,7.0,5.0,12.0,6.0,0.0,6.8,4.5
Mattia Bani,29,1993.0,16.2,14.8,1277.4,1.0,0.0,1.0,5.8,0.2,1.36,0.16
Mattia Caldara,28,1994.0,17.75,13.75,1256.75,0.25,0.25,0.5,4.25,0.0,0.7999999999999999,0.125
Mattia De Sciglio,29,1992.0,11.75,7.5,676.25,0.25,0.5,0.75,0.75,0.25,0.07500000000000001,0.8
Mattia Destro,32,1991.0,15.333333333333334,8.833333333333334,734.1666666666666,3.5,0.3333333333333333,3.8333333333333335,2.5,0.0,2.866666666666667,0.5499999999999999
Mattia Pagliuca,18,2002.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Perin,31,1992.0,14.2,14.0,1260.4,0.0,0.0,0.0,0.4,0.2,0.0,0.02
Mattia Sprocati,27,1993.0,10.5,2.0,306.0,0.5,0.0,0.5,0.0,0.0,0.35,0.2
Mattia Valoti,28,1993.0,21.5,11.0,990.0,1.5,0.5,2.0,4.0,0.0,1.75,0.7000000000000001
Mattia Viti,21,2002.0,12.0,9.5,863.0,0.0,0.0,0.0,1.5,0.5,0.2,0.0
Mattia Viviani,18,2000.0,8.0,3.0,344.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4
Mattia Zaccagni,28,1995.0,24.666666666666668,20.833333333333332,1731.3333333333333,4.0,3.5,7.5,5.0,0.0,3.3000000000000003,3.133333333333333
Mattia Zanotti,19,2003.0,1.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Mattias Svanberg,22,1999.0,31.666666666666668,22.333333333333332,1822.3333333333333,3.0,2.3333333333333335,5.333333333333333,5.666666666666667,0.3333333333333333,2.766666666666666,2.1999999999999997
Matty Cash,26,1997.0,26.25,24.75,2159.25,1.5,1.75,3.25,6.0,0.25,1.625,1.575
Matty James,28,1991.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattéo Guendouzi,24,1999.0,17.5,13.5,1189.5,0.0,0.5,0.5,3.0,0.0,0.55,0.7000000000000001
Mattéo Tramoni,20,2000.0,6.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Matìas Soulé,20,2003.0,8.666666666666666,5.0,456.3333333333333,2.3333333333333335,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.0,1.8999999999999997,1.2333333333333334
Matías Aguirregaray,28,1989.0,15.0,14.0,1153.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6
Matías Dituro,34,1987.0,38.0,38.0,3420.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1
Matías Nahuel,20,1996.0,7.0,3.0,251.0,0.0,0.0,0.0,2.0,0.0,0.3,0.1
Matías Vargas,22,1997.0,21.0,10.0,1024.0,0.0,3.0,3.0,1.0,0.0,1.2,2.5
Matías Vecino,32,1991.0,17.4,7.4,786.2,1.6,0.6,2.2,2.8,0.0,1.8799999999999997,0.62
Matías Viña,26,1997.0,13.5,8.75,732.75,0.5,1.0,1.5,1.0,0.0,0.44999999999999996,0.65
Matěj Vydra,29,1992.0,23.0,9.0,956.3333333333334,2.3333333333333335,2.0,4.333333333333333,0.3333333333333333,0.0,3.9666666666666663,1.1666666666666667
Mauricio Lemos,21,1995.0,16.0,14.0,1261.0,0.0,0.0,0.0,6.0,0.0,0.8,0.4
Mauro Arambarri,28,1995.0,25.714285714285715,24.571428571428573,2120.8571428571427,0.8571428571428571,1.4285714285714286,2.2857142857142856,8.428571428571429,0.42857142857142855,1.2857142857142854,1.5999999999999999
Mauro Vigorito,29,1990.0,5.0,4.0,423.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mauro dos Santos,28,1989.0,14.0,10.0,983.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0
Max Aarons,23,2000.0,27.333333333333332,26.333333333333332,2357.0,0.0,1.3333333333333333,1.3333333333333333,5.333333333333333,0.0,0.4666666666666666,2.1333333333333333
Max Kilman,26,1997.0,20.2,19.2,1731.8,0.2,0.2,0.4,2.4,0.0,0.74,0.26
Max Lowe,26,1997.0,5.0,4.5,337.0,0.0,0.0,0.0,0.5,0.0,0.05,0.05
Max Meyer,23,1995.0,17.0,6.0,655.0,0.0,0.0,0.0,1.0,0.0,0.5,0.2
Max Thompson,17,2002.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxi Gómez,27,1996.0,25.428571428571427,21.428571428571427,1913.5714285714287,7.428571428571429,1.8571428571428572,9.285714285714286,5.571428571428571,0.42857142857142855,6.542857142857144,1.8142857142857143
Maxime Busi,20,1999.0,24.0,11.0,1195.0,0.0,1.0,1.0,3.0,0.0,0.5,1.2
Maxime Gonalons,32,1989.0,19.75,15.0,1269.0,0.0,0.75,0.75,5.0,0.25,0.25,0.7750000000000001
Maxime Le Marchand,30,1989.0,2.0,1.0,123.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Maxime Lestienne,25,1992.0,12.0,8.0,669.0,0.0,1.0,1.0,1.0,0.0,1.2,1.6
Maxime Lopez,25,1997.0,20.0,16.6,1478.0,0.8,0.2,1.0,6.4,0.2,0.78,1.22
Maximilian Ullmann,25,1996.0,5.0,2.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Wöber,24,1998.0,11.5,10.0,901.0,0.0,0.0,0.0,2.5,0.0,0.44999999999999996,0.6
Maximiliano Olivera,28,1992.0,1.5,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxwel Cornet,27,1996.0,13.666666666666666,7.666666666666667,670.6666666666666,3.0,0.3333333333333333,3.3333333333333335,0.6666666666666666,0.0,2.6666666666666665,0.6
Maya Yoshida,32,1988.0,20.0,15.75,1461.0,0.75,1.5,2.25,2.25,0.0,0.95,0.775
Mbaye Diagne,28,1991.0,16.0,14.0,1189.0,3.0,2.0,5.0,2.0,0.0,6.6,1.0
Mbwana Samatta,26,1992.0,14.0,11.0,943.0,1.0,0.0,1.0,1.0,0.0,2.3,0.6
Mehdi Bourabia,32,1991.0,16.6,10.6,919.6,0.8,1.0,1.8,2.6,0.2,0.6,1.0
Mehdi Lacen,33,1984.0,9.5,6.0,559.0,0.0,0.0,0.0,1.5,0.0,0.15000000000000002,0.2
Mehdi Léris,24,1998.0,22.333333333333332,11.666666666666666,1118.3333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,4.666666666666667,0.0,1.3666666666666665,0.9666666666666668
Memphis,29,1994.0,10.75,6.75,595.75,4.75,0.5,5.25,1.0,0.0,4.375,1.3
Merih Demiral,24,1998.0,19.25,12.75,1202.75,0.75,1.0,1.75,3.75,0.0,0.9749999999999999,0.475
Mert Müldür,23,1999.0,21.25,14.0,1251.0,0.5,0.25,0.75,2.75,0.0,0.575,0.55
Merveille Ndockyt,19,1998.0,6.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mesut Özil,30,1988.0,18.0,18.0,1438.0,1.0,2.0,3.0,1.0,0.0,1.4,2.3
Michael Folorunsho,25,1998.0,13.0,13.0,1118.0,1.0,0.0,1.0,2.0,0.0,1.0,0.2
Michael Hector,28,1992.0,4.0,3.0,263.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0
Michael Kayode,19,2004.0,6.0,4.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Michael Keane,30,1993.0,22.8,20.8,1910.6,1.8,1.0,2.8,2.4,0.2,1.1800000000000002,0.82
Michael Krohn-Dehli,34,1983.0,12.0,7.5,632.0,0.5,0.5,1.0,1.0,0.0,0.25,0.2
Michael McGovern,35,1984.0,2.0,1.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Ndiweni,19,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Obafemi,23,2000.0,8.666666666666666,2.6666666666666665,244.0,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,0.6,0.4000000000000001
Michael Olakigbe,19,2004.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Michael Olise,21,2001.0,21.666666666666668,14.666666666666666,1334.6666666666667,1.6666666666666667,5.333333333333333,7.0,2.0,0.0,1.6666666666666667,4.5
Michael Olunga,23,1994.0,14.0,4.0,433.0,3.0,1.0,4.0,0.0,0.0,2.5,0.5
Michael Santos,25,1993.0,16.0,5.0,557.0,1.0,3.0,4.0,4.0,0.0,2.1,0.6
Michael Svoboda,22,1998.0,18.0,13.0,1236.0,0.0,0.0,0.0,2.0,1.0,1.1,0.0
Michail Antonio,33,1990.0,26.2,21.8,1871.0,7.4,4.2,11.6,3.6,0.2,9.0,2.94
Michel,27,1990.0,28.0,26.0,2130.0,0.0,1.0,1.0,5.0,1.0,0.2,1.2
Michel Aebischer,26,1997.0,19.0,11.333333333333334,999.6666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,0.0,0.5666666666666668,0.6
Michel Ndary Adopo,23,2000.0,4.666666666666667,1.0,100.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333
Michele Castagnetti,32,1989.0,27.0,14.0,1412.0,0.0,1.0,1.0,2.0,0.0,0.6,1.8
Michele Cerofolini,24,1999.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michele Di Gregorio,26,1997.0,24.5,24.5,2205.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
Michy Batshuayi,26,1993.0,16.333333333333332,4.0,498.0,1.3333333333333333,0.6666666666666666,2.0,1.0,0.0,1.8,0.8666666666666667
Mickael Malsa,26,1995.0,22.0,12.0,1183.3333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,4.0,0.0,0.9,0.7666666666666666
Mickaël Cuisance,22,1999.0,12.5,11.0,768.0,0.0,0.0,0.0,1.5,0.0,0.55,1.0
Micky van de Ven,22,2001.0,11.0,11.0,943.0,1.0,0.0,1.0,1.0,0.0,0.3,0.0
Miguel,24,1999.0,8.5,3.25,284.5,0.25,0.25,0.5,0.75,0.0,0.55,0.075
Miguel Almirón,29,1994.0,29.4,24.4,2098.2,4.4,1.2,5.6,2.6,0.0,4.18,2.14
Miguel Atienza,21,1999.0,7.5,4.5,434.0,0.0,0.0,0.0,0.5,0.0,0.2,0.05
Miguel Baeza,21,2000.0,11.5,2.0,272.5,0.5,0.0,0.5,0.0,0.0,0.8,0.35
Miguel Gutiérrez,22,2001.0,14.0,11.5,1026.75,0.5,1.5,2.0,2.5,0.0,0.6000000000000001,1.625
Miguel Juan Llambrich,25,1996.0,5.0,3.0,307.0,0.0,0.0,0.0,0.5,0.0,0.05,0.1
Miguel Layún,30,1988.0,12.0,8.0,845.0,1.0,0.5,1.5,2.5,0.0,0.65,1.1
Miguel Marí,22,1997.0,1.5,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Rodríguez,20,2003.0,6.0,1.0,117.33333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.10000000000000002,0.06666666666666667
Miguel Torres,31,1986.0,8.0,8.0,673.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1
Miguel Veloso,36,1986.0,24.75,19.5,1658.25,1.25,2.25,3.5,5.0,0.25,1.25,2.3
Miguel Ángel Guerrero,29,1990.0,17.5,12.0,1116.0,2.5,1.5,4.0,1.5,0.0,4.15,1.05
Miguel Ángel Moyá,35,1984.0,11.0,11.0,974.6666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
Miguel Ángel Rubio,25,1998.0,3.3333333333333335,2.3333333333333335,241.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.19999999999999998,0.0
Miha Zajc,26,1994.0,31.0,22.0,1863.0,1.0,3.0,4.0,4.0,0.0,1.8,2.1
Mihailo Ivanović,17,2004.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mihailo Ristić,28,1995.0,4.0,4.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Mika Màrmol,21,2002.0,6.5,6.0,519.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0
Mikael,22,1999.0,7.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Mikael Ellertsson,20,2002.0,11.0,1.0,171.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0
Mike Maignan,28,1995.0,21.333333333333332,21.333333333333332,1919.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.13333333333333333
Mike Trésor,24,1999.0,6.0,2.0,225.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3
Mikel Balenziaga,34,1988.0,15.0,11.833333333333334,1077.6666666666667,0.0,0.5,0.5,0.6666666666666666,0.0,0.08333333333333333,0.48333333333333334
Mikel Merino,27,1996.0,28.166666666666668,25.666666666666668,2260.0,2.5,3.3333333333333335,5.833333333333333,6.833333333333333,0.3333333333333333,3.0666666666666664,2.933333333333333
Mikel Oyarzabal,26,1997.0,28.714285714285715,25.0,2164.285714285714,9.428571428571429,4.428571428571429,13.857142857142858,1.7142857142857142,0.14285714285714285,8.442857142857143,4.557142857142856
Mikel Rico,35,1984.0,17.666666666666668,14.333333333333334,1198.6666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.1333333333333333,0.8000000000000002
Mikel San José,30,1989.0,22.666666666666668,14.333333333333334,1415.6666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.0,0.0,1.0999999999999999,0.9666666666666667
Mikel Vesga,30,1993.0,23.857142857142858,17.428571428571427,1519.7142857142858,1.2857142857142858,1.1428571428571428,2.4285714285714284,4.571428571428571,0.2857142857142857,1.6142857142857143,0.9857142857142858
Mikkel Damsgaard,23,2000.0,18.5,8.25,848.25,0.5,1.0,1.5,2.0,0.0,1.55,1.075
Milan Badelj,34,1989.0,24.0,23.25,1883.5,0.75,1.0,1.75,4.0,0.25,0.8250000000000001,1.4000000000000001
Milan Đurić,33,1990.0,24.333333333333332,14.333333333333334,1395.3333333333333,2.6666666666666665,2.0,4.666666666666667,3.3333333333333335,0.0,2.5666666666666664,1.7666666666666666
Milan Škriniar,27,1995.0,30.0,29.0,2580.75,1.5,0.0,1.5,4.5,0.5,1.825,0.45
Mile Svilar,22,1999.0,3.0,3.0,270.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Milos Kerkez,20,2003.0,12.0,10.0,899.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2
