,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
2851,Gabriel Veiga,ESP,Centrocampista,Celta Vigo,19,2002,7,0,108,0,0,0,0,0,0.0,0.0,2021-2022
2852,Unai Vencedor Paris,ESP,Centrocampista,Athletic Club,20,2000,34,29,2383,0,0,0,4,0,0.9,0.7,2021-2022
2853,Gonzalo Verdú,ESP,Defensa,Elche,32,1988,19,16,1397,0,0,0,11,0,0.1,0.0,2021-2022
2854,Mikel Vesga,ESP,Centrocampista,Athletic Club,28,1993,32,17,1358,2,0,2,7,2,1.0,0.9,2021-2022
2855,Rúben Vezo,POR,Defensa,Levante,27,1994,32,27,2420,0,0,0,4,0,0.6,0.5,2021-2022
2856,Aleix Vidal,ESP,Defensa,Espanyol,31,1989,31,21,1901,2,0,2,10,0,0.7,2.3,2021-2022
2857,Nacho Vidal,ESP,Defensa,Osasuna,26,1995,35,33,2902,0,1,1,9,0,1.2,2.2,2021-2022
2858,Dídac Vilà,ESP,Defensa,Espanyol,32,1989,9,1,203,0,0,0,3,0,0.0,0.1,2021-2022
2859,Tonny Vilhena,NED,Centrocampista,Espanyol,26,1995,17,13,928,1,1,2,4,0,0.8,0.9,2021-2022
2860,Daniel Villahermosa,ESP,Centrocampista,Espanyol,20,2001,1,0,23,0,0,0,0,0,0.0,0.0,2021-2022
2861,Asier Villalibre,ESP,Delantero,Athletic Club,23,1997,19,3,548,2,0,2,0,0,2.4,0.1,2021-2022
2862,Gonzalo Villar,ESP,Centrocampista,Getafe,23,1998,10,2,298,0,1,1,0,0,0.4,0.3,2021-2022
2863,Vitolo,ESP,Centrocampista,Getafe,31,1989,7,1,221,0,0,0,0,0,0.0,0.1,2021-2022
2864,Daniel Vivian,ESP,Defensa,Athletic Club,22,1999,24,22,1986,2,1,3,2,0,1.3,0.5,2021-2022
2865,Šime Vrsaljko,CRO,Defensa,Atlético Madrid,29,1992,21,10,914,1,2,3,4,0,1.3,0.5,2021-2022
2866,Nikola Vukčević,MNE,Centrocampista,Levante,29,1991,6,0,118,0,0,0,1,0,0.0,0.0,2021-2022
2867,Daniel Wass,DEN,Defensa,Atlético Madrid,32,1989,1,0,45,0,0,0,1,0,0.0,0.0,2021-2022
2868,Daniel Wass,DEN,Centrocampista,Valencia,32,1989,19,19,1582,1,1,2,6,0,1.8,0.6,2021-2022
2869,Iñaki Williams,GHA,Delantero,Athletic Club,27,1994,38,32,2777,8,5,13,4,0,14.1,5.7,2021-2022
2870,Nico Williams,ESP,Centrocampista,Athletic Club,19,2002,34,11,1337,0,0,0,4,0,2.6,1.5,2021-2022
2871,Okay Yokuşlu,TUR,Defensa,Getafe,27,1994,11,5,465,0,0,0,1,0,0.3,0.0,2021-2022
2872,Okay Yokuşlu,TUR,Defensa,Celta Vigo,27,1994,8,1,140,0,0,0,0,0,0.1,0.0,2021-2022
2873,Joseba Zaldúa,ESP,Defensa,Real Sociedad,29,1992,24,14,1172,0,0,0,6,0,0.1,0.2,2021-2022
2874,Oier Zarraga,ESP,Centrocampista,Athletic Club,22,1999,31,8,1166,1,0,1,5,0,1.3,0.2,2021-2022
2875,Luca Zidane,FRA,PO,Rayo Vallecano,23,1998,8,8,645,0,0,0,0,1,0.0,0.0,2021-2022
2876,Igor Zubeldia,ESP,Defensa,Real Sociedad,24,1997,26,19,1648,0,1,1,7,0,0.6,1.0,2021-2022
2877,Martín Zubimendi,ESP,Centrocampista,Real Sociedad,22,1999,36,26,2591,2,1,3,4,0,2.2,0.6,2021-2022
2878,Abner,BRA,Defensa,Betis,22,2000,13,7,607,0,0,0,2,0,1.7,0.1,2022-2023
2879,Álvaro Aceves,ESP,PO,Valladolid,19,2003,1,0,13,0,0,0,0,0,0.0,0.0,2022-2023
2880,Marcos Acuña,ARG,Defensa,Sevilla,30,1991,30,21,1912,3,2,5,10,3,1.2,4.3,2022-2023
2881,Julen Agirrezabala,ESP,PO,Athletic Club,21,2000,8,7,675,0,0,0,0,0,0.0,0.0,2022-2023
2882,Álvaro Aguado,ESP,Centrocampista,Valladolid,26,1996,34,18,1888,1,2,3,4,0,1.0,2.2,2022-2023
2883,Joseph Aidoo,GHA,Defensa,Celta Vigo,26,1995,35,35,3119,3,0,3,6,1,1.0,0.1,2022-2023
2884,Sergio Akieme,ESP,Defensa,Almería,24,1997,29,27,2297,1,0,1,5,0,1.5,2.0,2022-2023
2885,Babatunde Akinsola,NGA,Delantero,Valladolid,19,2003,1,0,11,0,0,0,0,0,0.0,0.0,2022-2023
2886,Paul Akouokou,CIV,Centrocampista,Betis,24,1997,12,3,447,0,0,0,3,0,0.2,0.0,2022-2023
2887,David Alaba,AUT,Defensa,Real Madrid,30,1992,23,21,1838,1,3,4,3,0,0.8,1.1,2022-2023
2888,Tomás Alarcón,CHI,Centrocampista,Cádiz,23,1999,4,2,223,0,0,0,2,1,0.0,0.1,2022-2023
2889,Jordi Alba,ESP,Defensa,Barcelona,33,1989,24,14,1419,2,3,5,6,1,0.8,6.2,2022-2023
2890,Raúl Albiol,ESP,Defensa,Villarreal,36,1985,25,24,2119,0,0,0,6,0,0.1,0.0,2022-2023
2891,Rubén Alcaraz,ESP,Centrocampista,Cádiz,31,1991,31,22,2043,3,0,3,11,1,4.0,1.3,2022-2023
2892,Omar Alderete,PAR,Defensa,Getafe,25,1996,25,23,2047,1,1,2,9,0,0.6,0.8,2022-2023
2893,Iván Alejo,ESP,Centrocampista,Cádiz,27,1995,31,13,1311,0,1,1,13,1,1.2,2.4,2022-2023
2894,Carles Aleñá,ESP,Centrocampista,Getafe,24,1998,35,26,2119,2,2,4,12,1,2.3,1.6,2022-2023
2895,Alejandro Alfaro,ESP,Centrocampista,Elche,20,2002,1,0,15,0,0,0,0,0,0.0,0.0,2022-2023
2896,Ángel Algobia,ESP,Centrocampista,Getafe,23,1999,26,11,1138,0,0,0,3,0,0.3,0.6,2022-2023
2897,Mohamed Ali Cho,FRA,Delantero,Real Sociedad,18,2004,19,5,587,1,2,3,1,0,1.8,1.6,2022-2023
2898,Domingos André Ribeiro Almeida,POR,Centrocampista,Valencia,22,2000,34,29,2539,2,4,6,3,0,1.4,3.4,2022-2023
2899,Marcos Alonso,ESP,Defensa,Barcelona,31,1990,24,11,1172,1,0,1,3,0,0.9,0.3,2022-2023
2900,Carlos Álvarez,ESP,Centrocampista,Sevilla,18,2003,1,0,10,0,0,0,1,0,0.0,0.0,2022-2023
2901,Gastón Álvarez,URU,Defensa,Getafe,22,2000,22,16,1501,2,0,2,7,1,0.5,0.2,2022-2023
2902,Yeray Álvarez,ESP,Defensa,Athletic Club,27,1995,28,27,2332,1,1,2,7,1,0.8,1.1,2022-2023
2903,Selim Amallah,MAR,Centrocampista,Valladolid,25,1996,7,3,267,2,1,3,2,1,0.9,0.3,2022-2023
2904,Amath,SEN,Centrocampista,Mallorca,26,1996,28,12,1227,2,0,2,2,1,2.7,0.8,2022-2023
2905,Jordan Amavi,FRA,Defensa,Getafe,28,1994,5,1,200,0,0,0,2,1,0.0,0.0,2022-2023
2906,Marcos André,BRA,Delantero,Valencia,25,1996,17,3,447,1,0,1,2,1,1.5,0.4,2022-2023
2907,Fabrizio Angileri,ARG,Defensa,Getafe,28,1994,15,7,585,0,0,0,2,1,0.1,0.0,2022-2023
2908,Josep Antoni Gayá,ESP,Defensa,Mallorca,22,2000,2,1,98,0,0,0,0,0,0.0,0.0,2022-2023
2909,José Antonio,ESP,Centrocampista,Cádiz,18,2004,2,0,46,0,1,1,0,0,0.0,0.0,2022-2023
2910,Anuar,MAR,Centrocampista,Valladolid,27,1995,3,3,210,1,0,1,1,0,0.3,0.4,2022-2023
2911,Mauro Arambarri,URU,Centrocampista,Getafe,26,1995,13,13,992,0,1,1,5,1,0.2,1.5,2022-2023
2912,Ronald Araújo,URU,Defensa,Barcelona,23,1999,22,21,1800,0,2,2,5,1,2.1,0.8,2022-2023
2913,Adu Ares,ESP,Delantero,Athletic Club,20,2001,8,0,84,0,0,0,0,0,0.1,0.2,2022-2023
2914,Sergio Arribas,ESP,Centrocampista,Real Madrid,20,2001,2,0,19,0,0,0,0,0,0.2,0.0,2022-2023
2915,Roberto Arroyo,ESP,Centrocampista,Valladolid,18,2003,1,0,15,0,0,0,0,0,0.0,0.0,2022-2023
2916,Ricard Artero,ESP,Centrocampista,Girona,19,2003,7,0,133,0,0,0,0,0,0.5,0.0,2022-2023
2917,Santiago Arzamendia,PAR,Defensa,Cádiz,24,1998,12,5,483,0,0,0,0,0,0.2,0.5,2022-2023
2918,Sergio Asenjo,ESP,PO,Valladolid,33,1989,10,10,900,0,0,0,0,0,0.0,0.0,2022-2023
2919,Marco Asensio,ESP,Delantero,Real Madrid,26,1996,31,15,1442,9,6,15,1,0,6.3,4.9,2022-2023
2920,Iago Aspas,ESP,Delantero,Celta Vigo,34,1987,37,31,2868,12,3,15,6,0,11.1,5.6,2022-2023
2921,Pierre-Emerick Aubameyang,GAB,Delantero,Barcelona,33,1989,1,0,9,0,0,0,0,0,0.1,0.0,2022-2023
2922,Ludwig Augustinsson,SWE,Defensa,Mallorca,28,1994,4,1,132,0,0,0,0,0,0.0,0.0,2022-2023
2923,Ezequiel Ávila,ARG,Delantero,Osasuna,28,1994,29,23,1709,8,2,10,7,1,6.7,1.7,2022-2023
2924,Iddrisu Baba,GHA,Centrocampista,Mallorca,26,1996,29,20,1705,0,0,0,5,0,0.6,0.2,2022-2023
2925,Srđan Babić,SRB,Defensa,Almería,26,1996,34,33,2998,3,0,3,5,0,1.2,0.3,2022-2023
2926,Loïc Bade,FRA,Defensa,Sevilla,22,2000,19,16,1449,1,0,1,4,0,0.3,0.1,2022-2023
2927,Édgar Badía,ESP,PO,Elche,30,1992,36,36,3240,0,0,0,2,0,0.0,0.0,2022-2023
2928,Alex Baena,ESP,Centrocampista,Villarreal,21,2001,35,19,1947,6,2,8,13,1,3.9,5.2,2022-2023
2929,Alejandro Balde,ESP,Defensa,Barcelona,18,2003,33,30,2471,1,6,7,4,0,1.9,4.9,2022-2023
2930,Mikel Balenziaga,ESP,Defensa,Athletic Club,34,1988,3,1,115,0,0,0,0,0,0.0,0.0,2022-2023
2931,Iván Balliu,ALB,Defensa,Rayo Vallecano,30,1992,37,37,3232,0,0,0,6,0,0.3,2.8,2022-2023
2932,Léo Baptistão,BRA,Delantero,Almería,29,1992,28,24,1726,5,1,6,7,0,4.9,1.2,2022-2023
2933,Keidi Bare,ALB,Centrocampista,Espanyol,24,1997,18,4,503,0,1,1,0,0,0.6,0.2,2022-2023
2934,Kike Barja,ESP,Delantero,Osasuna,25,1997,27,15,1312,1,6,7,1,0,1.2,3.9,2022-2023
2935,Ander Barrenetxea,ESP,Delantero,Real Sociedad,20,2001,23,9,878,3,1,4,4,0,3.0,1.2,2022-2023
2936,Pablo Barrios,ESP,Centrocampista,Atlético Madrid,19,2003,21,6,724,0,1,1,4,0,0.5,0.7,2022-2023
2937,Rodrigo Battaglia,ARG,Centrocampista,Mallorca,31,1991,15,8,686,0,0,0,5,0,0.2,0.0,2022-2023
2938,Bebé,CPV,Delantero,Rayo Vallecano,32,1990,4,0,60,0,0,0,1,0,0.1,0.1,2022-2023
2939,Héctor Bellerín,ESP,Defensa,Barcelona,27,1995,3,1,143,0,0,0,0,0,0.0,0.1,2022-2023
2940,Fran Beltrán,ESP,Centrocampista,Celta Vigo,23,1999,36,33,2855,0,2,2,4,0,0.9,1.7,2022-2023
2941,Iker Benito,ESP,Delantero,Osasuna,19,2002,4,2,176,0,0,0,0,0,0.0,0.3,2022-2023
2942,Karim Benzema,FRA,Delantero,Real Madrid,34,1987,24,24,2038,19,3,22,1,0,21.5,5.8,2022-2023
2943,Yuri Berchiche,ESP,Defensa,Athletic Club,32,1990,29,27,2406,1,1,2,9,1,1.3,1.4,2022-2023
2944,Álex Berenguer,ESP,Delantero,Athletic Club,27,1995,37,26,2297,4,1,5,2,0,4.3,4.6,2022-2023
2945,Pedro Bigas,ESP,Defensa,Elche,31,1990,28,25,2020,0,0,0,4,2,1.8,0.0,2022-2023
2946,El Bilal Touré,MLI,Delantero,Almería,20,2001,21,15,1264,7,2,9,0,0,6.3,1.3,2022-2023
2947,Lautaro Blanco,ARG,Defensa,Elche,23,1999,17,9,872,0,2,2,2,0,0.0,1.5,2022-2023
2948,Theo Bongonda,COD,Centrocampista,Cádiz,26,1995,31,24,1938,4,3,7,2,0,5.2,3.0,2022-2023
2949,Yassine Bounou,MAR,PO,Sevilla,31,1991,25,25,2151,0,0,0,2,0,0.0,0.0,2022-2023
2950,Lucas Boyé,ARG,Delantero,Elche,26,1996,35,29,2462,7,2,9,7,1,8.3,2.9,2022-2023
2951,Martin Braithwaite,DEN,Delantero,Espanyol,31,1991,31,29,2456,10,2,12,5,1,9.2,1.4,2022-2023
2952,Juan Brandáriz,ESP,Defensa,Almería,23,1999,21,15,1489,1,0,1,5,0,0.4,0.1,2022-2023
2953,Darko Brašanac,SRB,Centrocampista,Osasuna,30,1992,25,9,1041,1,1,2,5,0,1.2,0.7,2022-2023
2954,Claudio Bravo,CHI,PO,Betis,39,1983,12,12,1080,0,0,0,2,0,0.0,0.0,2022-2023
2955,Ante Budimir,CRO,Delantero,Osasuna,31,1991,31,22,1798,8,0,8,5,0,7.7,0.7,2022-2023
2956,Santiago Bueno,URU,Defensa,Girona,23,1998,34,34,3010,0,1,1,7,1,1.3,1.1,2022-2023
2957,Sergio Busquets,ESP,Centrocampista,Barcelona,34,1988,30,28,2339,0,4,4,8,1,0.4,2.8,2022-2023
2958,Leandro Cabrera,URU,Defensa,Espanyol,31,1991,32,31,2669,0,1,1,10,2,2.3,1.5,2022-2023
2959,Cala,ESP,Defensa,Cádiz,32,1989,3,1,137,0,0,0,0,0,0.0,0.0,2022-2023
2960,Fernando Calero,ESP,Defensa,Espanyol,26,1995,27,20,1611,0,1,1,6,0,0.7,0.6,2022-2023
2961,Alexander Callens,PER,Defensa,Girona,30,1992,6,0,120,0,0,0,1,0,0.0,0.0,2022-2023
2962,Eduardo Camavinga,FRA,Centrocampista,Real Madrid,19,2002,37,21,2010,0,1,1,6,0,0.8,1.5,2022-2023
2963,Sergio Camello,ESP,Delantero,Rayo Vallecano,21,2001,38,27,2401,6,5,11,1,0,7.3,2.4,2022-2023
2964,Sergio Canales,ESP,Delantero,Betis,31,1991,31,28,2402,4,3,7,4,2,4.3,5.6,2022-2023
2965,Ander Capa,ESP,Defensa,Athletic Club,30,1992,7,1,109,0,0,0,1,0,0.0,0.0,2022-2023
2966,Étienne Capoue,FRA,Centrocampista,Villarreal,34,1988,28,22,1955,3,0,3,4,0,2.6,1.2,2022-2023
2967,Isaac Carcelen,ESP,Defensa,Cádiz,29,1993,27,25,2199,0,1,1,4,3,0.2,1.3,2022-2023
2968,Juan Carlos,ESP,PO,Girona,34,1988,10,10,900,0,0,0,0,0,0.0,0.0,2022-2023
2969,José Carlos Lazo,ESP,Centrocampista,Almería,26,1996,1,0,20,0,0,0,0,0,0.1,0.0,2022-2023
2970,José Carlos Lazo,ESP,Centrocampista,Espanyol,26,1996,10,0,159,1,1,2,0,0,0.2,0.2,2022-2023
2971,Carmona,ESP,Centrocampista,Elche,20,2002,9,8,589,1,0,1,5,1,0.4,0.1,2022-2023
2972,Carmona,ESP,Defensa,Sevilla,20,2002,10,5,527,2,1,3,6,1,0.8,0.4,2022-2023
2973,Yannick Carrasco,BEL,Defensa,Atlético Madrid,28,1993,35,26,2317,7,3,10,2,0,8.0,4.1,2022-2023
2974,Dani Carvajal,ESP,Defensa,Real Madrid,30,1992,27,20,1784,0,2,2,8,1,0.8,2.0,2022-2023
2975,William Carvalho,POR,Centrocampista,Betis,30,1992,33,31,2438,3,1,4,6,1,3.1,1.6,2022-2023
2976,Casemiro,BRA,Centrocampista,Real Madrid,30,1992,1,0,8,0,0,0,0,0,0.0,0.0,2022-2023
2977,Valentín Castellanos,ARG,Delantero,Girona,23,1998,35,33,2597,13,0,13,11,0,11.0,1.7,2022-2023
2978,Samu Castillejo,ESP,Delantero,Valencia,27,1995,25,17,1362,4,0,4,7,0,2.9,3.0,2022-2023
2979,Catena,ESP,Defensa,Rayo Vallecano,27,1994,35,35,3103,1,1,2,14,1,1.4,1.4,2022-2023
2980,Edinson Cavani,URU,Delantero,Valencia,35,1987,25,20,1449,5,2,7,6,0,6.0,1.7,2022-2023
2981,Dani Ceballos,ESP,Centrocampista,Real Madrid,25,1996,30,19,1564,0,4,4,8,0,0.9,2.1,2022-2023
2982,Álex Centelles,ESP,Defensa,Almería,24,1997,15,11,1123,1,2,3,0,1,0.4,1.3,2022-2023
2983,Franco Cervi,ARG,Centrocampista,Celta Vigo,28,1994,36,21,1894,0,4,4,2,1,2.3,2.7,2022-2023
2984,Pep Chavarría,ESP,Delantero,Rayo Vallecano,24,1998,16,2,366,0,2,2,1,0,0.1,0.7,2022-2023
2985,Pape Cheikh Diop,SEN,Centrocampista,Elche,24,1997,2,0,37,0,0,0,1,1,0.0,0.0,2022-2023
2986,Andreas Christensen,DEN,Defensa,Barcelona,26,1996,23,22,1760,1,1,2,2,0,1.0,0.5,2022-2023
2987,Samuel Chukwueze,NGA,Delantero,Villarreal,23,1999,37,27,2339,6,5,11,1,0,6.5,4.3,2022-2023
2988,Víctor Chust,ESP,Defensa,Cádiz,22,2000,14,10,965,1,0,1,3,0,0.9,0.0,2022-2023
2989,Pathé Ciss,SEN,Centrocampista,Rayo Vallecano,28,1994,32,12,1282,1,0,1,4,0,2.6,0.3,2022-2023
2990,Carlos Clerc,ESP,Defensa,Elche,30,1992,32,31,2639,0,1,1,5,0,0.6,2.1,2022-2023
2991,Álex Collado,ESP,Centrocampista,Elche,23,1999,16,8,729,1,1,2,1,0,0.6,1.6,2022-2023
2992,Diego Collado,ESP,Delantero,Villarreal,21,2001,2,0,6,0,0,0,0,0,0.0,0.0,2022-2023
2993,Eray Cömert,SUI,Defensa,Valencia,24,1998,23,19,1672,1,0,1,5,1,0.5,0.1,2022-2023
2994,Santi Comesaña,ESP,Centrocampista,Rayo Vallecano,25,1996,35,29,2451,3,2,5,6,0,2.5,2.2,2022-2023
2995,Copete,ESP,Defensa,Mallorca,22,1999,28,27,2206,1,0,1,7,1,1.0,0.2,2022-2023
2996,Francis Coquelin,FRA,Centrocampista,Villarreal,31,1991,16,9,748,1,0,1,2,0,1.0,1.0,2022-2023
2997,Jesús Corona,MEX,Delantero,Sevilla,29,1993,4,1,111,1,0,1,0,0,0.5,0.2,2022-2023
2998,Ángel Correa,ARG,Delantero,Atlético Madrid,27,1995,35,13,1455,9,1,10,3,1,7.2,3.5,2022-2023
2999,Thierry Correia,POR,Defensa,Valencia,23,1999,27,24,2009,0,0,0,5,0,0.3,1.1,2022-2023
3000,Jaume Costa,ESP,Defensa,Mallorca,34,1988,32,30,2599,0,1,1,10,0,1.0,2.5,2022-2023
3001,Samu Costa,POR,Centrocampista,Almería,21,2000,32,22,1989,1,2,3,5,0,1.7,1.0,2022-2023
3002,Thibaut Courtois,BEL,PO,Real Madrid,30,1992,31,31,2790,0,0,0,0,0,0.0,0.4,2022-2023
3003,Yan Couto,BRA,Defensa,Girona,20,2002,25,12,1158,1,2,3,3,0,0.5,2.4,2022-2023
3004,Juan Cruz Armada,ESP,Defensa,Osasuna,30,1992,27,21,2062,0,0,0,7,0,0.2,1.0,2022-2023
3005,Juan Cruz,ESP,Delantero,Betis,22,2000,6,1,178,1,0,1,1,0,0.5,0.1,2022-2023
3006,Jorge Cuenca,ESP,Defensa,Villarreal,22,1999,10,5,506,0,0,0,1,0,0.4,0.1,2022-2023
3007,Braian Cufré,ARG,Defensa,Mallorca,25,1996,5,2,220,0,0,0,0,0,0.1,0.0,2022-2023
3008,Matheus Cunha,BRA,Delantero,Atlético Madrid,23,1999,11,2,377,0,2,2,2,0,1.4,0.8,2022-2023
3009,Curro,ESP,Centrocampista,Almería,26,1996,2,0,43,0,0,0,1,0,0.1,0.2,2022-2023
3010,Arnaut Danjuma,NED,Delantero,Villarreal,25,1997,10,6,479,2,0,2,0,0,2.7,0.4,2022-2023
3011,Sergi Darder,ESP,Centrocampista,Espanyol,28,1993,38,38,3320,6,3,9,4,0,3.5,7.5,2022-2023
3012,Rodrigo De Paul,ARG,Centrocampista,Atlético Madrid,28,1994,30,24,1923,2,7,9,5,0,1.6,5.6,2022-2023
3013,Alberto Del Moral,ESP,Centrocampista,Villarreal,22,2000,1,0,5,0,0,0,0,0,0.0,0.0,2022-2023
3014,Thomas Delaney,DEN,Centrocampista,Sevilla,30,1991,8,2,309,0,0,0,3,0,0.2,0.1,2022-2023
3015,Fran Delgado,ESP,Defensa,Betis,21,2001,1,0,12,0,0,0,0,0,0.0,0.0,2022-2023
3016,Ousmane Dembélé,FRA,Delantero,Barcelona,25,1997,25,16,1410,5,7,12,4,0,3.9,4.9,2022-2023
3017,Mouctar Diakhaby,GUI,Defensa,Valencia,25,1996,29,28,2446,3,0,3,7,1,2.7,0.3,2022-2023
3018,Mamady Diarra,MLI,Centrocampista,Cádiz,22,2000,2,1,66,0,0,0,0,0,0.1,0.0,2022-2023
3019,Youba Diarra,MLI,Centrocampista,Cádiz,24,1998,5,1,98,0,0,0,2,0,0.0,0.5,2022-2023
3020,Stole Dimitrievski,MKD,PO,Rayo Vallecano,28,1993,37,37,3324,0,0,0,4,0,0.0,0.0,2022-2023
3021,Djené,TOG,Defensa,Getafe,30,1991,33,33,2840,0,1,1,10,1,0.6,0.7,2022-2023
3022,Marko Dmitrović,SRB,PO,Sevilla,30,1992,15,13,1269,0,0,0,1,0,0.0,0.0,2022-2023
3023,Matt Doherty,IRL,Defensa,Atlético Madrid,30,1992,2,0,18,0,0,0,0,0,0.0,0.0,2022-2023
3024,Kasper Dolberg,DEN,Delantero,Sevilla,24,1997,4,2,197,0,1,1,0,0,0.0,0.4,2022-2023
3025,Carlos Dominguez,ESP,Defensa,Celta Vigo,21,2001,3,1,108,0,0,0,0,0,0.0,0.0,2022-2023
3026,John Donald,ESP,Centrocampista,Elche,21,2000,14,13,1092,0,0,0,3,1,0.1,0.1,2022-2023
3027,Domingos Duarte,POR,Defensa,Getafe,27,1995,31,30,2657,0,2,2,11,1,1.3,0.8,2022-2023
3028,Pablo Durán,ESP,Centrocampista,Celta Vigo,21,2001,4,0,36,0,0,0,0,0,0.0,0.0,2022-2023
3029,Hugo Duro,ESP,Delantero,Valencia,22,1999,30,12,1385,1,1,2,5,0,4.4,1.1,2022-2023
3030,Íñigo Eguaras,ESP,Centrocampista,Almería,30,1992,25,10,967,1,1,2,6,0,1.0,0.6,2022-2023
3031,Aritz Elustondo,ESP,Defensa,Real Sociedad,28,1994,25,16,1449,0,1,1,5,1,0.7,1.0,2022-2023
3032,Rodrigo Ely,BRA,Defensa,Almería,28,1993,36,36,3155,0,1,1,10,1,1.0,0.8,2022-2023
3033,Adri Embarba,ESP,Delantero,Almería,30,1992,29,18,1472,4,3,7,5,1,3.8,3.4,2022-2023
3034,Adri Embarba,ESP,Delantero,Espanyol,30,1992,1,0,35,0,0,0,0,0,0.1,0.0,2022-2023
3035,Youssef En-Nesyri,MAR,Delantero,Sevilla,25,1997,31,17,1661,8,1,9,4,0,8.1,1.1,2022-2023
3036,Gonzalo Escalante,ARG,Centrocampista,Cádiz,29,1993,14,13,1121,4,1,5,4,0,3.5,1.5,2022-2023
3037,Sergio Escudero,ESP,Defensa,Valladolid,32,1989,23,17,1439,1,0,1,3,0,1.5,1.8,2022-2023
3038,Alfonso Espino,URU,Defensa,Cádiz,30,1992,36,35,3122,0,4,4,7,0,1.5,4.2,2022-2023
3039,Bernardo Espinosa,COL,Defensa,Girona,33,1989,20,14,1225,1,1,2,5,0,1.2,0.0,2022-2023
3040,Edu Expósito,ESP,Centrocampista,Espanyol,25,1996,28,13,1160,2,2,4,3,1,0.9,2.4,2022-2023
3041,Nicolás Ezequiel Fernández,ARG,Centrocampista,Elche,22,2000,18,3,514,0,1,1,2,0,0.4,0.8,2022-2023
3042,Abdessamad Ezzalzouli,MAR,Delantero,Osasuna,20,2001,28,19,1504,4,2,6,4,2,2.7,1.9,2022-2023
3043,Radamel Falcao,COL,Delantero,Rayo Vallecano,36,1986,27,3,616,2,0,2,4,0,2.9,0.1,2022-2023
3044,Fali,ESP,Defensa,Cádiz,28,1993,25,22,1714,0,0,0,6,0,0.6,0.2,2022-2023
3045,Mamadou Fall,SEN,Defensa,Villarreal,19,2002,1,0,30,0,0,0,0,0,0.0,0.0,2022-2023
3046,Ansu Fati,ESP,Delantero,Barcelona,19,2002,36,12,1393,7,3,10,3,0,9.1,1.7,2022-2023
3047,Zouhair Feddal,MAR,Defensa,Valladolid,33,1989,8,4,375,0,0,0,1,0,0.2,0.1,2022-2023
3048,Nabil Fekir,FRA,Centrocampista,Betis,29,1993,15,12,961,2,2,4,4,1,2.4,2.7,2022-2023
3049,Felipe,BRA,Defensa,Atlético Madrid,33,1989,3,2,194,0,0,0,0,0,0.0,0.0,2022-2023
3050,Luiz Felipe,ITA,Defensa,Betis,25,1997,23,22,1763,0,0,0,3,3,0.2,0.3,2022-2023
3051,João Félix,POR,Delantero,Atlético Madrid,22,1999,14,7,650,4,3,7,5,0,2.8,1.5,2022-2023
3052,Kiko Femenía,ESP,Defensa,Villarreal,31,1991,20,13,1133,0,0,0,0,0,0.1,0.7,2022-2023
3053,Aitor Fernández,ESP,PO,Osasuna,31,1991,21,21,1890,0,0,0,1,0,0.0,0.0,2022-2023
3054,Álex Fernández,ESP,Centrocampista,Cádiz,29,1992,28,17,1576,3,0,3,0,0,2.7,1.6,2022-2023
3055,Álvaro Fernández,ESP,PO,Espanyol,24,1998,11,11,990,0,0,0,1,0,0.0,0.2,2022-2023
3056,Carlos Fernández,ESP,Delantero,Real Sociedad,26,1996,24,8,631,1,0,1,6,0,2.4,0.6,2022-2023
3057,Federico Fernández,ARG,Defensa,Elche,33,1989,1,1,90,0,0,0,0,0,0.0,0.0,2022-2023
3058,Joaquín Fernández,ESP,Defensa,Valladolid,26,1996,27,24,2156,1,0,1,4,0,0.6,0.1,2022-2023
3059,Valery Fernández,ESP,Centrocampista,Girona,22,1999,25,7,967,0,2,2,1,0,0.7,1.2,2022-2023
3060,Fernando,ESP,PO,Almería,32,1990,37,37,3285,0,0,0,3,0,0.0,0.0,2022-2023
3061,Fernando,BRA,Centrocampista,Sevilla,35,1987,22,19,1577,0,1,1,3,1,0.2,0.7,2022-2023
3062,Fidel,ESP,Centrocampista,Elche,32,1989,27,21,1714,3,2,5,5,0,2.3,2.3,2022-2023
3063,Dimitri Foulquier,FRA,Defensa,Valencia,29,1993,30,17,1738,0,2,2,4,0,0.2,1.7,2022-2023
3064,Juan Foyth,ARG,Defensa,Villarreal,24,1998,24,22,1958,1,0,1,6,0,1.1,1.6,2022-2023
3065,Iván Fresneda,ESP,Defensa,Valladolid,17,2004,22,18,1743,0,0,0,3,0,0.6,1.5,2022-2023
3066,Javi Galán,ESP,Defensa,Celta Vigo,27,1994,37,36,3160,0,3,3,6,0,0.6,4.1,2022-2023
3067,Iñigo Ruiz de Galarreta,ESP,Centrocampista,Mallorca,28,1993,30,28,2449,0,1,1,12,0,0.3,1.4,2022-2023
3068,Aleix García,ESP,Centrocampista,Girona,25,1997,30,26,2337,1,5,6,1,0,1.8,6.1,2022-2023
3069,Álvaro García,ESP,Delantero,Rayo Vallecano,29,1992,35,34,2870,5,5,10,7,0,3.6,5.7,2022-2023
3070,Borja García,ESP,Centrocampista,Girona,31,1990,11,10,679,1,0,1,1,0,0.7,0.6,2022-2023
