,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
856,Koba Koindredi,FRA,Centrocampista,Valencia,19,2001,10,1,181,0,0,0,1,0,0.0,0.1
857,Koke,ESP,Centrocampista,Atlético Madrid,29,1992,31,29,2508,1,2,3,6,0,1.0,1.5
858,Luca Koleosho,ITA,Delantero,Espanyol,16,2004,1,0,1,0,0,0,0,0,0.0,0.0
859,Geoffrey Kondogbia,CTA,Centrocampista,Atlético Madrid,28,1993,28,21,1882,1,2,3,13,2,0.4,0.9
860,Jules Koundé,FRA,Defensa,Sevilla,22,1998,32,31,2736,2,1,3,2,2,1.1,2.3
861,Toni Kroos,GER,Centrocampista,Real Madrid,31,1990,28,25,2103,1,3,4,4,0,2.2,3.2
862,Takefusa Kubo,JPN,Delantero,Mallorca,20,2001,28,17,1605,1,0,1,4,0,2.8,3.0
863,Víctor Laguardia,ESP,Defensa,Alavés,31,1989,34,34,3042,3,2,5,9,0,2.0,0.9
864,Diego Lainez,MEX,Delantero,Betis,21,2000,7,1,140,0,0,0,0,0,0.1,0.4
865,Érik Lamela,ARG,Delantero,Sevilla,29,1992,20,10,1015,5,2,7,5,0,3.1,1.7
866,Juanmi Latasa,ESP,Delantero,Real Madrid,20,2001,1,0,9,0,0,0,0,0,0.1,0.0
867,Toni Lato,ESP,Defensa,Valencia,23,1997,11,7,590,0,1,1,5,0,0.0,0.5
868,Robin Le Normand,ESP,Defensa,Real Sociedad,24,1996,37,37,3330,1,1,2,6,0,1.5,0.5
869,Wu Lei,CHN,Delantero,Espanyol,29,1991,23,4,474,1,0,1,0,0,1.1,0.9
870,Florian Lejeune,FRA,Defensa,Alavés,30,1991,30,30,2699,0,0,0,9,1,1.5,0.2
871,Iñigo Lekue,ESP,Defensa,Athletic Club,28,1993,25,22,1925,0,2,2,3,0,0.1,2.3
872,Thomas Lemar,FRA,Centrocampista,Atlético Madrid,25,1995,24,17,1440,4,5,9,2,0,3.4,3.3
873,Clément Lenglet,FRA,Defensa,Barcelona,26,1995,21,7,826,0,1,1,4,0,0.2,0.3
874,Javier Llabrés,ESP,Delantero,Mallorca,18,2002,5,1,132,0,0,0,0,0,0.1,0.1
875,Marcos Llorente,ESP,Centrocampista,Atlético Madrid,26,1995,29,29,2447,0,2,2,5,0,0.7,2.6
876,Giovani Lo Celso,ARG,Delantero,Villarreal,25,1996,16,11,994,1,1,2,3,0,1.1,2.4
877,Julen Lobete,ESP,Delantero,Real Sociedad,20,2000,13,2,284,2,0,2,0,0,1.0,0.0
878,Renan Lodi,BRA,Defensa,Atlético Madrid,23,1998,29,13,1181,2,2,4,4,0,0.7,1.8
879,David López,ESP,Centrocampista,Espanyol,31,1989,18,8,743,0,0,0,1,0,0.4,0.4
880,Diego López,ESP,PO,Espanyol,39,1981,36,36,3177,0,0,0,4,0,0.0,0.0
881,Javi López,ESP,Defensa,Alavés,19,2002,9,4,462,0,0,0,2,0,0.0,0.4
882,Unai López,ESP,Centrocampista,Rayo Vallecano,25,1995,27,13,1160,0,0,0,5,0,1.1,1.4
883,Anthony Lozano,HON,Delantero,Cádiz,28,1993,31,21,1672,7,2,9,8,0,5.1,0.9
884,Florentino Luís,POR,Centrocampista,Getafe,21,1999,22,9,992,0,1,1,2,0,0.1,0.3
885,José Luis Gayà,ESP,Defensa,Valencia,26,1995,24,22,1871,2,4,6,8,2,1.2,2.6
886,José Luis Morales,ESP,Delantero,Levante,34,1987,35,31,2719,13,7,20,7,0,14.3,5.2
887,Luismi,ESP,Delantero,Sevilla,20,2001,2,0,13,0,0,0,0,0,0.0,0.0
888,Andriy Lunin,UKR,PO,Real Madrid,22,1999,2,2,180,0,0,0,0,0,0.0,0.0
889,Darwin Machís,VEN,Centrocampista,Granada,28,1993,25,16,1376,4,2,6,2,0,1.8,2.3
890,Pablo Maffeo,ESP,Defensa,Mallorca,24,1997,35,35,2945,1,4,5,10,0,1.7,2.1
891,Nemanja Maksimović,SRB,Centrocampista,Getafe,26,1995,35,34,2936,1,2,3,5,0,2.6,0.8
892,Hugo Mallo,ESP,Defensa,Celta Vigo,30,1991,21,21,1826,1,1,2,5,2,0.9,2.7
893,Mickael Malsa,MTQ,Centrocampista,Levante,25,1995,26,11,1143,1,2,3,7,0,1.1,1.7
894,Giorgi Mamardashvili,GEO,PO,Valencia,20,2000,18,18,1620,0,0,0,2,0,0.0,0.0
895,Reinildo Mandava,MOZ,Defensa,Atlético Madrid,27,1994,17,15,1298,0,0,0,5,0,0.5,0.1
896,Aïssa Mandi,ALG,Defensa,Villarreal,29,1991,17,14,1375,1,0,1,3,0,2.3,0.1
897,Nikola Maraš,SRB,Defensa,Rayo Vallecano,25,1995,16,11,1044,0,0,0,4,0,0.0,0.1
898,Marcelo,BRA,Defensa,Real Madrid,33,1988,12,5,525,0,2,2,0,0,0.2,0.7
899,Iván Marcone,ARG,Centrocampista,Elche,31,1990,20,10,809,0,0,0,5,0,0.1,0.0
900,Óscar de Marcos,ESP,Defensa,Athletic Club,32,1989,22,19,1679,1,2,3,5,0,0.3,2.1
901,José Mari,ESP,Centrocampista,Cádiz,33,1987,11,4,386,0,0,0,3,1,0.3,0.0
902,José María Giménez,URU,Defensa,Atlético Madrid,26,1995,24,24,2042,1,1,2,7,0,1.7,0.9
903,Mariano,DOM,Delantero,Real Madrid,27,1993,9,3,342,1,1,2,2,0,1.8,0.8
904,Mika Màrmol,ESP,Defensa,Barcelona,19,2002,1,0,1,0,0,0,0,0,0.0,0.0
905,Roger Martí,ESP,Delantero,Levante,30,1991,29,25,2115,7,3,10,8,0,8.4,3.2
906,Anthony Martial,FRA,Delantero,Sevilla,25,1995,9,7,490,0,1,1,1,0,0.4,0.1
907,Martín,ESP,Centrocampista,Cádiz,22,1999,6,1,115,0,0,0,1,0,0.1,0.0
908,Ander Martin,ESP,Delantero,Real Sociedad,20,2000,5,1,88,0,0,0,0,0,0.1,0.1
909,Andrés Martín,ESP,Delantero,Rayo Vallecano,22,1999,7,1,186,0,0,0,0,0,0.6,0.0
910,Carlos Martín,ESP,Defensa,Atlético Madrid,19,2002,1,0,6,0,0,0,1,0,0.0,0.0
911,Iván Martín,ESP,Centrocampista,Alavés,22,1999,6,2,166,0,0,0,0,0,0.1,0.0
912,Iñigo Martínez,ESP,Defensa,Athletic Club,30,1991,27,26,2341,3,0,3,9,2,2.0,0.5
913,Javi Martínez,ESP,Centrocampista,Osasuna,21,1999,26,9,879,1,1,2,1,0,0.8,0.6
914,Pablo Martínez,ESP,Centrocampista,Levante,23,1998,13,7,656,0,1,1,2,0,0.5,0.9
915,Omar Mascarell,ESP,Centrocampista,Elche,28,1993,32,30,2493,0,0,0,6,0,0.5,0.2
916,Jaime Mata,ESP,Delantero,Getafe,32,1988,22,4,672,1,0,1,7,0,1.3,0.6
917,Luís Maximiano,POR,PO,Granada,22,1999,35,35,3136,0,0,0,2,0,0.0,0.0
918,Borja Mayoral,ESP,Delantero,Getafe,24,1997,18,11,1044,6,1,7,3,0,2.6,1.2
919,Jordi Mboula,ESP,Delantero,Mallorca,22,1999,11,5,434,0,0,0,2,0,0.5,0.1
920,Óscar Melendo,ESP,Centrocampista,Espanyol,23,1997,21,14,990,0,0,0,0,0,0.5,1.7
921,Gonzalo Melero,ESP,Centrocampista,Levante,27,1994,29,20,1692,7,2,9,5,0,4.2,1.0
922,Memphis,NED,Delantero,Barcelona,27,1994,28,20,1851,12,2,14,3,0,11.2,4.4
923,Tomás Mendes,ESP,Centrocampista,Alavés,16,2004,1,0,9,0,0,0,0,0,0.0,0.0
924,Brais Méndez,ESP,Centrocampista,Celta Vigo,24,1997,37,36,3021,4,5,9,8,0,4.6,3.3
925,Édgar Méndez,ESP,Delantero,Alavés,31,1990,32,17,1614,1,1,2,6,0,1.5,2.5
926,Ferland Mendy,FRA,Defensa,Real Madrid,26,1995,22,20,1734,2,1,3,4,0,1.0,1.4
927,Fran Mérida,ESP,Centrocampista,Espanyol,31,1990,10,3,266,0,0,0,2,1,0.1,0.2
928,Mikel Merino,ESP,Centrocampista,Real Sociedad,25,1996,34,33,2890,3,2,5,8,0,4.1,3.6
929,Martín Merquelanz,ESP,Delantero,Rayo Vallecano,26,1995,4,3,173,0,0,0,0,0,0.2,0.9
930,Matt Miazga,USA,Defensa,Alavés,26,1995,11,9,833,0,0,0,2,0,0.3,0.2
931,Miguel,ESP,Delantero,Alavés,21,1999,22,10,829,1,1,2,2,0,1.9,0.3
932,Éder Militão,BRA,Defensa,Real Madrid,23,1998,34,34,3031,1,2,3,5,0,2.5,1.1
933,Luis Milla,ESP,Centrocampista,Granada,26,1994,34,33,2773,3,3,6,4,0,3.7,3.5
934,Pere Milla,ESP,Centrocampista,Elche,28,1992,32,17,1644,8,3,11,4,0,4.9,1.7
935,Santi Mina,ESP,Delantero,Celta Vigo,25,1995,33,30,2367,7,3,10,4,0,8.5,2.6
936,Óscar Mingueza,ESP,Defensa,Barcelona,22,1999,19,9,894,0,1,1,2,0,0.3,0.9
937,Rafa Mir,ESP,Delantero,Sevilla,24,1997,34,18,1808,10,0,10,6,0,7.5,0.3
938,Jorge Miramón,ESP,Defensa,Levante,32,1989,29,22,1977,1,0,1,5,0,0.4,1.5
939,Juan Miranda,ESP,Defensa,Betis,21,2000,13,9,783,0,2,2,3,0,0.2,1.4
940,Stefan Mitrović,SRB,Defensa,Getafe,31,1990,32,31,2667,0,0,0,8,1,0.2,0.0
941,Luka Modrić,CRO,Centrocampista,Real Madrid,35,1985,28,25,2032,2,8,10,4,0,2.5,5.2
942,Johan Mojica,COL,Defensa,Elche,28,1992,33,32,2855,2,5,7,4,1,0.8,5.3
943,Jorge Molina,ESP,Delantero,Granada,39,1982,35,19,1966,10,5,15,2,0,6.4,3.4
944,Jon Moncayola,ESP,Centrocampista,Osasuna,23,1998,36,33,2915,2,3,5,2,0,2.3,1.7
945,Monchu,ESP,Centrocampista,Granada,21,1999,14,7,668,0,0,0,3,1,0.4,0.8
946,Gonzalo Montiel,ARG,Defensa,Sevilla,24,1997,18,15,1066,1,2,3,7,0,0.3,1.9
947,Ángel Montoro,ESP,Centrocampista,Granada,33,1988,24,13,1331,1,1,2,5,0,1.4,1.5
948,Martín Montoya,ESP,Defensa,Betis,30,1991,6,6,518,0,1,1,2,0,0.3,1.0
949,Jon Morcillo,ESP,Centrocampista,Athletic Club,22,1998,7,0,54,0,0,0,2,0,0.6,0.0
950,Alberto Moreno,ESP,Centrocampista,Villarreal,29,1992,24,13,1223,3,2,5,3,0,3.1,1.9
951,Álex Moreno,ESP,Defensa,Betis,28,1993,30,28,2404,5,3,8,3,1,3.8,1.9
952,Gerard Moreno,ESP,Delantero,Villarreal,29,1992,17,14,1191,9,3,12,2,0,7.4,4.9
953,Tete Morente,ESP,Centrocampista,Elche,24,1996,32,18,1632,3,3,6,4,0,3.0,1.8
954,Ilaix Moriba,GUI,Centrocampista,Valencia,18,2003,14,9,818,0,0,0,9,1,0.7,0.2
955,Manu Morlanes,ESP,Centrocampista,Espanyol,22,1999,27,11,1144,2,0,2,6,1,0.7,0.3
956,Loren Morón,ESP,Delantero,Espanyol,27,1993,21,4,563,1,0,1,0,0,0.7,0.7
957,Loren Morón,ESP,Delantero,Betis,27,1993,1,0,4,0,0,0,0,0,0.0,0.0
958,Cristhian Mosquera,COL,Defensa,Valencia,17,2004,6,3,212,0,0,0,1,0,0.3,0.0
959,Toni Moya,ESP,Centrocampista,Alavés,23,1998,28,17,1386,0,1,1,2,0,1.3,1.8
960,Iker Muniain,ESP,Centrocampista,Athletic Club,28,1992,35,34,2785,4,10,14,3,0,5.8,9.5
961,Aihen Muñoz,ESP,Defensa,Real Sociedad,23,1997,20,15,1342,0,0,0,4,1,0.1,0.4
962,Jeison Murillo,COL,Defensa,Celta Vigo,29,1992,19,12,1117,0,0,0,5,1,0.5,0.0
963,Vedat Muriqi,KVX,Delantero,Mallorca,27,1994,16,16,1438,5,3,8,6,0,5.3,1.4
964,Yunus Musah,USA,Centrocampista,Valencia,18,2002,29,13,1259,1,0,1,5,0,0.5,1.2
965,Shkodran Mustafi,GER,Defensa,Levante,29,1992,11,8,658,1,0,1,1,0,0.1,0.0
966,Nacho,ESP,Defensa,Real Madrid,31,1990,28,17,1555,3,0,3,7,0,1.3,0.3
967,Roberto Navarro,ESP,Centrocampista,Real Sociedad,19,2002,6,3,199,0,0,0,0,0,0.5,0.0
968,Ximo Navarro,ESP,Defensa,Alavés,31,1990,18,16,1347,0,0,0,4,1,0.6,0.4
969,Jesús Navas,ESP,Defensa,Sevilla,35,1985,25,19,1786,0,3,3,4,0,0.4,4.6
970,Neto,BRA,PO,Barcelona,32,1989,3,3,270,0,0,0,0,0,0.0,0.0
971,Carlos Neva,ESP,Defensa,Granada,25,1996,26,24,2108,0,0,0,1,0,1.0,1.2
972,Saúl Ñíguez,ESP,Delantero,Atlético Madrid,26,1994,3,2,201,0,1,1,0,0,0.3,0.1
973,Fernando Niño,ESP,Delantero,Mallorca,20,2000,23,9,884,2,0,2,2,0,3.8,0.4
974,Peru Nolaskoain,ESP,Defensa,Athletic Club,22,1998,1,0,1,0,0,0,0,0,0.0,0.0
975,Nolito,ESP,Centrocampista,Celta Vigo,34,1986,32,15,1384,2,0,2,2,0,2.9,1.9
976,Unai Núñez,ESP,Defensa,Athletic Club,24,1997,9,7,622,0,0,0,2,0,0.8,0.2
977,Allan Nyom,CMR,Defensa,Getafe,33,1988,5,3,244,0,0,0,1,0,0.0,0.1
978,Jan Oblak,SVN,PO,Atlético Madrid,28,1993,38,38,3420,0,0,0,2,0,0.0,0.0
979,Lucas Ocampos,ARG,Delantero,Sevilla,27,1994,30,23,2125,6,4,10,7,0,5.9,1.9
980,Lucas Olaza,URU,Defensa,Elche,27,1994,5,3,295,1,0,1,1,0,0.7,0.3
981,Oier Olazábal,ESP,PO,Espanyol,31,1989,2,1,135,0,0,0,0,0,0.0,0.0
982,Brian Oliván,ESP,Defensa,Mallorca,27,1994,28,24,2189,1,0,1,7,0,1.8,2.2
983,Mathías Olivera,URU,Defensa,Getafe,23,1997,32,32,2803,1,3,4,10,0,2.4,2.4
984,Javier Ontiveros,ESP,Delantero,Osasuna,23,1997,3,0,39,0,0,0,0,0,0.1,0.0
985,Pedro Ortiz,ESP,Centrocampista,Sevilla,20,2000,1,0,7,0,0,0,0,0,0.3,0.5
986,Milutin Osmajić,MNE,Delantero,Cádiz,22,1999,10,2,257,0,0,0,0,0,0.3,0.0
987,Jesús Owono,EQG,PO,Alavés,20,2001,1,1,90,0,0,0,0,0,0.0,0.0
988,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,24,1997,22,19,1671,9,3,12,0,1,9.3,3.7
989,Fernando Pacheco,ESP,PO,Alavés,29,1992,34,34,3053,0,0,0,1,0,0.0,0.3
990,Jon Pacheco,ESP,Defensa,Real Sociedad,20,2001,10,4,381,0,0,0,1,0,0.0,0.0
991,Helibelton Palacios,COL,Defensa,Elche,28,1993,26,22,1931,0,0,0,6,0,0.1,0.1
992,Isaac Palazón Camacho,ESP,Delantero,Rayo Vallecano,26,1994,34,27,2288,2,4,6,7,0,3.1,3.1
993,Daniel Parejo,ESP,Centrocampista,Villarreal,32,1989,33,32,2704,2,10,12,3,0,1.5,6.9
994,Raúl Parra,ESP,Defensa,Cádiz,21,1999,2,1,88,0,0,0,0,0,0.0,0.0
995,Javier Pastore,ARG,Centrocampista,Elche,32,1989,13,6,525,0,0,0,2,1,0.5,0.7
996,Gabriel Paulista,BRA,Defensa,Valencia,30,1990,19,19,1592,2,1,3,2,0,0.8,0.2
997,Alfonso Pedraza,ESP,Defensa,Villarreal,25,1996,28,19,1701,4,4,8,2,0,1.9,5.2
998,Pedri,ESP,Centrocampista,Barcelona,18,2002,12,10,885,3,1,4,0,0,1.3,1.2
999,Adrià Pedrosa,ESP,Defensa,Espanyol,23,1998,31,31,2720,1,1,2,8,0,1.0,1.2
1000,Facundo Pellistri,URU,Centrocampista,Alavés,19,2001,21,6,672,0,0,0,0,0,0.5,0.5
1001,Alberto Perea,ESP,Centrocampista,Cádiz,30,1990,18,8,777,0,1,1,2,0,0.9,0.6
1002,Iñigo Pérez,ESP,Centrocampista,Osasuna,33,1988,10,4,338,1,0,1,0,0,0.1,1.0
1003,Juan Pérez,ESP,PO,Osasuna,25,1996,2,2,180,0,0,0,0,0,0.0,0.0
1004,Kike Pérez,ESP,Centrocampista,Elche,24,1997,12,5,519,2,0,2,1,0,1.0,0.8
1005,Lucas Pérez,ESP,Delantero,Elche,32,1988,18,16,1266,2,1,3,0,0,2.2,1.6
1006,Lucas Pérez,ESP,Delantero,Cádiz,32,1988,15,11,1060,3,2,5,1,0,3.3,3.7
1007,Njegoš Petrović,SRB,Centrocampista,Granada,22,1999,15,10,918,0,1,1,5,0,0.7,0.1
1008,Alex Petxa,ESP,Defensa,Athletic Club,24,1997,17,1,412,0,0,0,4,0,0.1,0.3
1009,Germán Pezzella,ARG,Defensa,Betis,30,1991,23,22,1988,1,0,1,5,1,1.3,0.0
1010,Pablo Piatti,ARG,Centrocampista,Elche,32,1989,10,3,312,0,0,0,0,0,0.2,0.4
1011,Cristiano Piccini,ITA,Defensa,Valencia,28,1992,6,3,322,1,0,1,1,0,0.2,0.1
1012,Tomás Pina Isla,ESP,Centrocampista,Alavés,33,1987,29,16,1444,0,0,0,4,0,0.5,0.3
1013,Orbelín Pineda,MEX,Centrocampista,Celta Vigo,25,1996,7,0,99,0,0,0,0,0,0.5,0.0
1014,Gerard Piqué,ESP,Defensa,Barcelona,34,1987,27,25,2092,1,0,1,10,1,1.6,0.5
1015,Ezequiel Ponce,ARG,Delantero,Elche,24,1997,13,5,667,1,0,1,1,1,2.5,0.3
1016,Pere Pons,ESP,Centrocampista,Alavés,28,1993,27,17,1366,1,0,1,2,0,1.5,0.6
1017,Portu,ESP,Delantero,Real Sociedad,29,1992,37,17,1590,1,2,3,5,0,2.9,2.5
1018,Sergio Postigo,ESP,Defensa,Levante,32,1988,13,10,848,0,0,0,3,0,0.1,0.1
1019,Darío Poveda,ESP,Delantero,Getafe,24,1997,15,3,380,1,0,1,0,0,0.3,0.1
1020,José Pozo,ESP,Centrocampista,Rayo Vallecano,25,1996,5,0,72,0,0,0,0,0,0.1,0.3
1021,Abdón Prats,ESP,Delantero,Mallorca,28,1992,23,6,641,3,0,3,3,0,1.5,0.7
1022,Alejandro Primo,ESP,PO,Levante,17,2004,1,1,90,0,0,0,0,0,0.0,0.0
1023,Javi Puado,ESP,Centrocampista,Espanyol,23,1998,30,26,2245,4,1,5,5,0,4.9,1.2
1024,Pubill,ESP,Defensa,Levante,18,2003,11,5,512,0,1,1,1,0,0.9,1.2
1025,Antonio Puertas,ESP,Centrocampista,Granada,29,1992,33,25,2261,6,1,7,4,0,3.5,0.9
1026,Riqui Puig,ESP,Centrocampista,Barcelona,21,1999,15,2,487,1,0,1,0,0,0.7,0.2
1027,Yacine Qasmi,MAR,Delantero,Rayo Vallecano,30,1991,1,0,4,0,0,0,0,0,0.0,0.0
1028,Quini,ESP,Defensa,Granada,31,1989,32,27,2304,0,1,1,11,0,0.5,1.4
1029,Dani Raba,ESP,Centrocampista,Villarreal,25,1995,7,0,89,0,0,0,1,0,0.0,0.3
1030,Dani Raba,ESP,Centrocampista,Granada,25,1995,2,0,26,0,0,0,0,0,0.0,0.0
1031,Uroš Račić,SRB,Centrocampista,Valencia,23,1998,28,13,1206,0,0,0,3,1,0.9,0.4
1032,Nemanja Radoja,SRB,Centrocampista,Levante,28,1993,19,17,1214,0,0,0,3,0,0.3,0.8
1033,Rafinha,BRA,Centrocampista,Real Sociedad,28,1993,17,13,1050,1,0,1,3,0,2.5,0.5
1034,Antonio Raillo,ESP,Defensa,Mallorca,29,1991,17,17,1530,2,0,2,8,0,0.7,0.0
1035,Ivan Rakitić,CRO,Centrocampista,Sevilla,33,1988,35,26,2182,4,6,10,5,0,3.2,2.6
1036,Jonás Ramalho,ESP,Defensa,Osasuna,28,1993,3,3,243,0,0,0,0,0,0.0,0.0
1037,Sandro Ramírez,ESP,Delantero,Getafe,26,1995,29,19,1462,3,0,3,7,0,3.0,0.9
1038,Raúl,ESP,Delantero,Betis,20,2000,1,0,1,0,0,0,0,0,0.0,0.0
1039,Lluís Recasens,ESP,Defensa,Espanyol,19,2002,1,0,45,0,0,0,0,0,0.0,0.0
1040,Manolo Reina,ESP,PO,Mallorca,36,1985,21,21,1890,0,0,0,5,1,0.0,0.0
1041,Karim Rekik,NED,Defensa,Sevilla,26,1994,18,11,1098,0,2,2,2,0,0.2,0.4
1042,Álex Remiro,ESP,PO,Real Sociedad,26,1995,35,35,3150,0,0,0,1,0,0.0,0.0
1043,Diego Rico,ESP,Defensa,Real Sociedad,28,1993,21,19,1644,0,0,0,4,0,0.2,0.9
1044,Sergio Rico,ESP,PO,Mallorca,27,1993,14,14,1260,0,0,0,0,0,0.0,0.0
1045,Luis Rioja,ESP,Centrocampista,Alavés,27,1993,37,36,3111,1,3,4,3,0,3.0,5.1
1046,Rober,ESP,Defensa,Levante,26,1995,27,21,2010,1,0,1,5,1,1.3,0.2
1047,Sergi Roberto,ESP,Centrocampista,Barcelona,29,1992,9,4,400,2,1,3,1,0,1.5,0.4
1048,Rubén Rochina,ESP,Centrocampista,Granada,30,1991,15,8,743,1,3,4,3,0,0.6,0.8
1049,Enzo Roco,CHI,Defensa,Elche,28,1992,30,29,2552,1,0,1,10,0,1.3,0.1
1050,Rodri,ESP,Delantero,Betis,21,2000,21,10,881,1,2,3,1,0,1.4,1.8
1051,Kévin Rodrigues,POR,Defensa,Rayo Vallecano,27,1994,13,5,435,0,0,0,0,0,0.1,0.1
1052,Ángel Rodríguez,ESP,Delantero,Mallorca,34,1987,29,19,1544,4,2,6,4,0,3.9,0.9
1053,Óscar Rodríguez Arnaiz,ESP,Centrocampista,Getafe,23,1998,18,9,943,0,1,1,2,0,1.0,0.9
1054,Óscar Rodríguez Arnaiz,ESP,Delantero,Sevilla,23,1998,11,4,417,0,0,0,1,0,0.6,0.8
1055,Dani Rodríguez,ESP,Centrocampista,Mallorca,33,1988,36,33,2832,3,3,6,7,0,3.2,2.8
1056,Guido Rodríguez,ARG,Centrocampista,Betis,27,1994,32,29,2529,1,2,3,9,1,1.0,0.5
1057,Rodrygo,BRA,Delantero,Real Madrid,20,2001,33,17,1523,4,4,8,4,0,3.4,2.4
1058,Leonardo Román,ESP,PO,Mallorca,21,2000,2,2,180,0,0,0,0,0,0.0,0.0
1059,Iván Romero,ESP,Delantero,Sevilla,20,2001,5,2,178,0,0,0,0,0,0.7,0.0
1060,Unai Ropero,ESP,Centrocampista,Alavés,19,2001,1,0,12,0,0,0,0,0,0.0,0.0
1061,Rubén,ESP,Defensa,Espanyol,20,2001,4,1,150,0,1,1,0,0,0.0,0.5
1062,Aitor Ruibal,ESP,Delantero,Betis,25,1996,19,9,856,0,0,0,6,0,1.0,1.0
1063,Isma Ruiz,ESP,Centrocampista,Granada,20,2001,8,3,283,0,0,0,1,0,0.1,0.1
1064,Víctor Ruiz,ESP,Defensa,Betis,32,1989,18,17,1424,0,0,0,2,0,0.9,0.1
1065,Gerónimo Rulli,ARG,PO,Villarreal,29,1992,32,32,2880,0,0,0,2,0,0.0,0.0
1066,Franco Russo,ARG,Defensa,Mallorca,26,1994,19,17,1464,1,0,1,7,2,0.2,0.2
1067,Mathew Ryan,AUS,PO,Real Sociedad,29,1992,3,3,270,0,0,0,0,0,0.0,0.0
1068,Youssouf Sabaly,SEN,Defensa,Betis,28,1993,10,9,788,0,1,1,1,0,0.1,0.5
1069,Salvi,ESP,Centrocampista,Cádiz,30,1991,23,17,1395,2,1,3,3,1,2.6,1.2
1070,Fede San Emeterio,ESP,Centrocampista,Cádiz,24,1997,12,10,830,0,0,0,3,0,0.0,0.3
1071,Oihan Sancet,ESP,Delantero,Athletic Club,21,2000,27,16,1422,6,4,10,2,0,3.4,2.9
1072,Antonio Sánchez,ESP,Centrocampista,Mallorca,24,1997,29,19,1616,1,0,1,3,1,1.4,0.4
1073,Germán Sánchez,ESP,Defensa,Granada,34,1986,32,25,2299,2,1,3,11,1,1.4,0.2
1074,Manu Sánchez,ESP,Defensa,Osasuna,20,2000,33,25,2257,1,3,4,6,0,0.4,1.9
1075,Oier Sanjurjo,ESP,Centrocampista,Osasuna,35,1986,25,8,758,1,0,1,3,0,0.7,0.2
1076,Jesús Santiago,ESP,Centrocampista,Valencia,17,2004,3,0,82,0,0,0,0,0,0.0,0.0
1077,Sergio Santos,ESP,Defensa,Real Madrid,20,2001,1,0,11,0,0,0,0,0,0.0,0.1
1078,Alvaro Sanz,ESP,Centrocampista,Barcelona,20,2001,2,0,29,0,0,0,0,0,0.0,0.0
1079,Marcelo Saracchi,URU,Defensa,Levante,23,1998,4,2,186,0,1,1,2,0,0.0,0.2
1080,Joan Sastre Vanrell,ESP,Defensa,Mallorca,24,1997,7,2,258,0,0,0,1,0,0.1,0.0
1081,Esteban Saveljich,MNE,Defensa,Rayo Vallecano,30,1991,21,21,1700,0,0,0,4,0,0.6,0.0
1082,Stefan Savić,MNE,Defensa,Atlético Madrid,30,1991,28,28,2440,0,0,0,12,0,1.9,0.1
1083,Aleksandar Sedlar,SRB,Defensa,Mallorca,29,1991,10,3,404,0,0,0,5,1,0.0,0.1
1084,Javier Serrano,ESP,Centrocampista,Atlético Madrid,18,2003,5,1,68,0,0,0,1,1,0.0,0.0
1085,Nicolás Serrano,ESP,Centrocampista,Athletic Club,18,2003,14,3,317,1,0,1,0,0,0.4,0.1
1086,Salva Sevilla,ESP,Centrocampista,Mallorca,37,1984,28,17,1507,5,3,8,2,0,4.8,2.8
1087,David Silva,ESP,Centrocampista,Real Sociedad,35,1986,25,22,1720,2,4,6,4,1,3.1,4.5
1088,Jonathan Silva,ARG,Defensa,Getafe,27,1994,9,1,226,0,0,0,4,0,0.0,0.1
1089,Rui Silva,POR,PO,Betis,27,1994,22,21,1964,0,0,0,2,0,0.0,0.0
1090,Giuliano Simeone,ARG,Centrocampista,Atlético Madrid,18,2002,1,0,1,0,0,0,0,0,0.0,0.0
1091,Unai Simón,ESP,PO,Athletic Club,24,1997,34,34,3060,0,0,0,3,0,0.0,0.0
1092,Antonio Sivera,ESP,PO,Alavés,24,1996,4,3,277,0,0,0,1,0,0.0,0.0
1093,Rubén Sobrino,ESP,Centrocampista,Valencia,29,1992,1,0,14,0,0,0,0,0,0.0,0.0
1094,Rubén Sobrino,ESP,Delantero,Cádiz,29,1992,33,19,1861,4,1,5,4,0,5.4,1.8
1095,Alex Sola,ESP,Defensa,Real Sociedad,22,1999,2,0,41,0,0,0,0,0,0.1,0.1
1096,Augusto Solari,ARG,Centrocampista,Celta Vigo,29,1992,26,4,714,0,0,0,5,0,0.3,0.5
1097,Roberto Soldado,ESP,Delantero,Levante,36,1985,18,7,664,3,2,5,7,2,3.7,0.7
1098,Carlos Soler,ESP,Centrocampista,Valencia,24,1997,32,28,2474,11,5,16,4,0,9.1,4.0
1099,Son,ESP,Defensa,Levante,27,1994,26,22,1971,1,0,1,5,1,0.9,1.3
1100,David Soria,ESP,PO,Getafe,28,1993,38,38,3414,0,0,0,4,0,0.0,0.0
1101,Alberto Soro,ESP,Centrocampista,Granada,22,1999,16,7,578,0,0,0,0,0,0.8,0.5
1102,Hugo Sotelo,ESP,Delantero,Celta Vigo,17,2003,1,0,2,0,0,0,0,0,0.0,0.0
1103,Damián Suárez,URU,Defensa,Getafe,33,1988,35,31,2711,0,3,3,13,0,0.4,3.0
