Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada,Valor de mercado
Pietro Pellegri,ITA,Delantero,Torino,21,2001.0,9.75,2.25,273.5,1.25,0.0,1.25,1.5,0.0,0.75,0.2,2017-2018,3500000.0
Pietro Terracciano,ITA,PO,Fiorentina,32,1990.0,13.666666666666666,13.166666666666666,1211.3333333333333,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,2018-2019,2000000.0
Pione Sisto,DEN,Delantero,Celta Vigo,24,1995.0,26.666666666666668,15.666666666666666,1417.3333333333333,3.0,3.6666666666666665,6.666666666666667,1.3333333333333333,0.0,2.5333333333333337,2.266666666666666,2017-2018,2000000.0
Piotr Zieliński,POL,Centrocampista,Napoli,28,1994.0,36.16666666666666,27.33333333333333,2393.6666666666665,4.833333333333333,5.0,9.833333333333334,3.1666666666666665,0.0,4.05,4.616666666666666,2017-2018,35000000.0
Pol Lirola,ESP,Defensa,Fiorentina,24,1997.0,23.6,19.0,1754.8,0.6,2.2,2.8,2.4,0.0,0.72,2.4599999999999995,2022-2023,2000000.0
Pol Lozano,ESP,Centrocampista,Espanyol,22,1999.0,4.5,1.0,95.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2019-2020,2000000.0
Pontus Jansson,SWE,Defensa,Brentford,31,1991.0,24.5,23.0,2022.5,2.0,0.5,2.5,3.5,0.0,1.65,0.15,2021-2022,2000000.0
Portu,ESP,Centrocampista,Getafe,30,1992.0,35.666666666666664,25.166666666666668,2292.5,6.0,3.6666666666666665,9.666666666666666,4.5,0.1666666666666666,5.550000000000001,3.883333333333333,2017-2018,3500000.0
Predrag Rajković,SRB,PO,Mallorca,26,1995.0,36.0,36.0,3240.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,2022-2023,10000000.0
Przemysław Płacheta,POL,Delantero,Norwich City,23,1998.0,12.0,6.0,504.0,0.0,0.0,0.0,1.0,0.0,0.4,0.8,2021-2022,1500000.0
Przemysław Tytoń,POL,PO,La Coruña,30,1987.0,2.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,150000.0
Przemysław Wiśniewski,POL,Defensa,Spezia,24,1998.0,14.0,11.0,1003.0,1.0,0.0,1.0,3.0,0.0,1.2,0.7,2022-2023,2200000.0
Pubill,ESP,Defensa,Levante,18,2003.0,11.0,5.0,512.0,0.0,1.0,1.0,1.0,0.0,0.9,1.2,2021-2022,2500000.0
Përparim Hetemaj,FIN,Centrocampista,Benevento,33,1986.0,31.0,26.33333333333333,2261.0,1.6666666666666667,1.3333333333333333,3.0,7.666666666666667,0.0,1.5333333333333332,1.2,2017-2018,50000.0
Quincy Promes,NED,Delantero,Sevilla,26,1992.0,33.0,15.0,1583.0,2.0,3.0,5.0,2.0,0.0,2.9,4.5,2018-2019,6000000.0
Rachid Ghezzal,ALG,Delantero,Fiorentina,27,1992.0,19.0,8.5,785.5,1.0,0.0,1.0,4.0,0.0,0.95,1.5,2018-2019,4000000.0
Radamel Falcao,COL,Delantero,Rayo Vallecano,36,1986.0,24.5,5.5,727.0,4.0,0.0,4.0,2.5,0.0,3.9,0.2,2021-2022,1500000.0
Rade Krunić,BIH,Centrocampista,Milan,28,1993.0,24.8,15.0,1421.0,1.2,2.4,3.6,4.6,0.2,1.62,2.2,2018-2019,10000000.0
Radja Nainggolan,BEL,Centrocampista,Inter,32,1988.0,22.4,20.0,1707.6,3.4,3.4,6.8,4.0,0.4,2.28,3.56,2017-2018,500000.0
Radu Drăgușin,ROU,Defensa,Salernitana,19,2002.0,7.0,3.0,369.6666666666667,0.0,0.0,0.0,0.6666666666666666,0.0,0.0666666666666666,0.0333333333333333,2020-2021,10000000.0
Rafa Mir,ESP,Delantero,Sevilla,25,1997.0,32.666666666666664,22.0,1994.3333333333333,9.666666666666666,0.3333333333333333,10.0,3.0,0.0,10.066666666666668,0.7666666666666666,2020-2021,6000000.0
Rafa Navarro,ESP,Defensa,Betis,23,1994.0,3.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,2017-2018,150000.0
Rafa Soares,POR,Defensa,Eibar,25,1995.0,12.5,9.0,784.5,0.0,0.5,0.5,1.5,0.0,0.05,1.1,2019-2020,1800000.0
Rafael,BRA,PO,Spezia,38,1982.0,6.333333333333333,5.0,485.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1333333333333333,2017-2018,90000000.0
Rafael Cabral,BRA,PO,Sampdoria,28,1990.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,550000.0
Rafael Camacho,POR,Defensa,Liverpool,18,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,1800000.0
Rafael Leão,POR,Delantero,Milan,23,1999.0,32.5,23.25,2088.5,9.5,6.25,15.75,4.0,0.25,7.475,5.2,2019-2020,90000000.0
Rafael Tolói,ITA,Defensa,Atalanta,31,1990.0,28.0,25.83333333333333,2259.6666666666665,1.5,2.1666666666666665,3.6666666666666665,7.0,0.5,2.3666666666666667,1.5166666666666666,2017-2018,6000000.0
Rafel Obrador,ESP,Defensa,Mallorca,15,2004.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,300000.0
Raffaele Maiello,ITA,Centrocampista,Frosinone,27,1991.0,29.0,22.0,2043.0,0.0,0.0,0.0,4.0,0.0,0.4,1.6,2018-2019,1000000.0
Rafik Zekhnini,NOR,Delantero,Fiorentina,19,1998.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,450000.0
Rafinha,BRA,Delantero,Inter,28,1993.0,14.2,11.0,922.6,1.4,0.6,2.0,2.0,0.0,1.3,1.08,2018-2019,4000000.0
Ragnar Klavan,EST,Defensa,Cagliari,34,1985.0,20.0,16.5,1451.25,0.25,0.0,0.25,1.75,0.0,0.4,0.475,2017-2018,50000.0
Raheem Sterling,ENG,Delantero,Chelsea,27,1994.0,31.5,27.33333333333333,2427.333333333333,14.0,6.0,20.0,3.5,0.3333333333333333,13.216666666666669,6.483333333333333,2017-2018,50000000.0
Rai Vloet,NED,Centrocampista,Frosinone,23,1995.0,5.0,1.0,122.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2018-2019,700000.0
Raimonds Krollis,LVA,Delantero,Spezia,20,2001.0,4.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2022-2023,2500000.0
Rajiv van La Parra,NED,Delantero,Huddersfield,27,1991.0,19.0,15.5,1271.0,1.5,0.0,1.5,1.5,0.5,1.65,0.5,2017-2018,300000.0
Rajko Brežančić,SRB,Defensa,Huesca,28,1989.0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,50000.0
Ralf Fährmann,GER,PO,Norwich City,30,1988.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,400000.0
Ramadan Sobhi,EGY,Centrocampista,Huddersfield,21,1997.0,14.0,6.0,658.5,1.0,0.0,1.0,1.0,0.0,0.6,0.6,2017-2018,3000000.0
Raman Chibsah,GHA,Centrocampista,Frosinone,25,1993.0,23.0,21.0,1835.0,0.5,0.0,0.5,4.5,0.0,2.1,0.6,2017-2018,175000.0
Ramiro Funes Mori,ARG,Defensa,Villarreal,29,1991.0,13.0,10.75,982.0,0.5,0.25,0.75,4.5,0.0,0.875,0.15,2017-2018,1000000.0
Ramzi Aya,ITA,Defensa,Salernitana,30,1990.0,2.0,2.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-2022,150000.0
Ramón Terrats,ESP,Centrocampista,Girona,21,2000.0,12.0,6.5,514.0,0.5,0.5,1.0,0.5,0.0,0.55,0.75,2022-2023,4000000.0
Raoul Bellanova,ITA,Defensa,Inter,22,2000.0,16.666666666666668,10.0,1003.3333333333334,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0.7999999999999999,1.3,2019-2020,7000000.0
Raphaël Varane,FRA,Defensa,Real Madrid,29,1993.0,28.0,27.166666666666668,2392.5,1.1666666666666667,0.5,1.6666666666666667,1.3333333333333333,0.1666666666666666,1.3833333333333335,0.3333333333333333,2021-2022,35000000.0
Raphinha,BRA,Centrocampista,Barcelona,25,1996.0,33.666666666666664,28.33333333333333,2449.0,8.0,6.333333333333333,14.333333333333334,6.333333333333333,0.0,8.4,8.4,2020-2021,60000000.0
Rasmus Højlund,DEN,Delantero,Atalanta,19,2003.0,32.0,20.0,1834.0,9.0,2.0,11.0,1.0,0.0,9.5,2.4,2022-2023,65000000.0
Rasmus Nissen,DEN,Defensa,Leeds United,25,1997.0,26.0,21.0,1960.0,3.0,1.0,4.0,4.0,0.0,0.8,1.0,2022-2023,13000000.0
Ravel Morrison,JAM,Centrocampista,Sheffield Utd,26,1993.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,400000.0
Raúl,ESP,Delantero,Betis,20,2000.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,2500000.0
Raúl Albentosa,ESP,Defensa,La Coruña,28,1988.0,20.0,19.0,1748.0,1.0,0.0,1.0,5.0,0.0,1.5,0.2,2017-2018,200000.0
Raúl Albiol,ESP,Defensa,Napoli,36,1985.0,29.166666666666668,28.666666666666668,2565.1666666666665,0.8333333333333334,0.1666666666666666,1.0,6.833333333333333,0.0,0.8999999999999999,0.5166666666666667,2019-2020,2500000.0
Raúl Fernández,ESP,PO,Levante,29,1988.0,11.0,11.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,300000.0
Raúl García,ESP,Centrocampista,Athletic Club,36,1987.5,22.0,15.833333333333334,1396.5833333333333,4.0,1.25,5.25,4.583333333333333,0.1666666666666666,3.991666666666667,1.3916666666666668,2017-2018,2500000.0
Raúl Guti,ESP,Centrocampista,Elche,25,1996.0,31.666666666666668,20.666666666666668,1868.6666666666667,1.0,0.3333333333333333,1.3333333333333333,3.0,0.6666666666666666,1.5333333333333332,0.3333333333333333,2020-2021,2000000.0
Raúl Jiménez,MEX,Delantero,Wolves,31,1991.0,27.0,24.2,2129.4,8.0,3.6,11.6,3.2,0.4,8.56,3.6800000000000006,2018-2019,6000000.0
Raúl Lizoain,ESP,PO,Las Palmas,26,1991.0,11.0,11.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,400000.0
Raúl Moro,ESP,Delantero,Lazio,18,2002.0,4.333333333333333,0.3333333333333333,71.33333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0666666666666666,2019-2020,2500000.0
Raúl Navas,ESP,Defensa,Osasuna,32,1988.0,11.75,11.25,995.0,0.0,0.25,0.25,2.5,0.0,0.3,0.225,2017-2018,200000.0
Raúl Parra,ESP,Defensa,Cádiz,22,1999.0,4.0,2.5,199.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2021-2022,300000.0
Raúl Torrente,ESP,Defensa,Granada,19,2001.0,18.0,15.0,1282.0,0.0,0.0,0.0,5.0,0.0,0.2,0.7,2021-2022,1500000.0
Raúl de Tomás,ESP,Delantero,Rayo Vallecano,27,1994.0,25.0,21.25,1901.75,9.75,1.0,10.75,4.75,0.5,10.2,1.05,2018-2019,6000000.0
Recio,ESP,Centrocampista,Eibar,29,1991.0,20.5,15.5,1356.5,0.5,0.5,1.0,9.0,0.25,1.125,0.925,2017-2018,300000.0
Reda Khadra,GER,Centrocampista,Brighton,19,2001.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,1800000.0
Reece James,ENG,Defensa,Chelsea,22,1999.0,24.5,19.25,1749.0,1.75,3.5,5.25,3.0,0.25,1.625,3.775,2019-2020,55000000.0
Reece Oxford,ENG,Centrocampista,West Ham,18,1998.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,4000000.0
Reinier,BRA,Centrocampista,Girona,20,2002.0,18.0,5.0,647.0,2.0,1.0,3.0,1.0,1.0,1.3,0.6,2022-2023,2000000.0
Reinildo Mandava,MOZ,Defensa,Atlético Madrid,28,1994.0,19.5,18.5,1577.5,0.0,0.0,0.0,4.5,0.0,0.45,0.3,2021-2022,20000000.0
Reiss Nelson,ENG,Delantero,Arsenal,22,1999.0,6.8,1.8,215.8,0.8,0.4,1.2,0.2,0.0,0.4600000000000001,0.36,2017-2018,12000000.0
Rekeem Harper,ENG,Centrocampista,West Brom,20,2000.0,1.5,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2017-2018,400000.0
Remi Oudin,FRA,Delantero,Lecce,25,1996.0,31.0,12.0,1321.0,3.0,0.0,3.0,3.0,0.0,2.0,2.3,2022-2023,4000000.0
Remo Freuler,SUI,Centrocampista,Atalanta,30,1992.0,32.0,30.0,2601.1666666666665,2.0,2.6666666666666665,4.666666666666667,5.0,0.1666666666666666,2.183333333333333,2.6,2022-2023,6500000.0
Renan Lodi,BRA,Defensa,Atlético Madrid,24,1998.0,28.0,19.5,1730.0,1.0,1.75,2.75,5.0,0.25,1.025,1.575,2022-2023,20000000.0
Renato Sanches,POR,Centrocampista,Swansea City,19,1997.0,12.0,9.0,702.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3,2017-2018,14000000.0
Renato Tapia,PER,Centrocampista,Celta Vigo,27,1995.0,29.666666666666668,20.33333333333333,1854.6666666666667,0.0,0.3333333333333333,0.3333333333333333,9.666666666666666,0.3333333333333333,0.8333333333333334,0.8000000000000002,2020-2021,5000000.0
Rey Manaj,ALB,Delantero,Spezia,24,1997.0,30.0,19.0,1768.0,5.0,0.0,5.0,9.0,0.0,7.5,1.2,2021-2022,1200000.0
Rhian Brewster,ENG,Delantero,Sheffield Utd,20,2000.0,27.0,12.0,1128.0,0.0,0.0,0.0,1.0,0.0,1.8,1.6,2020-2021,4000000.0
Rhys Healey,WAL,Delantero,Cardiff City,23,1994.0,3.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2018-2019,2000000.0
Rhys Williams,ENG,Defensa,Liverpool,19,2001.0,9.0,7.0,661.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,2020-2021,2000000.0
Riad Bajić,BIH,Delantero,Udinese,23,1994.0,5.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2017-2018,1400000.0
Ricard Sánchez,ESP,Defensa,Atlético Madrid,20,2000.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,2500000.0
Ricardo Centurión,ARG,Centrocampista,Genoa,24,1993.0,3.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,100000.0
Ricardo Pereira,POR,Defensa,Leicester City,28,1993.0,20.4,18.2,1609.4,1.4,2.6,4.0,3.2,0.0,0.7,2.3,2018-2019,10000000.0
Ricardo Rodríguez,SUI,Defensa,Torino,29,1992.0,26.5,24.5,2136.5,0.1666666666666666,0.6666666666666666,0.8333333333333334,2.6666666666666665,0.3333333333333333,0.7000000000000001,1.1833333333333331,2017-2018,3500000.0
Riccardo Calafiori,ITA,Defensa,Roma,19,2002.0,3.25,1.25,95.25,0.0,0.25,0.25,1.25,0.0,0.0,0.225,2019-2020,5000000.0
Riccardo Ciervo,ITA,Centrocampista,Sampdoria,19,2002.0,10.0,1.0,227.0,0.0,1.0,1.0,0.0,0.0,0.1,0.2,2021-2022,1300000.0
Riccardo Doratiotto,ITA,Delantero,Cagliari,19,1999.0,1.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,50000.0
Riccardo Fiamozzi,ITA,Defensa,Empoli,28,1993.0,10.0,7.0,620.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6,2021-2022,300000.0
Riccardo Gagliolo,SWE,Defensa,Salernitana,31,1990.0,27.75,24.75,2185.75,1.25,1.75,3.0,5.5,0.0,1.975,1.6249999999999998,2018-2019,500000.0
Riccardo Improta,ITA,Defensa,Benevento,26,1993.0,34.0,23.0,2335.0,1.0,0.0,1.0,7.0,0.0,2.0,2.4,2020-2021,1000000.0
Riccardo Ladinetti,ITA,Centrocampista,Cagliari,18,2000.0,3.0,1.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2019-2020,200000.0
Riccardo Marchizza,ITA,Defensa,Sassuolo,24,1998.0,17.666666666666668,12.0,1063.3333333333333,0.0,1.3333333333333333,1.3333333333333333,3.0,0.0,0.2333333333333333,1.1,2020-2021,1500000.0
Riccardo Orsolini,ITA,Delantero,Bologna,25,1997.0,26.142857142857142,17.0,1539.2857142857142,5.714285714285714,3.142857142857143,8.857142857142858,2.142857142857143,0.2857142857142857,5.928571428571429,2.885714285714286,2017-2018,12000000.0
Riccardo Pinzi,ITA,Delantero,Udinese,17,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,100000.0
Riccardo Saponara,ITA,Centrocampista,Fiorentina,30,1991.0,15.75,8.25,731.625,1.625,2.25,3.875,1.875,0.25,1.3375,2.0,2017-2018,2000000.0
Riccardo Sottil,ITA,Delantero,Fiorentina,23,1999.0,16.6,7.8,758.0,1.0,1.0,2.0,2.2,0.2,1.22,1.1800000000000002,2018-2019,8000000.0
Riccardo Stivanello,ITA,Defensa,Bologna,17,2004.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,250000.0
Richairo Živković,CUW,Delantero,Sheffield Utd,22,1996.0,5.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2019-2020,500000.0
Richarlison,BRA,Delantero,Tottenham,25,1997.0,33.333333333333336,28.83333333333333,2492.0,8.166666666666666,3.1666666666666665,11.333333333333334,5.5,0.3333333333333333,8.5,3.5333333333333337,2017-2018,40000000.0
Rick Karsdorp,NED,Defensa,Roma,27,1995.0,19.0,15.2,1362.4,0.2,1.8,2.0,2.4,0.2,0.28,2.28,2017-2018,7000000.0
Rico Henry,ENG,Defensa,Brentford,25,1997.0,35.5,35.0,3007.0,1.5,1.0,2.5,3.0,0.0,1.55,2.2,2021-2022,28000000.0
Rico Lewis,ENG,Defensa,Manchester City,17,2004.0,14.0,10.0,903.0,0.0,0.0,0.0,1.0,0.0,0.2,1.5,2022-2023,20000000.0
Ridgeciano Haps,SUR,Defensa,Venezia,28,1993.0,25.0,24.0,2056.0,1.0,1.0,2.0,6.0,0.0,0.5,0.6,2021-2022,1000000.0
Riqui Puig,ESP,Centrocampista,Barcelona,21,1999.0,10.5,2.75,361.25,0.5,0.5,1.0,0.5,0.0,0.4999999999999999,0.7250000000000001,2018-2019,12000000.0
Riyad Mahrez,ALG,Centrocampista,Manchester City,31,1991.0,30.166666666666668,21.5,1934.0,9.166666666666666,7.333333333333333,16.5,0.6666666666666666,0.0,6.7,6.333333333333333,2017-2018,18000000.0
Riza Durmisi,DEN,Defensa,Lazio,24,1994.0,17.0,12.5,1203.0,1.0,2.0,3.0,4.0,0.0,1.0,1.7000000000000002,2017-2018,300000.0
Rob Holding,ENG,Defensa,Arsenal,26,1995.0,14.833333333333334,11.166666666666666,1029.8333333333333,0.3333333333333333,0.1666666666666666,0.5,1.8333333333333333,0.1666666666666666,0.3499999999999999,0.0666666666666666,2017-2018,8000000.0
Robbie Brady,IRL,Centrocampista,Burnley,28,1992.0,16.75,9.5,875.75,0.75,1.5,2.25,2.5,0.25,0.925,1.2,2017-2018,600000.0
Rober,ESP,Defensa,Levante,26,1995.0,21.6,18.0,1677.8,0.4,0.2,0.6,3.6,0.4,0.5800000000000001,0.38,2017-2018,30000000.0
Rober Correa,ESP,Defensa,Eibar,27,1992.0,13.5,12.0,1032.5,0.0,1.0,1.0,3.0,0.0,0.25,1.05,2019-2020,500000.0
Robert Lewandowski,POL,Delantero,Barcelona,33,1988.0,34.0,33.0,2847.0,23.0,7.0,30.0,4.0,1.0,24.3,6.3,2022-2023,30000000.0
Robert Snodgrass,SCO,Centrocampista,West Ham,32,1987.0,17.0,12.0,1065.0,1.75,2.5,4.25,4.0,0.0,1.25,2.3000000000000003,2018-2019,300000.0
Robert Sánchez,ESP,PO,Brighton,24,1997.0,29.0,29.0,2609.6666666666665,0.0,0.0,0.0,2.333333333333333,0.3333333333333333,0.0,0.1333333333333333,2020-2021,28000000.0
Roberto,ESP,PO,Valladolid,34,1986.0,16.0,15.5,1426.75,0.0,0.0,0.0,0.25,0.25,0.025,0.025,2019-2020,15000000.0
Roberto Arroyo,ESP,Centrocampista,Valladolid,18,2003.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,300000.0
Roberto Firmino,BRA,Delantero,Liverpool,30,1991.0,31.666666666666668,25.5,2233.1666666666665,10.166666666666666,6.0,16.166666666666668,1.0,0.0,9.966666666666669,4.716666666666667,2017-2018,15000000.0
Roberto Gagliardini,ITA,Centrocampista,Inter,28,1994.0,23.0,14.0,1256.0,2.333333333333333,1.0,3.333333333333333,4.333333333333333,0.1666666666666666,2.016666666666667,1.1666666666666667,2017-2018,4000000.0
Roberto González,ESP,Delantero,Betis,21,2001.0,3.0,0.5,94.5,0.0,0.0,0.0,0.5,0.0,0.05,0.15,2021-2022,2000000.0
Roberto Inglese,ITA,Delantero,Parma,28,1991.0,22.5,17.5,1522.25,6.25,0.75,7.0,2.25,0.0,5.775,1.4500000000000002,2017-2018,750000.0
Roberto Insigne,ITA,Centrocampista,Benevento,26,1994.0,30.0,17.0,1599.0,2.0,4.0,6.0,2.0,0.0,3.9,3.8,2020-2021,1500000.0
Roberto López,ESP,Centrocampista,Real Sociedad,20,2000.0,7.0,1.3333333333333333,195.0,1.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.1666666666666666,0.3666666666666667,2018-2019,3000000.0
Roberto Pereyra,ARG,Centrocampista,Udinese,31,1991.0,30.83333333333333,26.166666666666668,2271.0,4.5,3.6666666666666665,8.166666666666666,5.833333333333333,0.1666666666666666,4.2,3.6,2017-2018,3500000.0
Roberto Piccoli,ITA,Delantero,Empoli,21,2001.0,8.571428571428571,2.7142857142857144,270.0,1.1428571428571428,0.0,1.1428571428571428,0.0,0.0,1.242857142857143,0.2285714285714286,2018-2019,3500000.0
Roberto Rosales,VEN,Defensa,Leganés,30,1988.0,27.0,25.33333333333333,2247.6666666666665,1.3333333333333333,0.6666666666666666,2.0,6.333333333333333,0.0,0.7000000000000001,2.9,2017-2018,350000.0
Roberto Santamaría,ESP,PO,Huesca,33,1985.0,20.0,20.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018-2019,50000.0
Roberto Soriano,ITA,Centrocampista,Bologna,31,1991.0,25.428571428571427,21.0,1823.2857142857144,2.4285714285714284,3.142857142857143,5.571428571428571,3.571428571428572,0.5714285714285714,2.7285714285714286,3.271428571428572,2017-2018,1800000.0
Roberto Torres,ESP,Centrocampista,Osasuna,33,1989.0,25.25,14.0,1357.75,4.0,2.75,6.75,1.0,0.0,4.05,2.7250000000000005,2019-2020,1000000.0
Robin Gosens,GER,Defensa,Inter,28,1994.0,22.857142857142858,16.714285714285715,1478.0,4.0,2.571428571428572,6.571428571428571,2.857142857142857,0.1428571428571428,3.2857142857142856,2.2,2017-2018,15000000.0
Robin Koch,GER,Defensa,Leeds United,26,1996.0,24.33333333333333,22.0,1960.3333333333333,0.0,0.0,0.0,3.6666666666666665,0.0,1.0,0.3,2020-2021,18000000.0
Robin Le Normand,ESP,Defensa,Real Sociedad,25,1996.0,27.6,25.2,2310.2,0.4,0.6,1.0,4.8,0.2,1.3,0.44,2018-2019,35000000.0
Robin Olsen,SWE,PO,Cagliari,32,1990.0,11.2,10.8,991.0,0.0,0.0,0.0,0.6,0.2,0.0,0.02,2020-2021,1500000.0
Rodri,ESP,Centrocampista,Betis,26,1997.3333333333333,30.55555555555556,25.444444444444443,2223.333333333333,2.333333333333333,2.333333333333333,4.666666666666667,4.222222222222222,0.0,1.933333333333333,1.911111111111111,2019-2020,100000000.0
Rodrigo,ESP,Centrocampista,Valencia,31,1991.0,30.83333333333333,24.5,2096.6666666666665,9.0,3.5,12.5,4.833333333333333,0.3333333333333333,8.566666666666668,3.733333333333333,2020-2021,100000000.0
Rodrigo Battaglia,ARG,Centrocampista,Mallorca,31,1991.0,24.33333333333333,16.333333333333332,1452.3333333333333,0.3333333333333333,0.0,0.3333333333333333,6.333333333333333,0.3333333333333333,0.6,0.1,2020-2021,1500000.0
Rodrigo Becão,BRA,Defensa,Udinese,26,1996.0,31.75,29.75,2651.75,1.5,0.75,2.25,8.5,0.25,1.1,0.525,2019-2020,11000000.0
Rodrigo Bentancur,URU,Centrocampista,Juventus,25,1997.0,24.0,17.714285714285715,1588.571428571429,1.0,3.0,4.0,5.571428571428571,0.2857142857142857,0.9428571428571428,1.8,2021-2022,40000000.0
Rodrigo De Paul,ARG,Centrocampista,Udinese,28,1994.0,34.833333333333336,29.666666666666668,2600.833333333333,5.666666666666667,6.666666666666667,12.333333333333334,5.5,0.5,5.083333333333333,7.75,2021-2022,40000000.0
Rodrigo Ely,BRA,Defensa,Almería,28,1993.0,21.0,20.2,1773.0,0.8,0.2,1.0,6.4,0.6,0.78,0.36,2017-2018,3000000.0
Rodrigo Riquelme,ESP,Delantero,Girona,22,2000.0,17.5,12.5,1096.0,2.0,2.0,4.0,0.5,0.0,2.0,1.8,2019-2020,18000000.0
Rodrigo Tarín,ESP,Defensa,Leganés,23,1996.0,16.0,13.5,1190.0,0.0,0.0,0.0,2.0,0.0,0.25,0.05,2018-2019,800000.0
Rodrygo,BRA,Delantero,Real Madrid,21,2001.0,27.0,16.0,1476.0,4.0,4.5,8.5,2.0,0.0,5.35,3.5500000000000003,2019-2020,100000000.0
Roger Assalé,CIV,Delantero,Leganés,25,1993.0,14.0,2.0,531.0,2.0,1.0,3.0,1.0,0.0,1.7,1.1,2019-2020,400000.0
Roger Ibanez,BRA,Defensa,Roma,23,1998.0,21.4,19.8,1739.8,1.2,0.4,1.6,5.6,0.4,1.3,0.54,2018-2019,28000000.0
Roger Martí,ESP,Delantero,Cádiz,31,1991.0,24.571428571428573,18.0,1532.0,6.714285714285714,1.5714285714285714,8.285714285714286,4.285714285714286,0.1428571428571428,7.0,1.8142857142857145,2017-2018,2000000.0
Roger Martínez,COL,Delantero,Espanyol,23,1999.0,4.5,1.0,118.5,0.5,0.0,0.5,0.5,0.0,0.35,0.0,2017-2018,1500000.0
Rolando Aarons,ENG,Centrocampista,Hellas Verona,21,1995.0,7.5,3.5,328.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,2017-2018,250000.0
Rolando Mandragora,ITA,Centrocampista,Fiorentina,25,1997.0,24.857142857142858,21.571428571428573,1914.2857142857144,1.4285714285714286,1.5714285714285714,3.0,5.428571428571429,0.4285714285714285,1.957142857142857,2.2857142857142856,2017-2018,10000000.0
Romain Perraud,FRA,Defensa,Southampton,24,1997.0,24.5,20.0,1729.0,1.0,1.5,2.5,3.5,0.0,0.9,1.2999999999999998,2021-2022,12000000.0
Romain Saïss,MAR,Centrocampista,Wolves,31,1990.0,27.5,25.25,2241.5,2.25,0.25,2.5,6.75,0.25,2.625,0.6,2018-2019,4000000.0
Romaine Sawyers,SKN,Centrocampista,West Brom,28,1991.0,19.0,17.0,1487.0,0.0,0.0,0.0,2.0,0.0,0.1,0.6,2020-2021,1000000.0
