Jugador,País,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor de mercado
Koke,ESP,Centrocampista,Atlético Madrid,31,1992.0,29.714285714285715,27.857142857142858,2399.4285714285716,1.8571428571428572,3.2857142857142856,5.142857142857143,5.571428571428571,0.14285714285714285,1.5000000000000002,3.542857142857143,16000000.0
Koke Vegas,ESP,PO,Levante,24,1995.0,1.25,1.25,112.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,300000.0
Koni De Winter,BEL,Defensa,Genoa,21,2002.0,11.5,9.0,825.0,0.0,0.5,0.5,3.5,0.0,0.15,0.44999999999999996,4000000.0
Konstantinos Mavropanos,GRE,Defensa,West Ham,25,1997.0,2.0,1.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15000000.0
Koray Günter,GER,Defensa,Hellas Verona,27,1994.0,22.4,20.0,1738.2,0.2,0.4,0.6,5.2,0.0,0.4,0.5,2500000.0
Kortney Hause,ENG,Defensa,Aston Villa,26,1995.0,10.666666666666666,9.333333333333334,857.3333333333334,1.0,0.0,1.0,1.6666666666666667,0.0,1.2,0.16666666666666666,2200000.0
Kostas Manolas,GRE,Defensa,Napoli,30,1991.0,20.0,18.333333333333332,1595.6666666666667,1.3333333333333333,0.0,1.3333333333333333,2.6666666666666665,0.0,0.8333333333333334,0.13333333333333333,2500000.0
Kostas Tsimikas,GRE,Defensa,Liverpool,27,1996.0,10.25,5.5,503.75,0.0,2.0,2.0,1.5,0.0,0.3,1.225,18000000.0
Kristian Thorstvedt,NOR,Centrocampista,Sassuolo,24,1999.0,20.5,9.5,838.0,2.5,0.5,3.0,3.0,0.0,1.9500000000000002,0.9,7500000.0
Kristijan Bistrović,CRO,Centrocampista,Lecce,24,1998.0,11.0,5.0,461.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,2000000.0
Kristjan Asllani,ALB,Centrocampista,Inter,21,2002.0,16.666666666666668,6.333333333333333,681.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.5,0.6,12000000.0
Kristoffer Ajer,NOR,Defensa,Brentford,25,1998.0,14.666666666666666,13.333333333333334,1161.3333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,3.0,0.0,0.5,1.0999999999999999,16000000.0
Kristoffer Askildsen,NOR,Centrocampista,Lecce,21,2001.0,12.5,3.5,413.25,0.25,0.0,0.25,3.0,0.25,0.225,0.125,1400000.0
Kristoffer Klaesson,NOR,PO,Leeds United,20,2000.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0
Krisztofer Horváth,HUN,Delantero,SPAL,17,2002.0,3.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0
Krzysztof Piątek,POL,Delantero,Salernitana,27,1995.0,21.666666666666668,15.333333333333334,1352.0,3.6666666666666665,1.6666666666666667,5.333333333333333,2.0,0.0,6.3999999999999995,1.5666666666666667,5500000.0
Kudus Mohammed,GHA,Centrocampista,West Ham,23,2000.0,10.0,4.0,459.0,2.0,1.0,3.0,2.0,0.0,0.8,0.8,40000000.0
Kurt Zouma,FRA,Defensa,West Ham,29,1994.0,22.6,21.4,1904.0,1.8,0.0,1.8,2.2,0.0,1.44,0.1,22000000.0
Kyle Bartley,ENG,Defensa,West Brom,29,1991.0,30.0,28.0,2584.0,3.0,1.0,4.0,4.0,0.0,2.5,1.4,600000.0
Kyle Edwards,ENG,Centrocampista,West Brom,22,1998.0,5.0,1.0,118.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,350000.0
Kyle Walker,ENG,Defensa,Manchester City,33,1990.0,22.6,21.0,1844.0,0.4,1.6,2.0,2.2,0.0,0.4800000000000001,0.9800000000000001,13000000.0
Kyle Walker-Peters,ENG,Defensa,Southampton,25,1997.0,21.2,19.8,1774.4,0.4,0.8,1.2,2.8,0.0,0.64,1.1999999999999997,22000000.0
Kévin Gameiro,FRA,Delantero,Atlético Madrid,33,1987.0,28.5,13.5,1348.75,5.75,1.5,7.25,0.25,0.0,6.0,2.25,1200000.0
Kévin Malcuit,MAR,Defensa,Napoli,30,1991.0,4.75,1.75,196.0,0.0,0.25,0.25,0.75,0.0,0.05,0.15000000000000002,400000.0
Kévin Rodrigues,POR,Defensa,Real Sociedad,27,1994.0,14.833333333333334,10.166666666666666,931.0,0.5,0.8333333333333334,1.3333333333333333,1.5,0.16666666666666666,0.45,0.7666666666666666,2200000.0
Kévin Soni,CMR,Centrocampista,Girona,21,1998.0,2.6666666666666665,0.3333333333333333,35.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.03333333333333333,600000.0
Ladislav Krejčí,CZE,Defensa,Bologna,27,1992.0,14.0,11.0,1051.0,1.0,0.0,1.0,1.0,0.0,0.5,1.4,200000.0
Lago Junior,CIV,Centrocampista,Mallorca,31,1990.0,15.333333333333334,8.333333333333334,805.6666666666666,1.3333333333333333,0.0,1.3333333333333333,1.0,0.0,2.2666666666666666,0.43333333333333335,900000.0
Lameck Banda,ZAM,Delantero,Lecce,22,2001.0,22.5,13.5,1138.5,1.5,2.0,3.5,4.5,0.0,2.4,1.15,4000000.0
Lamine Yamal,ESP,Delantero,Barcelona,16,2007.0,7.5,3.5,363.0,0.5,0.5,1.0,0.5,0.0,1.25,1.0,50000000.0
Landry Dimata,BEL,Delantero,Espanyol,23,1997.0,17.0,4.0,541.0,0.0,0.0,0.0,0.0,0.0,1.6,0.3,3300000.0
Largie Ramazani,BEL,Delantero,Almería,22,2001.0,23.5,10.5,1105.0,2.5,2.5,5.0,5.0,0.0,3.3,2.9,6000000.0
Larra,ESP,Delantero,Athletic Club,21,1997.0,10.0,2.0,250.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2000000.0
Lassana Coulibaly,MLI,Centrocampista,Salernitana,27,1996.0,25.0,23.666666666666668,1969.0,1.0,1.3333333333333333,2.3333333333333335,5.666666666666667,0.0,0.6333333333333333,0.7666666666666666,5000000.0
Lasse Schöne,DEN,Centrocampista,Genoa,33,1986.0,32.0,29.0,2427.0,2.0,3.0,5.0,5.0,0.0,3.6,4.6,250000.0
Laurens Serpe,ITA,Defensa,Genoa,20,2001.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
Lautaro Blanco,ARG,Defensa,Elche,23,1999.0,17.0,9.0,872.0,0.0,2.0,2.0,2.0,0.0,0.0,1.5,2000000.0
Lautaro Martínez,ARG,Delantero,Inter,26,1997.0,31.8,25.2,2188.4,17.2,3.8,21.0,4.8,0.2,15.279999999999998,3.44,100000000.0
Lautaro Valenti,ARG,Defensa,Parma,21,1999.0,11.0,6.0,499.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3000000.0
Layvin Kurzawa,FRA,Defensa,Fulham,29,1992.0,3.0,2.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000000.0
Lazar Samardzic,SRB,Centrocampista,Udinese,21,2002.0,24.0,10.0,1083.0,3.0,2.3333333333333335,5.333333333333333,0.6666666666666666,0.0,1.5999999999999999,2.1666666666666665,20000000.0
Leander Dendoncker,BEL,Centrocampista,Aston Villa,28,1995.0,21.5,15.0,1361.1666666666667,1.1666666666666667,0.3333333333333333,1.5,2.1666666666666665,0.0,1.3166666666666667,0.5,15000000.0
Leandro Cabrera,URU,Defensa,Getafe,31,1991.0,24.166666666666668,23.666666666666668,2095.5,1.0,0.3333333333333333,1.3333333333333333,6.0,0.5,1.2,0.7666666666666666,2500000.0
Leandro Chichizola,ARG,PO,Las Palmas,28,1990.0,14.0,14.0,1260.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400000.0
Leandro Paredes,ARG,Centrocampista,Roma,29,1994.0,18.5,9.5,935.0,0.5,1.5,2.0,6.0,0.5,0.5,1.65,9000000.0
Leandro Sanca,GNB,Delantero,Spezia,22,2000.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0
Leandro Trossard,BEL,Delantero,Arsenal,28,1994.0,24.166666666666668,19.0,1677.1666666666667,4.833333333333333,4.0,8.833333333333334,0.8333333333333334,0.0,3.9333333333333336,3.6666666666666665,35000000.0
Lee Kang-in,KOR,Centrocampista,Valencia,21,2001.0,22.0,13.2,1194.8,1.8,2.4,4.2,3.4,0.6,1.78,2.08,0.0
Lee Peltier,ENG,Defensa,West Brom,33,1986.0,4.0,3.0,229.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200000.0
Leif Davis,ENG,Defensa,Leeds United,20,2000.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0
Lennart-Marten Czyborra,GER,Defensa,Genoa,21,1999.0,9.0,7.5,595.0,0.5,0.0,0.5,1.0,0.0,0.1,0.15,0.0
Leo Fuhr Hjelde,NOR,Centrocampista,Leeds United,17,2003.0,2.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
Leo Skiri Østigård,NOR,Defensa,Napoli,24,1999.0,11.0,8.0,760.3333333333334,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.26666666666666666,0.10000000000000002,10000000.0
Leo Štulac,SVN,Centrocampista,Empoli,26,1994.0,23.0,8.0,833.0,2.0,2.0,4.0,1.0,0.0,0.2,0.4,1000000.0
Leon Bailey,JAM,Centrocampista,Aston Villa,26,1997.0,20.666666666666668,11.666666666666666,1039.6666666666667,2.6666666666666665,3.0,5.666666666666667,2.6666666666666665,0.0,2.966666666666667,2.733333333333334,28000000.0
Leonardo Bonucci,ITA,Defensa,Juventus,35,1987.0,25.25,22.25,1998.5,2.75,0.0,2.75,4.25,0.0,2.9250000000000003,0.475,1500000.0
Leonardo Buta,POR,Defensa,Udinese,20,2002.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
Leonardo Capezzi,ITA,Centrocampista,Salernitana,26,1995.0,5.0,2.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0
Leonardo Koutris,GRE,Defensa,Mallorca,24,1995.0,2.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,800000.0
Leonardo Mancuso,ITA,Delantero,Empoli,29,1992.0,8.0,5.0,425.0,1.0,0.0,1.0,0.0,0.0,1.9,0.3,1600000.0
Leonardo Morosini,ITA,Delantero,Brescia,23,1995.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0
Leonardo Pavoletti,ITA,Delantero,Cagliari,35,1988.0,19.0,8.5,840.5,2.75,1.25,4.0,4.75,0.0,3.775,0.5750000000000001,1000000.0
Leonardo Román,ESP,PO,Mallorca,22,2000.0,1.5,1.5,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0
Leonardo Sernicola,ITA,Defensa,Cremonese,25,1997.0,32.0,27.0,2317.0,2.0,2.0,4.0,11.0,0.0,1.3,2.3,2000000.0
Leonardo Spinazzola,ITA,Defensa,Roma,30,1993.0,18.2,14.4,1247.6,1.0,2.4,3.4,1.2,0.0,0.8,2.5,10000000.0
Leonardo Suárez,ARG,Centrocampista,Villarreal,22,1996.0,6.5,3.5,273.0,1.0,0.0,1.0,0.0,0.0,0.65,0.15,3000000.0
Leroy Sané,GER,Delantero,Manchester City,23,1996.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,75000000.0
Lesley Ugochukwu,FRA,Centrocampista,Chelsea,19,2004.0,9.0,2.0,215.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25000000.0
Levi Colwill,ENG,Defensa,Chelsea,20,2003.0,14.5,12.0,1085.0,0.0,1.5,1.5,1.5,0.0,1.1,0.7,42000000.0
Lewis Bate,ENG,Centrocampista,Leeds United,18,2002.0,3.0,1.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0
Lewis Brunt,ENG,Defensa,Leicester City,21,2000.0,1.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
Lewis Cook,ENG,Centrocampista,Bournemouth,26,1997.0,21.333333333333332,13.333333333333334,1258.3333333333333,0.0,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.20000000000000004,1.1666666666666667,10000000.0
Lewis Dobbin,ENG,Centrocampista,Everton,20,2003.0,3.5,0.5,75.5,0.0,0.0,0.0,0.5,0.0,0.05,0.0,900000.0
Lewis Dunk,ENG,Defensa,Brighton,32,1991.0,29.2,29.2,2607.0,2.2,0.6,2.8,5.0,0.8,2.2600000000000002,0.8400000000000001,16000000.0
Lewis Ferguson,SCO,Centrocampista,Bologna,24,1999.0,22.5,20.0,1740.0,5.0,1.0,6.0,3.5,0.0,3.6500000000000004,0.85,12000000.0
Lewis Hall,ENG,Defensa,Newcastle Utd,19,2004.0,5.5,4.5,354.5,0.0,0.0,0.0,0.5,0.0,0.45,1.1,18000000.0
Lewis Miley,ENG,Centrocampista,Newcastle Utd,17,2006.0,1.5,1.0,84.5,0.0,0.5,0.5,0.0,0.0,0.05,0.3,2500000.0
Lewis O'Brien,ENG,Centrocampista,Nott'ham Forest,23,1998.0,13.0,6.0,584.0,1.0,0.0,1.0,2.0,0.0,0.3,0.2,6000000.0
Liam Cooper,SCO,Defensa,Leeds United,30,1991.0,21.333333333333332,20.666666666666668,1808.3333333333333,0.6666666666666666,0.3333333333333333,1.0,4.666666666666667,0.3333333333333333,1.0666666666666667,0.26666666666666666,1800000.0
Liam Delap,ENG,Delantero,Manchester City,18,2003.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0
Liam Henderson,SCO,Centrocampista,Empoli,27,1996.0,17.0,9.0,807.0,0.5,1.0,1.5,3.5,0.0,0.775,1.1500000000000001,2000000.0
Liam McCarron,SCO,Delantero,Leeds United,20,2001.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0
Liberato Cacace,NZL,Defensa,Empoli,23,2000.0,10.666666666666666,6.0,595.3333333333334,0.0,0.0,0.0,1.6666666666666667,0.0,0.19999999999999998,0.3333333333333333,2000000.0
Lionel Carole,FRA,Defensa,Sevilla,26,1991.0,6.0,6.0,540.0,0.0,1.0,1.0,0.0,0.0,0.3,0.1,1000000.0
Lionel Messi,ARG,Delantero,Barcelona,33,1987.0,34.5,31.5,2904.0,31.25,13.75,45.0,3.5,0.0,23.1,13.3,35000000.0
Lisandro Magallán,ARG,Defensa,Alavés,28,1993.0,19.666666666666668,16.333333333333332,1426.6666666666667,0.6666666666666666,1.0,1.6666666666666667,4.666666666666667,0.3333333333333333,0.8666666666666666,0.26666666666666666,1800000.0
Lisandro Martínez,ARG,Defensa,Manchester Utd,25,1998.0,16.0,14.5,1244.5,0.5,0.5,1.0,4.0,0.0,0.25,0.2,50000000.0
Ljubomir Fejsa,SRB,Centrocampista,Alavés,30,1988.0,13.0,11.0,786.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,250000.0
Lloyd Kelly,ENG,Defensa,Bournemouth,25,1998.0,13.333333333333334,12.666666666666666,1120.3333333333333,0.0,0.6666666666666666,0.6666666666666666,2.0,0.0,0.10000000000000002,0.3333333333333333,18000000.0
Lluis López,ESP,Defensa,Espanyol,22,1997.0,5.0,4.0,410.5,0.0,0.0,0.0,0.5,0.0,0.15000000000000002,0.0,600000.0
Lluís Recasens,ESP,Defensa,Espanyol,19,2002.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
Loren Morón,ESP,Delantero,Betis,28,1993.0,19.142857142857142,9.714285714285714,945.8571428571429,3.5714285714285716,0.42857142857142855,4.0,1.7142857142857142,0.14285714285714285,3.5714285714285716,1.0000000000000002,2000000.0
Lorenzo Amatucci,ITA,Centrocampista,Fiorentina,19,2004.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
Lorenzo Andrenacci,ITA,PO,Brescia,24,1995.0,6.0,5.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0
Lorenzo Colombo,ITA,Delantero,Monza,21,2002.0,12.25,7.25,606.75,2.0,0.75,2.75,1.25,0.0,2.3249999999999997,0.475,5000000.0
Lorenzo De Silvestri,ITA,Defensa,Bologna,35,1988.0,22.4,18.2,1558.2,1.4,0.4,1.8,2.8,0.0,1.38,1.06,400000.0
Lorenzo Del Pinto,ITA,Centrocampista,Benevento,30,1990.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
Lorenzo Insigne,ITA,Delantero,Napoli,30,1991.0,34.666666666666664,31.666666666666668,2655.0,12.666666666666666,7.333333333333333,20.0,1.6666666666666667,0.3333333333333333,14.466666666666667,7.133333333333333,8000000.0
Lorenzo Lucca,ITA,Delantero,Udinese,23,2000.0,13.0,7.0,657.0,2.0,1.0,3.0,0.0,0.0,3.0,0.5,5000000.0
Lorenzo Malagrida,ITA,Centrocampista,Sampdoria,18,2003.0,6.0,0.0,109.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,400000.0
Lorenzo Montipò,ITA,PO,Hellas Verona,27,1996.0,30.25,30.25,2722.5,0.0,0.0,0.0,1.25,0.0,0.0,0.0,4000000.0
Lorenzo Pellegrini,ITA,Centrocampista,Roma,27,1996.0,25.2,23.2,1980.4,4.4,4.6,9.0,6.6,0.4,5.5200000000000005,6.1,30000000.0
Lorenzo Pirola,ITA,Defensa,Salernitana,21,2002.0,12.666666666666666,11.0,930.3333333333334,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,0.0,0.6,0.13333333333333333,8000000.0
Lorenzo Tonelli,ITA,Defensa,Empoli,32,1990.0,11.75,9.5,843.25,0.25,0.0,0.25,4.75,0.25,0.65,0.075,500000.0
Lorenzo Venuti,ITA,Defensa,Lecce,28,1995.0,17.4,12.2,1035.4,0.0,0.6,0.6,2.6,0.0,0.2,0.7,2000000.0
Loum Tchaouna,FRA,Delantero,Salernitana,20,2003.0,8.0,2.0,243.0,0.0,1.0,1.0,0.0,0.0,0.1,0.2,2400000.0
Loïc Bade,FRA,Defensa,Sevilla,23,2000.0,15.0,13.0,1167.5,0.5,0.5,1.0,2.5,0.5,0.44999999999999996,0.15000000000000002,12000000.0
Luca Caldirola,ITA,Defensa,Monza,32,1991.0,22.666666666666668,18.666666666666668,1666.3333333333333,1.6666666666666667,0.3333333333333333,2.0,5.0,0.6666666666666666,0.7666666666666667,0.39999999999999997,1500000.0
Luca Ceppitelli,ITA,Defensa,Cagliari,31,1989.0,19.666666666666668,15.666666666666666,1385.3333333333333,1.0,0.3333333333333333,1.3333333333333333,3.6666666666666665,0.0,0.43333333333333335,0.16666666666666666,600000.0
Luca Cigarini,ITA,Centrocampista,Crotone,34,1986.0,18.0,16.0,1263.5,0.0,2.0,2.0,6.5,1.0,0.5,2.4,300000.0
Luca D'Andrea,ITA,Delantero,Sassuolo,17,2004.0,5.0,5.0,316.0,0.0,1.0,1.0,0.0,0.0,0.3,0.8,2500000.0
Luca Falbo,ITA,Defensa,Lazio,19,2000.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175000.0
Luca Fiordilino,ITA,Centrocampista,Venezia,25,1996.0,15.0,5.0,661.0,0.0,0.0,0.0,2.0,0.0,0.2,0.4,1000000.0
Luca Gagliano,ITA,Delantero,Cagliari,21,2000.0,2.0,0.5,32.5,0.5,0.5,1.0,0.0,0.0,0.35,0.0,200000.0
Luca Garritano,ITA,Centrocampista,Frosinone,29,1994.0,8.0,2.0,274.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,1700000.0
Luca Gemello,ITA,PO,Torino,23,2000.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0
Luca Koleosho,ITA,Delantero,Burnley,19,2004.0,6.0,3.6666666666666665,307.6666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5333333333333333,0.39999999999999997,6000000.0
Luca Lezzerini,ITA,PO,Venezia,26,1995.0,6.0,6.0,495.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,350000.0
Luca Marrone,ITA,Defensa,Monza,32,1990.0,11.5,10.0,861.5,0.0,0.0,0.0,4.0,0.0,0.25,0.0,200000.0
Luca Mazzitelli,ITA,Centrocampista,Frosinone,28,1995.0,6.0,5.5,459.0,1.0,0.0,1.0,2.0,0.5,0.45,0.05,3500000.0
Luca Mora,ITA,Centrocampista,Spezia,32,1988.0,4.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,275000.0
Luca Pellegrini,ITA,Defensa,Lazio,24,1999.0,13.2,9.0,802.4,0.0,1.4,1.4,4.8,0.0,0.26,1.1800000000000002,4500000.0
Luca Ranieri,ITA,Defensa,Fiorentina,24,1999.0,11.5,9.0,816.5,0.25,0.0,0.25,4.25,0.25,0.19999999999999998,0.35000000000000003,4000000.0
Luca Sangalli,ESP,Centrocampista,Real Sociedad,24,1995.0,14.5,8.5,685.5,0.5,2.0,2.5,0.0,0.0,1.0,0.9,600000.0
Luca Siligardi,ITA,Centrocampista,Crotone,32,1988.0,6.0,1.0,140.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2333333333333333,0.16666666666666666,225000.0
Luca Stanga,ITA,Defensa,Milan,19,2002.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0
Luca Tremolada,ITA,Centrocampista,Brescia,27,1991.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
Luca Vignali,ITA,Defensa,Spezia,25,1996.0,11.5,10.0,837.5,0.0,0.0,0.0,2.0,0.5,0.05,0.35,1000000.0
Luca Zanimacchia,ITA,Centrocampista,Cremonese,24,1998.0,8.5,5.0,433.0,0.0,0.0,0.0,1.0,0.0,0.6,0.5,1800000.0
Luca Zidane,FRA,PO,Real Madrid,23,1998.0,3.3333333333333335,3.3333333333333335,275.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,2000000.0
Luca de la Torre,USA,Centrocampista,Celta Vigo,25,1998.0,20.0,13.0,1174.5,0.0,2.0,2.0,4.5,0.5,0.9,1.2,3000000.0
Lucas,BRA,Defensa,Cádiz,22,2001.0,8.0,4.0,462.0,1.0,0.0,1.0,2.0,0.0,0.5,0.1,45000000.0
Lucas Beltrán,ARG,Delantero,Fiorentina,22,2001.0,11.0,6.0,438.0,0.0,1.0,1.0,1.0,0.0,0.3,0.5,12000000.0
Lucas Biglia,ARG,Centrocampista,Milan,33,1986.0,14.0,8.0,685.0,0.0,1.0,1.0,4.0,0.0,0.3,0.3,250000.0
Lucas Boyé,ARG,Delantero,Celta Vigo,27,1996.0,23.2,19.0,1591.0,4.8,1.8,6.6,4.8,0.6,4.28,1.4,10000000.0
Lucas Castro,ARG,Centrocampista,SPAL,30,1989.0,11.0,6.0,515.5,1.0,0.0,1.0,1.0,0.0,0.7,0.6000000000000001,350000.0
Lucas Digne,FRA,Defensa,Aston Villa,30,1993.0,21.0,19.0,1645.142857142857,0.14285714285714285,3.142857142857143,3.2857142857142856,3.5714285714285716,0.14285714285714285,0.5285714285714286,3.0714285714285716,15000000.0
Lucas Felippe,BRA,Centrocampista,Hellas Verona,19,2000.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175000.0
Lucas Hernández,FRA,Defensa,Atlético Madrid,22,1996.0,20.5,18.5,1616.5,0.5,0.5,1.0,6.0,0.5,0.7,0.55,45000000.0
Lucas Martínez Quarta,ARG,Defensa,Fiorentina,27,1996.0,19.75,16.75,1518.75,1.25,0.25,1.5,5.0,0.25,1.55,0.525,10000000.0
Lucas Moura,BRA,Centrocampista,Tottenham,29,1992.0,28.5,14.5,1395.25,2.5,3.5,6.0,2.0,0.25,2.675,2.625,6000000.0
Lucas Ocampos,ARG,Delantero,Sevilla,29,1994.0,25.6,21.2,1925.8,6.0,2.4,8.4,6.0,0.2,7.139999999999999,2.7,12000000.0
Lucas Olaza,URU,Defensa,Celta Vigo,28,1994.0,17.5,16.0,1450.8333333333333,0.5,1.5,2.0,3.1666666666666665,0.0,0.46666666666666673,1.5666666666666667,2500000.0
Lucas Oliveira Rosa,BRA,Defensa,Valladolid,22,2000.0,17.0,11.0,931.0,0.0,1.0,1.0,3.0,0.0,0.4,1.0,1000000.0
Lucas Paquetá,BRA,Delantero,West Ham,26,1997.0,21.333333333333332,17.0,1438.3333333333333,2.0,1.6666666666666667,3.6666666666666665,5.666666666666667,0.0,3.0,2.0333333333333337,65000000.0
Lucas Pérez,ESP,Delantero,La Coruña,33,1988.0,24.0,18.5,1667.6666666666667,5.166666666666667,3.0,8.166666666666666,2.0,0.0,5.8,4.7,800000.0
Lucas Robertone,ARG,Centrocampista,Almería,26,1997.0,24.0,22.0,1792.5,1.0,5.5,6.5,5.5,0.0,1.5,3.9,7000000.0
Lucas Torreira,URU,Centrocampista,Arsenal,25,1996.0,26.333333333333332,15.333333333333334,1408.3333333333333,2.3333333333333335,0.6666666666666666,3.0,6.333333333333333,0.3333333333333333,2.2666666666666666,1.1333333333333335,15000000.0
Lucas Torró,ESP,Centrocampista,Osasuna,29,1994.0,25.5,22.5,1898.0,0.5,0.25,0.75,6.75,0.0,1.325,0.325,8000000.0
